Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Puka Nacua,58,752,2,15,0,37,36,62.1,1,283,82
Stefon Diggs,55,678,6,7,2,55,33,60,1,182,78
Tyreek Hill,53,902,7,14,6,69,39,73.6,0,351,74
A.J. Brown,52,809,3,14,3,59,36,69.2,0,263,75
Amon-Ra St. Brown,51,557,3,7,0,39,28,54.9,1,189,69
Ja'Marr Chase,50,556,3,4,2,63,35,70,0,281,73
Adam Thielen,49,509,4,6,0,30,33,67.4,0,171,59
Travis Kelce,48,525,4,4,2,53,26,54.2,0,223,59
T.J. Hockenson,47,390,2,4,0,24,22,46.8,1,161,59
Davante Adams,46,528,3,5,0,32,31,67.4,0,138,71
Keenan Allen,46,574,4,11,1,42,25,54.4,1,211,64
Michael Pittman,42,489,2,5,2,75,19,45.2,1,241,65
Evan Engram,41,346,0,3,0,28,15,36.6,1,226,51
DJ Moore,40,636,5,13,2,58,28,70,0,271,51
Zay Flowers,39,442,1,8,3,52,18,46.2,0,178,54
Christian Kirk,39,474,3,7,2,45,21,53.8,1,161,55
Chris Olave,39,471,1,6,2,45,25,64.1,0,170,68
Terry McLaurin,37,432,1,6,0,32,21,56.8,0,116,51
Jakobi Meyers,37,385,5,2,0,25,23,62.2,0,78,56
Justin Jefferson,36,571,3,14,2,52,28,77.8,1,182,53
Alvin Kamara,35,177,0,1,0,21,10,28.6,0,215,39
Sam LaPorta,35,377,3,4,1,45,18,51.4,0,156,49
Darren Waller,35,380,1,5,0,27,18,51.4,0,141,49
Kendrick Bourne,34,370,3,4,0,36,14,41.2,1,190,51
CeeDee Lamb,34,475,1,10,1,49,22,64.7,1,176,42
Michael Thomas,34,371,1,3,0,26,18,52.9,0,69,54
Josh Downs,33,401,2,7,1,59,16,48.5,0,182,47
Chris Godwin,33,398,0,5,1,42,22,66.7,0,159,49
Marquise Brown,32,383,3,6,1,41,24,75,0,101,60
Drake London,32,383,2,7,0,32,21,65.6,0,88,50
DeVonta Smith,32,383,2,5,2,63,14,43.8,0,80,50
Garrett Wilson,32,369,2,4,1,68,16,50,0,123,55
Dallas Goedert,31,324,2,3,1,49,18,58.1,0,174,41
Curtis Samuel,31,310,2,3,0,37,15,48.4,0,116,39
Courtland Sutton,31,351,5,5,0,33,17,54.8,2,67,43
Brandon Aiyuk,30,511,2,10,1,42,25,83.3,0,118,43
Tyler Boyd,30,204,1,0,0,14,9,30,0,84,41
Mike Evans,30,468,4,8,2,70,18,60,0,134,49
Jaylen Waddle,30,359,2,5,0,35,19,63.3,0,164,40
Jordan Addison,29,400,6,4,2,62,17,58.6,0,123,43
Nico Collins,29,547,3,13,2,52,22,75.9,0,243,42
Mark Andrews,28,357,5,7,0,38,19,67.9,0,136,40
Jonnu Smith,28,309,1,2,0,33,16,57.1,1,144,35
Zach Ertz,27,187,1,0,0,17,8,29.6,0,46,43
DeAndre Hopkins,27,376,0,6,0,38,20,74.1,0,61,47
Tyler Lockett,27,289,2,3,0,36,14,51.8,0,62,40
George Pickens,27,500,2,11,2,71,19,70.4,1,169,48
Calvin Ridley,27,368,2,7,0,32,17,63,1,64,48
Tutu Atwell,26,340,3,5,1,44,19,73.1,0,75,43
Josh Jacobs,26,215,0,1,0,21,10,38.5,0,197,39
Christian McCaffrey,26,228,3,1,0,35,15,57.7,1,226,30
Rashee Rice,26,305,3,4,0,37,16,61.5,0,195,34
Bijan Robinson,26,189,2,2,0,29,10,38.5,0,212,32
D'Andre Swift,26,128,1,0,0,11,4,15.4,1,155,30
Jerry Jeudy,25,286,0,4,1,46,14,56,1,88,34
Dalton Kincaid,25,193,0,0,0,15,8,32,0,99,27
Cole Kmet,25,240,3,3,0,23,14,56,1,111,32
Elijah Moore,25,226,0,2,0,33,9,36,1,86,43
Kyle Pitts,25,298,1,3,0,39,14,56,0,67,42
Tony Pollard,25,176,0,2,1,60,6,24,1,173,29
Amari Cooper,24,389,1,6,2,58,17,70.8,1,63,47
Travis Etienne,24,196,0,1,0,22,9,37.5,0,201,29
David Njoku,24,216,0,2,0,29,10,41.7,1,160,31
Romeo Doubs,23,258,4,1,0,30,16,69.6,0,57,42
Jahmyr Gibbs,23,128,0,1,0,21,7,30.4,0,108,28
George Kittle,23,294,3,3,0,38,14,60.9,0,124,32
Wan'Dale Robinson,23,163,0,1,0,22,11,47.8,0,88,27
Rhamondre Stevenson,23,162,0,2,0,34,6,26.1,0,164,30
Logan Thomas,23,236,2,2,0,27,12,52.2,1,103,32
Gabe Davis,22,347,4,6,1,40,16,72.7,1,69,35
Jahan Dotson,22,183,1,0,0,18,8,36.4,0,44,39
DK Metcalf,22,337,2,5,0,34,18,81.8,0,78,32
Luke Musgrave,22,189,0,1,0,37,7,31.8,0,106,28
K.J. Osborn,22,261,2,3,0,36,12,54.6,0,83,37
Jaylen Warren,22,165,0,2,0,30,7,31.8,0,200,27
Rachaad White,22,163,0,2,0,22,6,27.3,1,197,23
Robert Woods,22,227,1,1,0,25,15,68.2,0,59,43
Jake Ferguson,21,190,1,2,0,21,9,42.9,0,109,29
Tyler Higbee,21,241,0,3,0,33,12,57.1,0,85,35
Isiah Pacheco,21,163,1,1,0,33,6,28.6,0,218,23
Josh Reynolds,21,384,3,14,0,33,20,95.2,0,107,30
Dalton Schultz,21,215,3,2,0,31,11,52.4,0,84,34
Michael Wilson,21,343,2,4,1,69,15,71.4,0,78,27
Tyler Conklin,20,227,0,2,0,37,8,40,0,103,27
Hunter Henry,20,210,2,1,0,21,13,65,0,44,31
Alexander Mattison,20,107,2,0,0,16,3,15,0,111,31
Josh Palmer,20,353,1,7,2,60,12,60,1,103,35
Samaje Perine,20,215,0,3,0,29,9,45,1,211,23
Deebo Samuel,20,302,1,6,2,42,12,60,1,164,32
Rashid Shaheed,20,326,2,6,3,51,13,65,0,70,35
Jaxon Smith-Njigba,20,173,1,1,0,28,8,40,0,103,32
Tank Dell,19,324,2,5,2,68,13,68.4,0,97,28
Gerald Everett,19,149,2,1,0,29,12,63.2,1,89,23
Raheem Mostert,19,151,2,1,0,22,5,26.3,2,171,23
Mike Williams,19,249,1,4,1,49,9,47.4,0,108,26
Braxton Berrios,18,186,1,1,0,22,12,66.7,0,58,22
Michael Gallup,18,204,0,3,0,29,8,44.4,0,86,32
Cade Otton,18,147,1,0,0,16,8,44.4,0,63,23
Allen Robinson,18,144,0,1,0,31,4,22.2,0,34,27
Darius Slayton,18,258,0,5,0,31,12,66.7,0,77,32
Kadarius Toney,18,105,1,0,0,17,9,50,1,85,26
Nelson Agholor,17,222,2,2,0,30,11,64.7,1,50,21
James Cook,17,186,1,3,1,48,8,47.1,0,158,21
Mike Gesicki,17,149,1,0,0,18,8,47.1,0,60,22
Cooper Kupp,17,295,1,5,1,49,12,70.6,0,103,28
Rondale Moore,17,113,0,1,0,31,7,41.2,0,95,28
Chigoziem Okonkwo,17,122,0,1,0,20,5,29.4,0,52,26
Saquon Barkley,16,87,2,1,0,32,7,43.8,0,92,20
Parris Campbell,16,85,0,0,0,17,1,6.2,0,41,23
Kylen Granson,16,170,1,2,1,45,11,68.8,0,72,26
Terrace Marshall Jr.,16,114,0,0,0,14,7,43.8,1,48,27
Joe Mixon,16,104,0,1,0,32,2,12.5,0,139,21
Kalif Raymond,16,207,1,4,0,36,9,56.2,0,72,19
Jayden Reed,16,231,3,4,1,44,11,68.8,0,69,31
Nick Westbrook-Ikhine,16,168,2,3,0,24,8,50,0,73,23
Antonio Gibson,15,157,1,2,1,41,7,46.7,1,149,19
Taysom Hill,15,115,0,0,0,19,2,13.3,0,42,19
Dawson Knox,15,102,1,0,0,15,7,46.7,0,63,28
Trey McBride,15,170,0,2,0,27,8,53.3,0,88,21
Jonathan Mingo,15,133,0,1,0,22,7,46.7,0,31,29
Zack Moss,15,115,1,1,0,26,5,33.3,0,109,19
Miles Sanders,15,81,0,0,0,14,4,26.7,0,91,24
Tyjae Spears,15,111,0,1,1,48,5,33.3,0,121,20
Odell Beckham Jr.,14,162,0,3,0,32,8,57.1,0,42,22
Demario Douglas,14,197,0,3,1,42,9,64.3,1,85,23
Jerome Ford,14,104,2,0,0,19,5,35.7,0,71,19
Tee Higgins,14,149,2,1,0,20,9,64.3,0,63,36
Hayden Hurst,14,116,1,0,0,16,6,42.9,0,40,22
Allen Lazard,14,210,1,4,0,39,12,85.7,0,36,23
Jerick McKinnon,14,115,2,1,0,27,6,42.9,0,144,19
Darnell Mooney,14,184,1,3,0,39,7,50,0,63,23
DeVante Parker,14,144,0,1,0,22,6,42.9,0,38,23
Alec Pierce,14,202,0,4,0,38,12,85.7,0,26,25
JuJu Smith-Schuster,14,86,0,0,0,15,4,28.6,0,37,25
Javonte Williams,14,65,0,0,0,17,1,7.1,0,84,19
DJ Chark,13,197,2,3,1,47,8,61.5,0,40,27
Brandin Cooks,13,109,1,0,0,17,9,69.2,1,19,23
Ezekiel Elliott,13,59,0,0,0,15,1,7.7,1,75,17
Noah Gray,13,155,1,2,0,34,6,46.2,0,86,18
Breece Hall,13,113,0,2,0,25,4,30.8,0,115,18
Deonte Harty,13,113,1,1,1,43,7,53.8,0,67,16
Chuba Hubbard,13,59,0,0,0,12,3,23.1,0,76,15
Skyy Moore,13,160,1,2,1,54,8,61.5,0,51,24
Deven Thompkins,13,73,1,1,0,26,5,38.5,1,54,18
Kenneth Walker III,13,106,0,1,0,36,5,38.5,0,108,16
Kyren Williams,13,105,1,1,0,20,5,38.5,0,129,24
Calvin Austin III,12,143,1,1,1,72,4,33.3,0,58,22
Rashod Bateman,12,118,0,1,0,20,5,41.7,0,24,18
Noah Fant,12,194,0,3,1,51,7,58.3,0,85,13
Isaiah Hodgins,12,120,1,1,0,24,5,41.7,1,49,18
Mack Hollins,12,184,0,2,1,45,7,58.3,0,27,23
Jauan Jennings,12,181,0,3,0,31,7,58.3,0,49,21
Brandon Powell,12,132,0,2,0,27,8,66.7,0,38,16
Matt Breida,11,54,0,2,0,22,2,18.2,1,56,12
Emari Demercado,11,63,0,0,0,13,2,18.2,0,55,15
Derrick Henry,11,117,0,1,1,46,2,18.2,0,154,13
Justice Hill,11,27,0,0,0,10,1,9.1,1,61,11
Roschon Johnson,11,58,0,0,0,8,1,9.1,0,61,12
Colby Parkinson,11,132,0,3,0,27,6,54.6,0,57,17
Brian Robinson,11,113,2,4,0,24,5,45.4,0,135,14
Durham Smythe,11,123,0,1,0,22,6,54.6,0,57,16
Adam Trautman,11,69,1,0,0,15,3,27.3,0,35,18
Khalil Herbert,10,83,1,1,0,23,5,50,1,91,18
Austin Hooper,10,99,0,1,0,20,4,40,0,48,11
Michael Mayer,10,129,0,2,0,32,7,70,0,66,15
Jaleel McLaughlin,10,59,2,1,0,22,2,20,0,98,12
Marvin Mims Jr.,10,246,1,5,3,60,6,60,0,76,13
Foster Moreau,10,92,1,0,0,18,5,50,0,42,11
Josh Oliver,10,70,1,0,0,18,4,40,1,52,12
Marquez Valdes-Scantling,10,200,1,4,1,46,8,80,0,56,17
Justin Watson,10,219,0,5,0,37,7,70,1,19,17
De'Von Achane,9,67,2,0,0,17,5,55.6,0,93,11
Jamal Agnew,9,90,0,0,0,14,5,55.6,1,25,12
Tyler Allgeier,9,85,0,1,1,46,3,33.3,0,72,13
Michael Carter,9,44,0,0,0,10,2,22.2,0,33,12
Dalvin Cook,9,46,0,0,0,15,1,11.1,0,68,9
Austin Ekeler,9,83,0,2,0,35,3,33.3,0,92,13
Kenneth Gainwell,9,43,0,0,0,8,2,22.2,0,42,12
Jalin Hyatt,9,195,0,4,2,58,5,55.6,0,18,14
Trenton Irwin,9,77,0,0,0,17,5,55.6,1,29,11
Van Jefferson,9,113,0,1,1,46,4,44.4,0,8,19
