Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,100,19.8,0
Bills,0,0,0,0,134,22.8,0
Bears,0,0,0,0,124,22.8,0
Bengals,0,0,0,0,113,21.5,0
Browns,0,0,0,0,113,21.6,0
Cowboys,0,0,0,0,88,19.3,0
Broncos,0,0,0,0,77,16.4,0
Lions,0,0,0,0,93,17.8,0
Packers,0,0,0,0,140,24,0
Oilers,0,0,0,0,103,19.7,0
Colts,0,0,0,0,78,18.4,0
Chiefs,0,0,0,0,169,26.7,0
Rams,0,0,0,0,90,19.5,0
Raiders,0,0,0,0,86,21.1,0
Dolphins,0,0,0,0,101,21.6,0
Vikings,0,0,0,0,119,21.7,0
Patriots,0,0,0,0,86,19,0
Saints,0,0,0,0,153,24.6,0
Giants,0,0,0,0,94,18.1,0
Jets,0,0,0,0,137,23.8,0
Eagles,0,0,0,0,95,18.2,0
Cardinals,0,0,0,0,122,23.7,0
Steelers,0,0,0,0,80,16.2,0
Chargers,0,0,0,0,102,20.1,0
49ers,0,0,0,0,107,19.4,0
Seahawks,0,0,0,0,152,25.5,0
Buccaneers,0,0,0,0,124,21.3,0
Redskins,0,0,0,0,112,20.9,0
