Team,FF,FR,FR TD
Falcons,0,22,1
Bills,0,12,1
Bears,0,13,0
Bengals,0,23,0
Browns,0,16,0
Cowboys,0,10,1
Broncos,0,14,0
Lions,0,16,1
Packers,0,11,0
Oilers,0,28,3
Colts,0,17,1
Chiefs,0,23,3
Rams,0,16,0
Raiders,0,21,1
Dolphins,0,18,0
Vikings,0,13,1
Patriots,0,10,0
Saints,0,15,1
Giants,0,20,0
Jets,0,17,0
Eagles,0,13,0
Cardinals,0,12,1
Steelers,0,13,0
Chargers,0,10,1
49ers,0,10,0
Seahawks,0,11,0
Buccaneers,0,17,1
Redskins,0,12,0
