Team,FF,FR,FR TD
Eagles,29,0,0
Rams,25,0,0
Colts,24,0,0
Panthers,23,0,0
Packers,22,0,0
Bears,21,0,0
Saints,21,0,0
Falcons,19,0,0
Browns,19,0,0
Lions,19,0,0
Redskins,19,0,0
Buccaneers,18,0,0
Seahawks,17,0,0
Cowboys,16,0,0
Titans,15,0,0
Dolphins,15,0,0
Patriots,15,0,0
Broncos,14,0,0
Jaguars,14,0,0
Chiefs,14,0,0
Giants,14,0,0
49ers,14,0,0
Steelers,13,0,0
Chargers,13,0,0
Bengals,12,0,0
Ravens,11,0,0
Raiders,11,0,0
Jets,11,0,0
Texans,10,0,0
Bills,9,0,0
Cardinals,7,0,0
Vikings,5,0,0
