Team,FR TD,SFTY,INT TD
Falcons,0,0,1
Ravens,0,0,2
Bills,0,0,1
Panthers,0,0,1
Bears,0,0,0
Bengals,0,0,2
Browns,0,0,0
Cowboys,0,0,3
Broncos,0,0,2
Lions,0,0,1
Packers,0,0,4
Titans,0,0,3
Texans,0,2,2
Colts,0,0,1
Jaguars,0,1,0
Chiefs,0,0,0
Rams,0,0,0
Raiders,0,0,3
Dolphins,0,0,1
Vikings,0,0,1
Patriots,0,0,3
Saints,0,0,1
Giants,0,0,1
Jets,0,0,0
Eagles,0,0,2
Cardinals,0,0,2
Steelers,0,0,1
Chargers,0,0,1
49ers,0,0,1
Seahawks,0,0,1
Buccaneers,0,0,4
Redskins,0,0,1
