Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Bills,32,37,86.5,1_1,10_10,16_15,9_6,0_0,0_0,49,0
Steelers,28,36,77.8,1_1,11_11,10_9,12_6,0_0,0_0,52,3
Chiefs,27,32,84.4,0_0,8_7,11_9,10_8,0_0,0_0,51,1
49ers,27,38,71,1_1,10_9,11_9,11_7,0_0,0_0,52,1
Saints,26,36,72.2,1_1,12_11,11_8,8_5,0_0,0_0,51,1
Colts,25,32,78.1,0_0,8_8,6_5,10_6,0_0,0_0,53,1
Browns,24,29,82.8,1_1,12_10,10_8,6_5,0_0,0_0,47,2
Rams,24,32,75,1_1,12_9,10_8,8_6,0_0,0_0,49,2
Giants,24,30,80,0_0,7_7,12_9,8_7,0_0,0_0,50,0
Broncos,23,36,63.9,1_1,10_9,13_6,8_5,0_0,0_0,51,0
Jets,23,28,82.1,0_0,9_9,8_7,10_7,0_0,0_0,48,2
Eagles,23,32,71.9,2_2,10_9,11_8,6_3,0_0,0_0,50,1
Oilers,22,34,64.7,1_1,5_3,8_7,16_9,0_0,0_0,52,1
Seahawks,22,28,78.6,1_1,4_4,9_7,14_10,0_0,0_0,47,1
Buccaneers,21,30,70,1_1,9_8,9_7,7_3,0_0,0_0,53,2
Lions,20,21,95.2,1_1,8_8,9_9,2_2,0_0,0_0,48,0
Vikings,20,25,80,3_2,7_7,10_10,5_1,0_0,0_0,49,1
Falcons,19,30,63.3,1_1,4_3,9_6,12_8,0_0,0_0,52,5
Redskins,19,26,73.1,1_1,8_6,7_5,10_7,0_0,0_0,46,0
Raiders,18,29,62.1,1_1,7_7,6_3,11_6,0_0,0_0,50,1
Bears,15,19,79,1_1,4_4,8_7,6_3,0_0,0_0,45,0
Chargers,14,20,70,0_0,6_6,5_3,9_5,0_0,0_0,48,1
Cowboys,13,25,52,0_0,5_4,7_4,10_4,0_0,0_0,50,1
Packers,13,25,52,0_0,6_5,7_5,10_2,0_0,0_0,50,2
Patriots,13,24,54.2,0_0,7_5,8_5,7_2,0_0,0_0,50,1
Bengals,12,18,66.7,1_1,5_5,4_3,5_2,0_0,0_0,50,1
Dolphins,12,23,52.2,0_0,6_5,8_5,3_1,0_0,0_0,51,0
Cardinals,12,21,57.1,1_1,6_4,3_3,9_3,0_0,0_0,51,0
