Team,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Packers,14.6,25,364,2,0,0,85,23,0
Broncos,11.1,28,310,1,0,0,65T,8,0
Rams,10.5,33,347,0,0,0,60,16,0
Jets,9.7,25,242,1,0,0,65T,18,0
Bengals,9.3,47,437,2,0,0,66,21,0
Steelers,8.7,30,262,0,0,0,54,20,0
49ers,8.5,44,373,0,0,0,41,9,0
Dolphins,8.2,40,329,0,0,0,27,11,0
Colts,8.1,43,348,0,0,0,42,19,0
Chargers,8,23,185,0,0,0,21,17,0
Falcons,7.2,27,194,0,0,0,34,16,0
Giants,6.9,18,125,0,0,0,48,22,0
Eagles,6.6,27,179,0,0,0,60,9,0
Bills,6.6,25,164,0,0,0,27,18,0
Bears,6.4,28,178,0,0,0,29,6,0
Vikings,6.1,26,159,0,0,0,23,21,0
Browns,5.7,37,211,0,0,0,41,18,0
Lions,5.6,18,100,0,0,0,26,14,0
Cowboys,4.8,28,134,0,0,0,21,23,0
Oilers,4.8,34,163,0,0,0,33,10,0
Redskins,4.7,34,159,0,0,0,28,22,0
Chiefs,4.3,29,126,0,0,0,29,15,0
Cardinals,3.8,16,61,0,0,0,22,15,0
Raiders,2.8,24,66,0,0,0,14,10,0
Saints,2.7,16,43,0,0,0,10,17,0
Patriots,2.2,17,37,0,0,0,27,8,0
