Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Bills,80,0,16,20,0,0,0,0,0,0
Steelers,76,0,12,15.8,0,0,0,0,0,0
Cowboys,75,0,8,10.7,0,0,0,0,0,0
Colts,75,0,4,5.3,0,0,0,0,0,0
Raiders,75,0,7,9.3,0,0,0,0,0,0
Vikings,75,0,4,5.3,0,0,0,0,0,0
Dolphins,74,0,8,10.8,0,0,0,0,0,0
Rams,72,0,8,11.1,0,0,0,0,0,0
Cardinals,72,0,1,1.4,0,0,0,0,0,0
Redskins,71,0,7,9.9,0,0,0,0,0,0
Bengals,69,0,1,1.4,0,0,0,0,0,0
Chiefs,69,0,8,11.6,0,0,0,0,0,0
Oilers,67,0,5,7.5,0,0,0,0,0,0
Broncos,60,0,2,3.3,0,0,0,0,0,0
49ers,59,0,7,11.9,0,0,0,0,0,0
Jets,58,0,5,8.6,0,0,0,0,0,0
Eagles,58,0,6,10.3,0,0,0,0,0,0
Lions,57,0,0,0,0,0,0,0,0,0
Patriots,56,0,7,12.5,0,0,0,0,0,0
Browns,54,0,4,7.4,0,0,0,0,0,0
Packers,53,0,4,7.6,0,0,0,0,0,0
Falcons,51,0,3,5.9,0,0,0,0,0,0
Chargers,51,0,8,15.7,0,0,0,0,0,0
Giants,50,0,4,8,0,0,0,0,0,0
Bears,48,0,1,2.1,0,0,0,0,0,0
Saints,45,0,3,6.7,0,0,0,0,0,0
