Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Lamont Thompson,31,1,31,0,1,0,31,0,0
Ike Taylor,19,1,19,0,0,0,19,0,0
Eddie Kennison,17,1,17,0,0,0,17,1,0
Brandon Jones,15,5,75,0,2,0,32,0,0
Roscoe Parrish,13.3,14,186,0,3,1,43,9,2
Reno Mahe,12.8,21,269,0,4,1,44,9,2
B.J. Sams,12.2,33,401,0,6,2,51,10,0
R.W. McQuarters,11.7,10,117,0,1,1,49,2,1
Mewelde Moore,11.7,21,245,1,2,1,71,9,1
Otis Amey,11.4,11,125,1,1,1,75,2,1
Chris Gamble,11.3,14,158,0,1,1,76,5,0
Bethel Johnson,11,1,11,0,0,0,11,0,0
Steve Smith,10.6,27,286,0,3,1,44,6,1
Dennis Northcutt,10.5,35,368,1,4,1,62,13,0
Keenan McCardell,10.3,3,31,0,0,0,14,3,0
DeAngelo Hall,10.2,8,82,0,1,0,27,2,2
Antwaan Randle El,10.2,44,448,2,4,3,81,12,2
Marvin Harrison,10,1,10,0,0,0,10,0,0
Donovan Morgan,10,3,30,0,1,0,23,0,0
Mark Jones,9.6,51,492,0,5,0,31,18,1
Chad Morton,9.6,47,453,1,3,3,58,16,1
Bobby Wade,9.6,33,317,1,2,2,73,9,8
Adam Jones,9.4,29,272,1,4,1,52,8,3
Wes Welker,9.1,43,390,0,4,1,47,23,5
Bobby Engram,9,1,9,0,0,0,9,1,0
Bryant Johnson,9,1,9,0,0,0,9,2,0
Tank Williams,9,1,9,0,0,0,9,0,0
Darrent Williams,8.7,17,148,0,3,1,52,12,2
Bernard Berrian,8.6,8,69,0,1,0,24,3,1
Dane Looker,8.6,8,69,0,0,0,17,2,0
Tim Dwight,8.5,32,273,0,4,0,29,13,1
Allen Rossum,8.5,17,145,0,3,0,29,12,2
Antonio Chatman,8.5,45,381,1,3,1,85,18,0
Phillip Buchanon,8.4,12,101,0,2,0,37,6,2
Alvin Pearman,8.4,49,410,0,3,0,24,15,2
Charlie Adams,8.3,16,133,0,1,0,32,5,2
Troy Walters,8.2,21,172,0,2,0,29,25,0
DeAndra Cobb,8,1,8,0,0,0,8,0,0
Domanick Williams,8,3,24,0,1,0,21,1,1
Reggie Swinton,8,42,334,0,2,0,32,14,1
Jerricho Cotchery,7.9,23,182,0,0,0,18,7,2
James Thrash,7.7,10,77,0,0,0,18,15,1
Az-Zahir Hakim,7.6,34,260,0,2,1,42,4,1
Brian Westbrook,7.5,8,60,0,1,0,23,2,0
Donte' Stallworth,7.4,7,52,0,1,0,27,1,0
Patrick Crayton,7.2,23,166,0,2,0,25,9,2
Mike Furrey,7,4,28,0,0,0,13,2,0
Jonathan Smith,6.8,6,41,0,0,0,17,5,1
Charles Woodson,6.7,3,20,0,0,0,15,0,1
Dante Hall,6.6,42,276,0,2,2,52,6,1
Nate Clements,6.5,8,52,0,0,0,13,3,0
Keenan Howry,6.5,12,78,0,0,0,19,5,0
Michael Jenkins,6.3,3,19,0,0,0,15,0,1
Rashied Davis,6.2,5,31,0,1,0,21,1,2
Eddie Drummond,6,26,157,0,2,0,38,11,1
Darren Sproles,6,18,108,0,1,0,23,5,1
Eric Parker,5.9,18,106,0,0,0,15,9,2
Jimmy Williams,5.8,24,139,0,1,0,24,22,2
J.J. Moses,5.7,7,40,0,0,0,12,0,0
Santana Moss,5.7,7,40,0,0,0,14,1,1
Jerome Mathis,5.7,12,68,0,0,0,19,0,2
Keiwan Ratliff,5.6,28,157,0,0,0,13,14,0
Justin McCareins,5.6,5,28,0,0,0,12,4,0
Terence Newman,5.5,10,55,0,1,0,26,6,3
Chris Carr,5.5,34,186,0,3,0,34,7,4
David Allen,5.4,7,38,0,0,0,12,6,0
Peerless Price,5.2,12,63,0,0,0,11,6,0
Rasheed Marshall,5.1,17,87,0,0,0,13,10,3
Mark Clayton,5,6,30,0,0,0,10,2,0
Josh Cribbs,5,1,5,0,0,0,5,0,0
Dexter Wynn,5,22,110,0,1,0,27,10,4
Antonio Brown,4.8,13,63,0,0,0,16,12,1
Peter Warrick,4.8,6,29,0,0,0,10,0,0
Lito Sheppard,4.5,2,9,0,0,0,8,3,0
Troy Brown,4.3,7,30,0,0,0,7,5,0
Nate Burleson,4.2,5,21,0,0,0,10,0,0
Shaun McDonald,4.1,8,33,0,0,0,14,6,1
Brian Finneran,3.5,2,7,0,0,0,5,8,0
Andrae Thurman,3.4,9,31,0,0,0,11,5,0
Chidi Iwuoma,3,1,3,0,0,0,3,0,0
Terry Fair,2.3,3,7,0,0,0,8,6,0
Michael L. Lewis,2,4,8,0,0,0,5,0,1
Chad Owens,2,3,6,0,0,0,6,0,2
Justin Miller,1.5,6,9,0,0,0,12,1,1
Chase Blackburn,0,1,0,0,0,0,0,0,0
James Butler,0,1,0,0,0,0,0,0,1
Jason David,0,1,0,0,0,0,0,0,1
Marlin Jackson,0,1,0,0,0,0,0,0,1
Sean Jones,0,1,0,0,0,0,0,0,0
Koren Robinson,0,2,0,0,0,0,0,0,1
Travis Taylor,0,1,0,0,0,0,0,0,1
Fred Thomas,0,1,0,0,0,0,0,0,0
Rashean Mathis,-1,1,-1,0,0,0,-1,0,0
