Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Jay Feely,98,6211,1867,12,12.2,85,22,0,0,1,1
Shayne Graham,91,5476,1787,2,2.2,85,21,2,0,2,1
Josh Brown,89,5600,1802,4,4.5,82,22,1,0,2,1
Lawrence Tynes,88,5363,2053,2,2.3,83,24.7,4,0,1,1
Jeff Reed,84,5105,1685,5,6,77,21.9,2,0,0,0
Dave Rayner,82,5046,1806,1,1.2,81,22.3,0,0,0,1
Nate Kaeding,81,4992,1740,3,3.7,78,22.3,0,0,0,0
John Kasay,81,5137,1622,3,3.7,76,21.3,1,0,2,0
Adam Vinatieri,80,4934,1465,10,12.5,67,21.9,1,0,1,0
Jeff Wilkins,80,5067,1781,6,7.5,70,25.4,4,2,0,0
Todd Sauerbrun,79,5165,1617,14,17.7,64,25.3,0,0,1,0
Josh Scobee,79,5189,1327,20,25.3,56,23.7,1,1,2,0
Michael Koenen,77,4888,1138,14,18.2,59,19.3,2,0,2,0
Olindo Mare,73,4889,1412,16,21.9,55,25.7,1,0,1,0
Paul Edinger,72,4276,1400,0,0,66,21.2,5,0,1,0
Rob Bironas,71,4557,1290,11,15.5,57,22.6,2,0,1,0
Rian Lindell,69,4205,1297,2,2.9,63,20.6,3,1,1,1
Ryan Longwell,69,4202,1404,3,4.4,65,21.6,1,0,0,0
Kris Brown,68,4389,1172,11,16.2,54,21.7,1,0,0,0
Sebastian Janikowski,67,4146,1301,11,16.4,53,24.6,2,0,2,0
Matt Bryant,66,4139,1301,5,7.6,60,21.7,0,0,1,1
Mike Nugent,63,3741,1250,1,1.6,60,20.8,1,0,2,0
Jose Cortez,61,3914,1112,9,14.8,50,22.2,1,1,1,0
Phil Dawson,61,3653,1182,3,4.9,56,21.1,3,0,0,0
Neil Rackers,61,4196,1133,22,36.1,36,31.5,2,0,1,2
Joe Nedney,58,3458,944,6,10.3,47,20.1,4,2,1,0
Jason Hanson,57,3489,1111,5,8.8,50,22.2,1,0,1,1
Robbie Gould,54,3321,999,1,1.8,53,18.8,0,0,0,0
Mitch Berger,52,3363,1183,4,7.7,48,24.6,0,0,0,0
John Hall,51,3087,1030,1,2,47,21.9,0,0,3,0
Nick Novak,49,2801,990,1,2,46,21.5,1,0,0,1
David Akers,35,2192,624,3,8.6,32,19.5,1,0,0,0
Aaron Elling,35,2207,686,2,5.7,32,21.4,1,0,0,0
Matt Stover,33,1913,666,1,3,30,22.2,1,0,1,0
Billy Cundiff,26,1643,561,1,3.8,25,22.4,0,0,0,0
Todd France,19,1158,469,0,0,19,24.7,0,0,0,1
John Carney,14,886,221,1,7.1,13,17,0,0,0,0
Shaun Suisham,14,825,264,0,0,13,20.3,1,0,0,0
Doug Brien,11,695,256,1,9.1,10,25.6,0,0,0,0
Mike Scifres,7,373,116,1,14.3,5,23.2,1,0,0,0
Mike Bartrum,6,263,60,0,0,5,12,0,0,1,0
Jason Baker,5,293,80,0,0,4,20,0,0,1,0
Paul Ernster,3,153,51,0,0,2,25.5,0,0,1,0
Nick Harris,3,158,61,0,0,3,20.3,0,0,0,0
Shane Lechler,3,205,68,0,0,3,22.7,0,0,0,0
Derrick Frost,2,122,36,0,0,2,18,0,0,0,0
Remy Hamilton,2,132,67,0,0,2,33.5,0,0,0,0
Jason Elam,1,54,28,0,0,1,28,0,0,0,0
Craig Hentrich,1,27,0,0,0,0,0,1,0,1,0
Donnie Jones,1,55,13,0,0,1,13,0,0,0,0
Chris Kluwe,1,48,16,0,0,1,16,0,0,0,0
Josh Miller,1,58,22,0,0,1,22,0,0,0,0
Brian Moorman,1,58,11,0,0,1,11,0,0,0,0
Scott Player,1,65,14,0,0,1,14,0,0,0,0
Dunta Robinson,1,58,22,0,0,1,22,0,0,0,0
Mike Vanderjagt,1,36,13,0,0,1,13,0,0,0,0
Dave Zastudil,1,16,0,0,0,0,0,1,0,0,0
