Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Larry Fitzgerald,103,1409,10,27,4,47,67,65,0,373,165
Steve Smith,103,1563,12,22,7,80,70,68,1,816,151
Anquan Boldin,102,1402,7,21,5,54,68,66.7,2,534,172
Torry Holt,102,1331,9,15,2,44,63,61.8,2,234,163
Chad Johnson,97,1432,9,16,7,70,74,76.3,1,328,155
Antonio Gates,89,1101,10,16,0,38,62,69.7,0,438,141
Donald Driver,86,1221,5,17,5,59,63,73.3,0,340,147
Derrick Mason,86,1073,3,18,0,39,52,60.5,1,231,137
Rod Smith,85,1105,6,15,1,72,55,64.7,2,423,127
Santana Moss,84,1483,9,24,10,78,60,71.4,2,614,133
Joey Galloway,83,1287,10,19,3,80,57,68.7,0,394,153
Reggie Wayne,83,1055,5,11,2,66,54,65.1,1,320,122
Chris Chambers,82,1118,11,18,3,77,59,72,3,340,167
Marvin Harrison,82,1146,12,14,3,80,59,72,0,254,131
Eric Moulds,81,816,4,5,1,55,38,46.9,0,259,129
Deion Branch,78,998,5,13,1,51,51,65.4,0,236,126
Tony Gonzalez,78,905,2,9,0,39,45,57.7,0,321,116
T.J. Houshmandzadeh,78,956,7,14,1,43,52,66.7,1,327,115
Plaxico Burress,76,1214,7,20,5,78,49,64.5,1,303,166
Jerry Porter,76,942,5,14,2,49,45,59.2,1,252,142
Todd Heap,75,855,7,12,1,48,43,57.3,2,261,114
Laveranues Coles,73,845,5,6,1,43,52,71.2,1,190,132
Chris Cooley,71,774,7,6,0,32,44,62,3,478,104
Keyshawn Johnson,71,839,6,7,0,34,46,64.8,3,201,125
LaMont Jordan,70,563,2,4,0,28,25,35.7,0,544,102
Keenan McCardell,70,917,9,12,1,54,50,71.4,0,176,108
Jimmy Smith,70,1023,6,15,2,45,56,80,0,220,128
Donte' Stallworth,70,945,7,16,1,43,50,71.4,0,275,129
Antonio Bryant,69,1009,4,15,2,54,45,65.2,1,275,124
Hines Ward,69,975,11,10,3,85,53,76.8,0,322,114
Jermaine Wiggins,69,568,1,2,0,24,29,42,0,234,93
Eddie Kennison,68,1102,5,17,5,55,47,69.1,1,366,108
Bobby Engram,67,778,3,7,1,56,43,64.2,2,271,98
Jason Witten,66,757,6,7,0,34,40,60.6,0,291,89
Alge Crumpler,65,877,5,15,1,48,42,64.6,1,292,119
Jeremy Shockey,65,891,7,12,1,59,46,70.8,0,322,122
Muhsin Muhammad,64,750,4,13,0,33,37,57.8,0,178,135
Andre Johnson,63,688,2,4,1,53,40,63.5,0,233,114
Terry Glenn,62,1136,7,18,7,71,49,79,0,218,119
L.J. Smith,61,682,3,8,1,48,36,59,1,289,107
Brian Westbrook,61,616,4,6,1,62,27,44.3,0,486,96
Kevin Curtis,60,801,6,8,4,83,35,58.3,2,258,97
Randy McMichael,60,582,5,4,0,30,25,41.7,1,311,106
Randy Moss,60,1005,8,15,4,79,46,76.7,0,161,125
Amani Toomer,60,684,7,10,0,37,37,61.7,0,146,109
David Givens,59,738,2,9,1,40,32,54.2,0,227,95
Drew Bennett,58,738,4,6,4,55,36,62.1,0,183,110
Eric Parker,57,725,3,8,1,49,35,61.4,0,174,80
Jabar Gaffney,55,492,2,3,0,29,31,56.4,0,122,90
Joe Jurevicius,55,694,10,9,1,52,39,70.9,1,227,84
Erron Kinney,55,543,2,5,0,27,24,43.6,0,255,72
Ben Troupe,55,530,4,4,0,35,31,56.4,2,307,80
Tiki Barber,54,530,2,5,1,48,19,35.2,0,528,70
Chris Perry,51,328,2,1,0,28,16,31.4,2,342,62
LaDainian Tomlinson,51,370,2,4,1,41,15,29.4,1,461,77
Brian Finneran,50,611,2,6,1,53,31,62,0,137,80
Travis Taylor,50,604,4,5,0,31,34,68,0,186,90
Antonio Chatman,49,549,4,4,0,25,31,63.3,0,151,86
Joe Horn,49,654,1,8,0,30,37,75.5,2,107,103
Lee Evans,48,743,7,10,7,65,29,60.4,0,254,93
Tony Fisher,48,347,1,0,0,15,12,25,2,347,65
Greg Lewis,48,561,1,7,0,34,30,62.5,0,118,106
Brandon Lloyd,48,733,5,9,3,89,34,70.8,1,153,110
Terrell Owens,47,763,6,10,4,91,32,68.1,0,332,93
Shaun McDonald,46,523,0,4,0,31,29,63,0,129,74
Marcus Pollard,46,516,3,7,1,86,28,60.9,1,252,78
Jerramy Stevens,45,554,5,7,0,35,31,68.9,0,143,68
Roy Williams,45,687,8,12,4,51,31,68.9,0,155,94
Mark Clayton,44,471,2,3,1,47,24,54.6,0,208,86
Marshall Faulk,44,291,1,0,0,18,18,40.9,0,321,58
Edgerrin James,44,337,1,1,0,20,21,47.7,0,329,50
Reggie Brown,43,571,4,10,2,56,24,55.8,1,192,78
Steve Heiden,43,401,3,3,1,62,20,46.5,0,183,60
Steven Jackson,43,320,2,1,0,27,12,27.9,0,336,55
Justin McCareins,43,713,2,12,1,45,33,76.7,0,143,104
Ashley Lelie,42,770,1,12,5,56,30,71.4,0,211,88
Dennis Northcutt,42,441,2,3,2,58,19,45.2,0,135,80
Alex Smith,41,367,2,3,0,24,22,53.7,0,191,61
Brandon Stokley,41,543,1,10,1,45,29,70.7,0,222,67
Chester Taylor,41,292,1,1,0,20,13,31.7,1,295,52
Ernest Wilford,41,681,7,13,0,39,35,85.4,0,153,75
Bryant Johnson,40,432,1,3,1,41,25,62.5,0,147,72
Scott Vines,40,417,0,4,1,40,22,55,0,121,71
Marty Booker,39,686,3,10,4,60,30,76.9,0,242,85
Troy Brown,39,466,2,4,1,71,24,61.5,0,189,59
Domanick Williams,39,337,4,3,0,33,18,46.2,0,300,48
Reuben Droughns,39,369,0,4,1,51,14,35.9,0,383,56
Heath Miller,39,459,6,8,2,50,22,56.4,0,214,52
Darrell Jackson,38,482,3,4,2,48,29,76.3,0,120,55
Shawn Bryson,37,284,0,1,1,63,11,29.7,1,291,47
Dallas Clark,37,488,4,8,1,56,25,67.6,0,197,51
Doug Gabriel,37,554,3,9,0,38,31,83.8,0,108,75
Mewelde Moore,37,339,2,3,0,29,16,43.2,0,316,49
Jeb Putzier,37,481,0,8,0,32,28,75.7,1,215,59
Bo Scaife,37,273,2,0,0,19,17,46,0,162,56
Isaac Bruce,36,525,3,8,2,46,21,58.3,0,126,71
Michael Jenkins,36,508,3,5,1,58,28,77.8,0,93,71
Matt Jones,36,432,5,5,1,42,23,63.9,1,111,68
Samie Parker,36,533,3,8,2,49,28,77.8,2,87,58
Michael Pittman,36,300,1,3,1,41,14,38.9,1,210,46
Ike Hilliard,35,282,1,1,0,22,24,68.6,0,105,54
Zach Hilton,35,396,1,6,0,29,21,60,0,156,56
Julius Jones,35,218,0,2,0,26,10,28.6,0,275,45
Antwaan Randle El,35,558,1,10,3,63,23,65.7,2,202,70
Marcel Shipp,35,255,0,2,0,28,8,22.9,0,240,45
Aaron Stecker,35,281,0,3,1,41,12,34.3,1,321,50
Reggie Williams,35,445,0,6,1,41,23,65.7,2,125,64
Obafemi Ayanbadejo,34,231,0,0,0,18,12,35.3,1,224,45
Corey Bradford,34,436,5,7,1,50,18,52.9,0,114,66
DeShaun Foster,34,372,1,6,1,47,12,35.3,1,328,48
