Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Shaun Alexander,1880,370,27,14,4,88,107,28.9,5
Tiki Barber,1860,357,9,16,7,95,72,20.2,1
Larry Johnson,1750,336,20,15,2,49,97,28.9,5
Clinton Portis,1516,352,11,6,2,47,74,21,3
Edgerrin James,1506,360,13,5,0,33,94,26.1,2
LaDainian Tomlinson,1462,339,18,8,2,62,71,20.9,2
Rudi Johnson,1458,337,12,5,0,33,79,23.4,1
Warrick Dunn,1416,280,3,11,2,65,65,23.2,1
Thomas Jones,1335,314,9,12,1,42,61,19.4,2
Willis McGahee,1247,325,5,4,0,27,71,21.8,1
Reuben Droughns,1232,309,2,7,1,75,60,19.4,6
Willie Parker,1202,255,4,8,3,80,46,18,4
Cadillac Williams,1178,290,6,7,1,71,54,18.6,3
Steven Jackson,1046,254,8,6,2,51,50,19.7,3
LaMont Jordan,1025,272,9,4,0,26,61,22.4,2
Mike Anderson,1014,239,12,4,1,44,62,25.9,1
Julius Jones,993,257,5,4,2,51,47,18.3,4
Domanick Williams,976,230,2,3,2,44,39,17,1
Tatum Bell,921,173,8,10,3,68,41,23.7,3
Ronnie Brown,907,207,4,5,2,65,41,19.8,3
Jamal Lewis,906,269,3,3,0,25,48,17.8,5
DeShaun Foster,879,205,2,3,1,70,34,16.6,1
Chris Brown,851,224,5,5,0,38,37,16.5,3
Fred Taylor,787,194,3,1,1,71,26,13.4,0
Ricky Williams,743,168,6,4,0,35,37,22,1
Curtis Martin,735,220,5,4,2,49,35,15.9,2
Corey Dillon,733,209,12,2,0,29,49,23.4,1
Kevin Jones,664,186,5,3,1,40,25,13.4,2
Mewelde Moore,662,155,1,5,0,33,32,20.6,1
Antowain Smith,659,166,3,4,1,42,23,13.9,2
Brian Westbrook,617,156,3,5,0,31,27,17.3,0
Frank Gore,608,127,3,4,1,72,26,20.5,1
Mike Vick,597,102,6,5,0,32,41,40.2,5
Samkon Gado,582,143,6,3,1,64,29,20.3,3
Kevan Barlow,581,176,3,4,0,29,20,11.4,1
Greg Jones,575,151,4,5,0,27,32,21.2,0
Stephen Davis,549,180,12,2,0,39,31,17.2,2
Marion Barber,538,138,5,3,0,28,28,20.3,3
Chester Taylor,487,117,0,2,1,52,29,24.8,1
Michael Bennett,473,126,3,3,1,61,21,16.7,4
Priest Holmes,451,119,6,3,0,35,29,24.4,1
Marcel Shipp,451,157,0,0,0,19,23,14.6,4
Michael Pittman,436,70,1,5,2,64,10,14.3,0
Adrian Peterson,391,76,2,3,0,36,21,27.6,0
T.J. Duckett,380,121,8,1,0,25,24,19.8,2
J.J. Arrington,370,112,2,2,0,32,16,14.3,1
Jerome Bettis,368,110,9,1,0,39,30,27.3,0
Aaron Stecker,363,95,0,1,0,32,22,23.2,1
Artose Pinner,349,106,3,0,0,19,21,19.8,0
Ladell Betts,338,89,1,1,0,22,17,19.1,2
Travis Henry,335,88,0,2,0,29,11,12.5,2
Deuce McAllister,335,93,3,1,0,26,21,22.6,0
Michael Turner,335,57,3,1,1,83,11,19.3,0
Jonathan Wells,325,90,4,0,0,14,20,22.2,0
David Carr,308,56,1,1,0,20,20,35.7,3
Maurice Hicks,308,59,3,3,2,73,13,22,0
Shawn Bryson,306,64,1,1,1,77,12,18.8,0
Cedric Houston,302,81,2,0,0,17,15,18.5,0
Marshall Faulk,292,65,0,1,0,20,15,23.1,2
Maurice Morris,288,71,1,1,1,49,17,23.9,0
Aaron Brooks,281,45,2,4,0,22,19,42.2,2
Chris Perry,279,61,0,2,0,30,15,24.6,0
Ryan Moats,278,55,3,3,2,59,12,21.8,3
Verron Haynes,274,74,3,1,0,20,16,21.6,2
Cedric Benson,272,67,0,3,0,36,12,17.9,1
Ron Dayne,270,53,1,1,1,55,14,26.4,0
Ahman Green,255,77,0,0,0,13,11,14.3,1
Patrick Pass,245,54,3,1,0,31,12,22.2,2
Zack Crockett,208,60,1,1,0,24,12,20,0
Rock Cartwright,199,27,2,2,1,52,10,37,1
Heath Evans,192,52,0,2,0,21,11,21.2,0
Vernand Morency,184,46,2,1,0,25,7,15.2,0
Lamar Gordon,182,54,1,0,0,11,11,20.4,2
Tyson Thompson,182,46,0,0,0,16,9,19.6,0
Tony Fisher,173,60,1,0,0,17,9,15,0
David Garrard,172,31,3,3,0,28,14,45.2,1
Shaud Williams,161,45,0,2,0,28,7,15.6,0
J.P. Losman,154,31,0,1,0,30,10,32.3,1
Jake Plummer,151,46,2,1,0,22,13,28.3,2
Alvin Pearman,149,39,1,1,1,45,6,15.4,0
Duce Staley,148,38,1,0,0,17,9,23.7,1
Daunte Culpepper,147,24,1,0,0,18,11,45.8,1
Kevin Faulk,145,51,0,0,0,13,5,9.8,1
LaBrandon Toefield,142,36,4,1,0,32,7,19.4,0
Josh McCown,139,29,0,0,0,12,7,24.1,2
Steve McNair,139,32,1,0,0,19,12,37.5,1
Brooks Bollinger,135,35,0,0,0,15,13,37.1,1
Nick Goings,133,37,0,0,0,17,6,16.2,0
Matt Hasselbeck,124,36,1,1,0,23,8,22.2,0
Noah Herron,123,48,2,0,0,17,9,18.8,0
Derrick Ward,123,35,0,0,0,12,7,20,0
Mike McMahon,118,34,3,0,0,19,9,26.5,4
