Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Tom Brady,4110,7.8,530,334,63,26,14,92.3,193,36.4,59,9,71,26,188
Trent Green,4014,7.9,507,317,62.5,17,10,90.1,182,35.9,51,11,60,32,204
Brett Favre,3881,6.4,607,372,61.3,20,29,70.9,202,33.3,40,7,59,24,170
Carson Palmer,3836,7.5,509,345,67.8,32,12,101.1,197,38.7,43,9,70,19,105
Eli Manning,3762,6.8,557,294,52.8,24,17,75.9,172,30.9,49,8,78,28,184
Kerry Collins,3759,6.6,565,302,53.4,20,12,77.3,181,32,49,6,79,39,261
Peyton Manning,3747,8.3,453,305,67.3,28,10,104.1,197,43.5,45,6,80,17,81
Drew Bledsoe,3639,7.3,499,300,60.1,23,17,83.7,177,35.5,42,9,71,49,295
Drew Brees,3576,7.2,500,323,64.6,24,15,89.2,182,36.4,46,4,54,27,223
Matt Hasselbeck,3459,7.7,449,294,65.5,24,9,98.2,182,40.5,41,7,56,24,154
Jake Delhomme,3421,7.9,435,262,60.2,24,16,88.1,153,35.2,44,13,80,28,214
Jake Plummer,3366,7.4,456,277,60.8,18,7,90.2,162,35.5,44,8,72,22,135
Steve McNair,3161,6.6,476,292,61.3,16,11,82.4,164,34.4,29,7,57,20,134
Mark Brunell,3050,6.7,454,262,57.7,23,10,85.9,154,33.9,36,9,78,27,213
Gus Frerotte,2996,6.1,494,257,52,18,13,71.9,142,28.7,39,8,60,26,158
Aaron Brooks,2882,6.7,431,240,55.7,13,17,70,145,33.6,38,4,66,33,202
Kurt Warner,2713,7.2,375,242,64.5,11,9,85.8,134,35.7,37,4,63,23,158
Donovan McNabb,2507,7,357,211,59.1,16,9,85,116,32.5,27,6,91,19,112
David Carr,2488,5.9,423,256,60.5,14,11,77.2,135,31.9,18,2,53,68,424
Mike Vick,2412,6.2,387,214,55.3,15,13,73.1,126,32.6,27,3,58,33,201
Ben Roethlisberger,2385,8.9,268,168,62.7,17,9,98.6,111,41.4,35,12,85,23,129
Trent Dilfer,2321,7,333,199,59.8,11,12,76.9,101,30.3,26,7,80,23,139
