Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Reuben Droughns,23.8,5,119,0,3,0,35,0,0
Roderick Hood,23.7,38,900,0,30,1,53,0,1
Rich Parson,23.7,3,71,0,2,0,35,0,0
Alvin Pearman,23.4,8,187,0,5,0,34,0,0
Chad Morton,23.3,24,559,0,16,1,41,0,0
Antonio Brown,23.1,19,439,1,7,1,91,0,1
Reggie Swinton,23.1,63,1456,0,41,4,90,0,1
Tony Hollings,23,2,46,0,1,0,28,0,0
Rashied Davis,22.8,11,251,0,8,0,34,0,0
B.J. Sams,22.7,44,998,0,27,2,87,1,0
Allen Rossum,22.6,31,702,0,20,1,47,0,0
Wes Welker,22.6,61,1379,0,42,4,46,0,0
Chris Johnson,22.6,38,857,1,19,2,99,0,2
DeAngelo Hall,22.5,2,45,0,2,0,23,0,0
Bryant Johnson,22.5,2,45,0,2,0,24,0,0
Courtney Roby,22.5,22,495,0,15,1,59,0,1
Josh Scobey,22.5,59,1326,0,37,2,53,0,2
DeAndra Cobb,22.4,16,359,0,11,0,39,0,0
Bethel Johnson,22.4,31,694,0,18,1,54,0,1
Fred McAfee,22,22,485,0,17,0,34,0,2
Jerry Azumah,22,32,705,0,17,1,40,0,0
Robert Ferguson,22,2,44,0,2,0,22,0,0
Eddie Drummond,22,49,1077,0,24,3,48,0,0
Vernand Morency,21.8,20,437,0,13,0,31,0,1
Charlie Adams,21.8,10,218,0,6,0,32,0,1
Roc Alexander,21.8,12,261,0,10,0,31,0,0
Aaron Stecker,21.7,31,672,0,20,2,46,0,1
Ricardo Colclough,21.5,22,473,0,8,2,63,0,1
Jamal Robertson,21.4,16,343,0,8,1,42,0,0
Lamar Gordon,21.3,3,64,0,2,0,25,0,0
ReShard Lee,21.3,15,319,0,9,0,35,0,1
Rod Smart,21.2,29,615,0,15,1,60,0,1
Jonathan Wells,21.2,5,106,0,2,1,40,0,1
Chester Taylor,21.1,12,253,0,6,1,45,0,1
Nick Goings,21,1,21,0,1,0,21,0,1
Arlen Harris,21,1,21,0,1,0,21,0,0
Glenn Martinez,21,2,42,0,1,0,24,0,0
Maurice Morris,21,1,21,0,1,0,21,0,0
Dominic Rhodes,20.8,41,855,0,23,0,39,0,2
Edell Shepherd,20.7,20,414,0,13,0,30,0,1
Ahmad Carroll,20.5,19,390,0,9,1,57,0,1
David Allen,20.5,23,472,0,11,0,32,0,1
Rock Cartwright,20.5,4,82,0,2,0,25,0,0
Steve Smith,20.3,3,61,0,1,0,33,0,0
Maurice Hicks,20.3,34,689,0,21,1,40,0,0
Kevin Faulk,20.2,4,81,0,2,0,26,0,0
Aaron Glenn,20,1,20,0,1,0,20,0,0
Jamal Jones,20,4,80,0,2,0,25,0,1
Ike Taylor,19.7,3,59,0,1,0,24,0,0
James Mungro,19.5,2,39,0,1,0,22,0,0
Marion Barber,19.3,3,58,0,1,0,21,0,0
Torrie Cox,19.3,24,464,0,14,0,30,0,0
Az-Zahir Hakim,19,9,171,0,3,0,29,0,0
Mark Jones,19,5,95,0,3,0,24,0,0
Reno Mahe,19,1,19,0,0,0,19,0,0
Najeh Davenport,18.9,10,189,0,4,0,27,0,0
Rasheed Marshall,18.8,26,488,0,12,0,29,0,1
Justin Griffith,18.6,8,149,0,4,0,23,0,0
Earnest Graham,18.5,4,74,0,2,0,22,0,0
Ran Carthon,18.4,5,92,0,1,0,25,0,1
Antonio Chatman,18.2,5,91,0,2,0,33,0,0
Terry Fair,18.2,10,182,0,2,0,35,0,0
Terrence Murphy,18.2,5,91,0,2,0,29,0,0
Mike Anderson,18,1,18,0,0,0,18,0,0
T.J. Duckett,18,2,36,0,0,0,18,0,0
Mewelde Moore,18,4,72,0,2,0,27,0,0
Jerome Pathon,18,3,54,0,1,0,21,0,0
Andrae Thurman,17.8,10,178,0,4,0,25,0,1
Dexter Wynn,17.8,16,284,0,6,0,27,0,0
Cedrick Wilson,17.7,3,53,0,1,0,29,0,0
Mark Bradley,17.5,4,70,0,1,0,23,0,0
Jason McAddley,17.4,7,122,0,1,0,22,0,0
Josh Reed,17.2,4,69,0,1,0,24,0,0
Otis Amey,17.2,14,241,0,4,0,25,0,0
Romby Bryant,17.1,8,137,0,5,0,23,0,0
Michael L. Lewis,17.1,8,137,0,3,0,20,0,0
Derrick Blaylock,17,1,17,0,0,0,17,0,0
Jason Wright,17,1,17,0,0,0,17,0,0
Mike Sellers,16.7,3,50,0,1,0,20,0,0
Obafemi Ayanbadejo,16,1,16,0,0,0,16,0,0
Terrance Copper,16,2,32,0,1,0,21,0,0
Doug Gabriel,16,4,64,0,1,0,21,0,0
Eric Parker,16,1,16,0,0,0,16,0,0
Adrian Peterson,16,2,32,0,0,0,19,0,0
Antwaan Randle El,16,1,16,0,0,0,16,0,0
Moe Williams,16,1,16,0,0,0,16,0,0
Troy Williamson,16,12,192,0,3,0,28,0,0
William Green,15.8,5,79,0,1,0,22,0,0
Corey McIntyre,15.7,3,47,0,0,0,17,0,0
Patrick Pass,15.5,2,31,0,1,0,21,0,0
Joe Burns,15.3,3,46,0,0,0,19,0,0
Mike Cloud,15,1,15,0,0,0,15,0,0
Frisman Jackson,15,1,15,0,0,0,15,0,0
Tully Banta-Cain,14,1,14,0,0,0,14,0,0
Dan Campbell,14,1,14,0,0,0,14,0,0
James Jackson,14,1,14,0,0,0,14,0,0
Kevin Johnson,14,1,14,0,0,0,14,0,0
Deltha O'Neal,14,1,14,0,0,0,14,0,0
Cecil Sapp,14,2,28,0,1,0,20,0,0
Corey Williams,14,1,14,0,0,0,14,0,0
Shawn Bryson,13.8,4,55,0,1,0,25,0,0
E.J. Henderson,13,1,13,0,0,0,13,0,0
Vonta Leach,13,3,39,0,1,0,20,0,0
Ryan Moats,13,2,26,0,0,0,15,0,0
Ryan Neufeld,13,3,39,0,1,0,23,0,0
Daimon Shelton,13,2,26,0,0,0,16,0,0
Troy Walters,13,1,13,0,0,0,13,0,0
Michael Gaines,12,2,24,0,0,0,13,0,0
Mike Patterson,12,1,12,0,0,0,12,0,0
Jarrett Payton,12,2,24,0,1,0,24,0,0
Alex Smith,12,1,12,0,0,0,12,0,0
Terrelle Smith,12,2,24,0,0,0,13,0,0
Brett Keisel,11.5,2,23,0,0,0,12,0,0
Mark Bruener,11,1,11,0,0,0,11,0,0
Will Heller,11,1,11,0,0,0,11,0,0
Joseph Jefferson,11,1,11,0,0,0,11,0,0
Travis Minor,11,2,22,0,0,0,19,0,0
Chris Horn,10.3,3,31,0,0,0,11,0,0
Darnell Dinkins,10,1,10,0,0,0,10,1,0
Justin Green,10,1,10,0,0,0,10,0,0
William Henderson,10,2,20,0,0,0,10,0,0
Brad Hoover,10,1,10,0,0,0,10,0,0
Jason McKie,9.7,3,29,0,0,0,17,0,0
Aaron Shea,9.7,3,29,0,0,0,13,0,0
Troy Fleming,9,1,9,0,0,0,9,0,0
Cedric Houston,9,2,18,0,0,0,18,0,0
Kris Mangum,9,1,9,0,0,0,9,0,0
Jamel White,9,2,18,0,0,0,9,0,0
Richard Owens,8.3,3,25,0,0,0,16,0,0
Zeron Flemister,8,2,16,0,0,0,8,0,0
Kyle Johnson,8,1,8,0,0,0,8,0,0
Damien Anderson,7,1,7,0,0,0,7,0,0
Jared DeVries,7,1,7,0,0,0,7,0,0
Ben Utecht,7,1,7,0,0,0,7,0,0
Anthony Herrera,6,1,6,0,0,0,6,0,0
Demetrin Veal,6,1,6,0,0,0,6,0,0
Willie Whitehead,6,2,12,0,0,0,12,0,0
Chris Baker,5.5,2,11,0,0,0,11,0,1
David Bowens,5,1,5,0,0,0,5,0,0
Nehemiah Broughton,5,1,5,0,0,0,5,0,0
John Engelberger,5,1,5,0,0,0,5,1,0
John Gilmore,5,1,5,0,0,0,5,0,0
Kenny Peterson,5,1,5,0,0,0,5,0,0
Visanthe Shiancoe,5,1,5,0,0,0,5,0,0
Lamont Hall,4.5,2,9,0,0,0,5,0,0
Eric Green,4,1,4,0,0,0,4,0,0
Dan Kreider,3,1,3,0,0,0,3,0,0
Kenderick Allen,2,1,2,0,0,0,2,0,0
Mike Alstott,2,1,2,0,0,0,2,0,0
Jon Bradley,2,1,2,0,0,0,2,0,0
Ciatrick Fason,2,2,4,0,0,0,4,0,1
Moran Norris,2,1,2,0,0,0,2,0,0
Matt Schobel,2,2,4,0,0,0,4,0,0
Benjamin Watson,1,1,1,0,0,0,1,0,0
David Barrett,0,1,0,0,0,0,0,0,1
Dwayne Carswell,0,1,0,0,0,0,0,0,0
Tim Euhus,0,1,0,0,0,0,0,0,0
Demetric Evans,0,1,0,0,0,0,0,0,0
Corey Hulsey,0,1,0,0,0,0,0,0,0
Israel Idonije,0,1,0,0,0,0,0,0,1
Larry Izzo,0,1,0,0,0,0,0,0,0
Greg Jones,0,1,0,0,0,0,0,0,0
Luke Lawton,0,1,0,0,0,0,0,0,0
Michael Stone,0,1,0,0,0,0,0,0,0
Joe Tafoya,0,1,0,0,0,0,0,0,0
Michael Turner,0,1,0,0,0,0,0,0,0
Nathan Vasher,0,1,0,0,0,0,0,0,0
James Harrison,-2,1,-2,0,0,0,-2,0,0
