Player,INT,INT TD,INT Yds,Lng
Ty Law,10,1,195,74
Deltha O'Neal,10,0,103,37
Darren Sharper,9,2,276,92
Champ Bailey,8,2,139,65
Nathan Vasher,8,1,145,46
Chris Gamble,7,1,157,61
Dre' Bly,6,0,54,28
DeAngelo Hall,6,0,177,65
Ken Lucas,6,0,70,32
Greg Wesley,6,0,106,51
Ronde Barber,5,0,105,42
David Barrett,5,0,28,13
Nick Ferguson,5,0,59,30
Tory James,5,0,5,5
Cato June,5,2,115,36
Rashean Mathis,5,1,79,41
Odell Thurman,5,1,59,30
Charles Tillman,5,1,172,95
Mike Adams,4,1,36,40
Brent Alexander,4,0,45,24
Michael Boulware,4,0,107,40
Keith Brooking,4,0,50,22
Sheldon Brown,4,1,67,40
Terry Cousin,4,0,18,14
Mike Furrey,4,1,143,67
Aaron Glenn,4,0,10,10
Brian Kelly,4,0,19,14
Lemar Marshall,4,1,55,27
Terrence McGee,4,1,97,46
Lance Schulters,4,0,78,37
Shawntae Spencer,4,1,85,61
Patrick Surtain,4,0,57,53
Troy Vincent,4,0,78,42
Brian Williams,4,0,59,31
Antoine Winfield,4,0,5,4
Will Allen,3,0,26,26
Jordan Babineaux,3,0,56,25
Leigh Bodden,3,0,6,6
Gary Brackett,3,0,50,31
Mike Brown,3,1,116,72
Ryan Clark,3,0,10,6
Jason Craft,3,0,63,39
Karlos Dansby,3,2,31,18
Brian Dawkins,3,0,24,24
Andre' Goodman,3,0,17,21
Deon Grant,3,0,29,29
Nick Harper,3,0,41,21
Al Harris,3,1,30,22
Chris Harris,3,0,44,44
Anthony Henry,3,1,102,58
Reynaldo Hill,3,1,88,52
Ellis Hobbs,3,0,8,8
Roderick Hood,3,0,17,17
Chris Hope,3,0,60,55
Bhawoh Jue,3,0,28,20
Kevin Kaesviharn,3,0,9,6
Marlon McCree,3,0,73,46
Terence Newman,3,0,16,12
Mike Peterson,3,1,54,26
Keiwan Ratliff,3,0,52,35
Brian Russell,3,0,50,37
Asante Samuel,3,0,15,15
Lito Sheppard,3,0,72,34
Lofa Tatupu,3,1,55,38
Travares Tillman,3,0,38,22
Roy Williams,3,1,52,46
Gary Baxter,2,0,10,10
Juran Bolden,2,0,46,28
Lance Briggs,2,1,30,20
Mark Brown,2,1,51,33
Keith Bulluck,2,0,16,16
James Butler,2,0,16,16
Keion Carpenter,2,0,1,1
Ahmad Carroll,2,0,38,38
Corey Chavous,2,0,0,0
Nate Clements,2,0,0,0
Erik Coleman,2,0,4,4
Chris Crocker,2,0,35,24
Angelo Crowell,2,0,3,2
James Darling,2,0,22,15
Jason David,2,0,13,13
Mike Doss,2,0,8,8
Glenn Earl,2,0,2,2
Donnie Edwards,2,0,15,14
Domonique Foxworth,2,0,23,23
DeJuan Groce,2,0,0,0
Kelly Herndon,2,0,12,10
Terrence Holt,2,0,51,51
Kenoy Kennedy,2,1,64,64
Sammy Knight,2,0,12,12
Michael Lewis,2,0,13,13
John Lynch,2,0,2,1
David Macklin,2,1,79,60
Sam Madison,2,0,11,11
Ricky Manning,2,0,20,10
Dexter McCleon,2,0,0,0
Daylon McCutcheon,2,0,14,14
R.W. McQuarters,2,0,25,19
Tony Parrish,2,1,34,34
Antonio Pierce,2,0,41,24
Troy Polamalu,2,0,42,36
Joey Porter,2,0,9,9
Carlos Rogers,2,0,14,14
Mark Roman,2,0,18,12
Deion Sanders,2,0,57,33
Stuart Schweigert,2,0,35,33
Brian Simmons,2,0,15,16
Dwight Smith,2,0,53,28
Fred Smoot,2,0,0,0
Terrell Suggs,2,0,38,38
Robert Tate,2,0,47,25
Sean Taylor,2,0,34,32
Adalius Thomas,2,1,48,28
Fred Thomas,2,0,4,4
Bruce Thornton,2,0,0,0
Pisa Tinoisamoa,2,0,35,20
Deshea Townsend,2,0,26,26
Mike Vrabel,2,1,23,24
Al Wallace,2,0,38,38
Darrent Williams,2,1,108,80
Demorrio Williams,2,0,6,6
Jimmy Williams,2,0,6,6
Shaun Williams,2,0,34,34
Gibril Wilson,2,0,36,19
Will Witherspoon,2,1,35,35
Kenny Wright,2,0,4,4
Adam Archuleta,1,1,85,85
Oshiomogho Atogwe,1,0,42,42
Boss Bailey,1,1,34,34
Rashad Baker,1,0,18,18
Nick Barnett,1,1,95,95
Yeremiah Bell,1,0,0,0
Chase Blackburn,1,1,31,31
Derrick Brooks,1,0,0,0
C.C. Brown,1,0,5,5
Josh Bullocks,1,0,51,51
Tyrone Carter,1,0,3,3
Dexter Coakley,1,0,16,16
Ricardo Colclough,1,0,14,14
Marcus Coleman,1,0,6,6
Nick Collins,1,0,0,0
Deke Cooper,1,0,0,0
Curome Cox,1,0,48,48
Travis Daniels,1,0,4,4
Andra Davis,1,0,14,14
Curtis Deloatch,1,0,20,20
Darnell Dockett,1,0,14,14
Andre Dyson,1,1,72,72
Dovonte Edwards,1,1,51,51
Ben Emanuel,1,0,38,35
Carlos Emmons,1,0,6,6
Troy Evans,1,0,3,3
Jamar Fletcher,1,0,19,19
London Fletcher,1,0,20,20
Drayton Florence,1,0,9,9
Gilbert Gardner,1,0,16,16
Eric Green,1,0,13,13
Michael Green,1,0,14,14
Cornelius Griffin,1,0,0,0
Robert Griffith,1,0,11,11
Walt Harris,1,0,0,0
James Harrison,1,0,25,25
Clinton Hart,1,2,110,70
Michael Hawthorne,1,0,24,24
Renaldo Hill,1,0,0,0
Hunter Hillenmeyer,1,0,0,0
Reggie Howard,1,0,5,5
Orlando Huff,1,0,3,3
Corey Ivy,1,0,19,19
Dexter Jackson,1,0,21,21
Marlin Jackson,1,0,16,16
Quentin Jammer,1,0,14,14
Dhani Jones,1,0,0,0
Brad Kassell,1,1,21,21
Chris Kelsay,1,0,17,17
Teddy Lehman,1,0,21,17
Keith Lewis,1,0,2,2
Ray Lewis,1,0,0,0
Chris McAlister,1,0,0,0
Bryant McFadden,1,0,0,0
Mike McKenzie,1,0,11,11
Lawyer Milloy,1,0,0,0
Mike Minter,1,0,47,47
Kawika Mitchell,1,0,0,0
Brandon Moore,1,0,12,12
Keith Newman,1,0,1,1
Dat Nguyen,1,0,7,7
Willie Offord,1,0,0,0
Ifeanyi Ohalete,1,0,15,15
Dimitri Patterson,1,0,20,20
Brodney Pool,1,0,1,1
Ed Reed,1,0,23,23
Kerry Rhodes,1,0,0,0
Simeon Rice,1,0,6,6
Dunta Robinson,1,0,1,1
Antrel Rolle,1,0,29,29
Samari Rolle,1,0,11,11
Bob Sanders,1,0,0,0
James Sanders,1,1,39,39
Lewis Sanders,1,0,29,29
Warren Sapp,1,0,3,3
Aaron Schobel,1,0,0,0
Bryan Scott,1,0,15,15
Ian Scott,1,0,3,3
Alshermond Singleton,1,0,0,0
T.J. Slaughter,1,0,0,0
Aaron Smith,1,0,0,0
Daryl Smith,1,0,0,0
Derek M. Smith,1,0,13,13
Donnie Spragan,1,0,0,0
Shawn Springs,1,0,2,2
Matt Stewart,1,0,0,0
Ike Taylor,1,0,0,0
Robert Thomas,1,0,24,24
Zach Thomas,1,0,0,0
Lamont Thompson,1,0,0,0
John Thornton,1,0,0,0
Reggie Torbor,1,0,37,37
Jeremiah Trotter,1,0,2,2
Marcus Trufant,1,0,7,7
Jonathan Vilma,1,0,1,1
Bracy Walker,1,0,22,22
Frank Walker,1,0,71,71
