Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Shane Lechler,45.7,37.8,3104,82,64,3744,26,5,13,9,16,39,460,0,0
Brian Moorman,45.7,39.1,2777,71,68,3242,22,4,6,9,10,42,285,0,0
Josh Bidwell,45.6,37.5,3375,90,61,4101,24,2,10,13,16,49,466,0,0
Josh Miller,45.1,38.8,2946,77,59,3431,22,6,10,4,14,42,405,0,1
Hunter Smith,44.2,37.1,1929,52,58,2301,23,1,6,5,15,25,272,0,0
Chris Kluwe,44.1,35.8,2540,71,62,3130,17,3,7,6,14,41,470,0,0
Scott Player,43.9,37.5,2738,74,60,3206,18,5,8,7,14,39,328,1,1
Todd Sauerbrun,43.8,38.5,2771,73,66,3157,24,3,12,6,15,36,266,0,1
Mike Scifres,43.7,38,2700,71,71,3104,25,2,16,8,19,26,244,0,0
Ben Graham,43.7,38,2808,74,59,3233,18,5,12,6,15,36,305,0,0
Sean Landeta,43.6,38.2,1300,34,56,1483,7,3,2,2,5,22,143,0,0
Nick Harris,43.5,36.9,3096,84,60,3656,34,4,11,2,17,50,520,2,0
Donnie Jones,43.5,39.3,3460,88,63,3827,31,4,17,7,14,46,227,0,0
Dave Zastudil,43.5,36.1,3032,85,60,3653,11,3,7,7,12,55,481,1,1
Jason Baker,43.3,38.9,2803,72,59,3118,23,4,8,4,20,36,235,0,0
Craig Hentrich,43.2,37.8,2947,78,59,3371,21,3,9,14,20,32,144,0,0
Mitch Berger,43.2,38.7,2746,71,69,3066,28,1,8,3,26,33,260,0,0
Kyle Larson,43.2,36.2,2171,61,75,2591,13,8,5,8,7,32,260,0,1
Chris Hanson,42.9,37.3,3061,83,74,3517,33,15,12,11,15,29,236,1,1
Bryan Barker,42.7,35.6,1780,50,63,2137,13,8,1,4,6,31,277,0,0
Mat McBriar,42.5,37.2,3009,81,63,3439,28,3,18,9,18,33,250,0,0
Michael Koenen,42.3,37,2882,78,67,3300,23,12,8,9,14,35,238,0,0
Jeff Feagles,42,37,2701,73,56,3070,26,11,8,3,15,36,309,1,0
Chris Gardocki,41.8,34.7,2327,67,65,2803,22,5,6,7,12,37,336,0,0
Tom Rouen,41.6,35,2134,61,62,2539,20,3,8,7,10,33,265,0,0
Andy Lee,41.6,36.6,3916,108,58,4447,15,8,14,3,20,62,471,0,1
Dirk Johnson,41.4,38.4,1496,39,59,1615,11,3,6,0,5,25,119,0,0
Brad Maynard,41,35.7,3424,97,63,3937,24,12,22,11,13,38,293,1,1
Kyle Richardson,40.8,34,2654,78,61,3181,22,9,15,9,9,36,347,0,0
Derrick Frost,40.4,36.7,2791,76,55,3074,23,2,17,6,17,34,163,0,0
Leo Araguz,40.2,34.7,625,18,53,723,4,0,3,1,6,8,78,0,0
Dustin Colquitt,39.4,35.2,2285,65,62,2564,27,7,9,5,21,23,179,0,0
Nick Murphy,39.3,33.7,236,7,44,275,1,0,1,0,1,5,39,0,0
B.J. Sander,39.2,33.9,2171,64,53,2508,11,2,4,2,11,45,297,0,0
Andy Groom,39,34.8,383,11,57,429,2,1,2,1,1,6,26,0,0
Chad Stanley,38.8,35.7,2751,77,61,2990,29,4,12,1,27,33,219,1,0
Darren Bennett,37.5,34.4,275,8,53,300,1,0,1,0,3,4,25,0,0
Paul Edinger,37.5,37.5,75,2,40,75,1,1,1,0,0,0,0,0,0
Reggie Hodges,37.4,33,1353,42,55,1535,9,1,10,2,15,13,142,1,1
Ryan Flinn,36.3,29.3,176,6,42,218,0,1,0,0,1,4,42,0,0
John Kasay,36,16,16,1,36,36,0,0,0,1,0,0,0,0,0
Ben Roethlisberger,36,26,52,2,39,72,1,0,1,1,0,0,0,0,0
Billy Cundiff,35,15,15,1,35,35,0,0,0,1,0,0,0,0,0
Jeff Wilkins,35,15,15,1,35,35,0,0,0,1,0,0,0,0,0
Aaron Elling,32,32,32,1,32,32,1,0,1,0,0,0,0,0,0
Robbie Gould,28,9,9,1,28,28,0,0,0,0,0,1,19,0,0
Phil Dawson,26.5,26.5,53,2,31,53,2,1,1,0,0,0,0,0,0
Josh Brown,20,20,20,1,20,20,1,0,1,0,0,0,0,0,0
Mike Nugent,18,18,18,1,18,18,1,0,1,0,0,0,0,0,0
Olindo Mare,8,8,8,1,8,8,0,0,1,0,0,0,0,0,0
