Team,3rd Att,3rd Md,4th Att,4th Md,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,130,24.2,1019
Bills,0,0,0,0,137,25.8,1051
Bears,0,0,0,0,72,19,885
Bengals,0,0,0,0,114,23.9,1034
Browns,0,0,0,0,99,20,995
Cowboys,0,0,0,0,107,21,1093
Broncos,0,0,0,0,89,20.5,1123
Lions,0,0,0,0,120,23.1,1022
Packers,0,0,0,0,135,24.8,1142
Oilers,0,0,0,0,158,26.5,1073
Colts,0,0,0,0,126,22.5,1116
Chiefs,0,0,0,0,121,23.1,1158
Rams,0,0,0,0,108,24,1061
Raiders,0,0,0,0,108,20.9,1092
Dolphins,0,0,0,0,132,28.8,1051
Vikings,0,0,0,0,144,26.3,1061
Patriots,0,0,0,0,110,22.1,1066
Saints,0,0,0,0,131,23.9,1025
Giants,0,0,0,0,107,22.6,1049
Jets,0,0,0,0,119,23.9,1053
Eagles,0,0,0,0,124,22.3,1107
Cardinals,0,0,0,0,107,24.2,989
Steelers,0,0,0,0,91,20,1016
Chargers,0,0,0,0,109,23.8,1019
49ers,0,0,0,0,101,23.4,1030
Seahawks,0,0,0,0,100,21,1055
Buccaneers,0,0,0,0,140,27.4,1034
Redskins,0,0,0,0,91,23.3,1029
