Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Neil Lomax,3387,7.3,463,275,59.4,24,12,88.5,170,36.7,40,5,57,48,350
Boomer Esiason,3321,7.6,440,240,54.6,16,19,73.1,152,34.6,55,12,61,26,209
Dan Marino,3245,7.3,444,263,59.2,26,13,89.2,158,35.6,52,6,59,9,77
John Elway,3198,7.8,410,224,54.6,19,12,83.4,144,35.1,56,9,72,20,138
Joe Montana,3054,7.7,398,266,66.8,31,13,102.1,158,39.7,36,5,57,22,158
Bernie Kosar,3033,7.8,389,241,62,22,9,95.4,140,36,43,5,54,22,129
Warren Moon,2806,7.6,368,184,50,21,18,74.2,121,32.9,52,11,83,25,198
Jim Kelly,2798,6.7,419,250,59.7,19,11,83.8,131,31.3,32,3,47,27,239
Randall Cunningham,2786,6.9,406,223,54.9,23,12,83,117,28.8,43,11,70,54,380
Ken O'Brien,2696,6.9,393,234,59.5,13,8,82.8,132,33.6,30,7,59,50,364
Danny White,2617,7.2,362,215,59.4,12,17,73.2,132,36.5,39,1,43,44,353
Chuck Long,2598,6.2,416,232,55.8,11,20,63.4,129,31,26,4,53,17,127
Dan Fouts,2517,6.9,364,206,56.6,10,15,70,130,35.7,27,2,46,24,176
Phil Simms,2230,7.9,282,163,57.8,17,9,90,104,36.9,40,1,50,35,225
Dave Krieg,2131,7.2,294,178,60.5,23,15,87.6,111,37.8,29,2,75,27,247
Bobby Hebert,2119,7.2,294,164,55.8,15,9,82.8,109,37.1,28,3,67,20,119
Bill Kenney,2107,7.7,273,154,56.4,15,9,85.8,95,34.8,27,7,81,22,161
Wade Wilson,2106,8,264,140,53,14,13,76.7,84,31.8,34,9,73,26,194
Marc Wilson,2070,7.8,266,152,57.1,12,8,84.6,94,35.3,34,5,47,33,238
Jim Everett,2064,6.8,302,162,53.6,10,13,68.4,103,34.1,28,4,81,17,139
Mark Malone,1896,5.6,336,156,46.4,6,19,46.7,98,29.2,22,4,63,18,151
Steve DeBerg,1891,6.9,275,159,57.8,14,7,85.3,97,35.3,29,3,64,20,185
Jay Schroeder,1878,7,267,129,48.3,12,10,71,80,30,28,9,84,17,149
Scott Campbell,1728,6.6,260,136,52.3,11,14,65,72,27.7,29,1,44,25,178
Jim McMahon,1639,7.8,210,125,59.5,12,8,87.4,74,35.2,27,3,59,22,136
Jack Trudeau,1587,6.9,229,128,55.9,6,6,75.4,64,28,18,5,55,13,100
Randy Wright,1507,6.1,247,132,53.4,6,11,61.6,69,27.9,17,4,66,20,128
Mike Tomczak,1220,6.8,178,97,54.5,5,10,62,52,29.2,17,4,56,9,59
Steve Grogan,1183,7.4,161,93,57.8,10,9,78.2,67,41.6,19,1,40,7,55
Doug Williams,1156,8.1,143,81,56.6,11,5,94,48,33.6,17,6,62,7,53
Gary Hogeboom,1145,6.8,168,99,58.9,9,5,85,55,32.7,13,2,72,8,63
Vinny Testaverde,1081,6.6,165,71,43,5,6,60.2,54,32.7,21,1,40,18,140
Jeff Rutledge,1048,6.8,155,79,51,5,11,53.9,48,31,11,3,50,17,129
Tom Ramsey,898,6.7,134,71,53,6,6,70.4,47,35.1,13,1,40,14,90
Don Majkowski,875,6.9,127,55,43.3,5,3,70.2,36,28.4,15,3,70,10,77
Brent Pease,728,6.4,113,56,49.6,3,5,60.6,31,27.4,13,1,51,5,36
Rusty Hilger,706,6.7,106,55,51.9,2,6,55.8,38,35.8,8,1,49,12,80
Steve Dils,646,5.7,114,56,49.1,5,4,66.6,32,28.1,8,1,51,7,51
Steve Pelluer,642,6.4,101,55,54.5,3,2,75.6,31,30.7,10,1,44,5,35
Scott Tinsley,637,7.4,86,48,55.8,3,4,71.7,27,31.4,8,2,62,6,55
Vince Evans,630,7.6,83,39,47,5,4,72.9,24,28.9,14,2,47,7,38
Ken Karcher,628,6.2,102,56,54.9,5,4,73.5,26,25.5,6,1,49,5,45
Tony Adams,607,6.8,89,49,55.1,3,5,64.2,26,29.2,5,1,63,18,120
Kyle Mackey,604,5.5,109,57,52.3,3,5,58.8,31,28.4,6,0,30,4,24
John Fourcade,597,6.7,89,48,53.9,4,3,75.9,28,31.5,5,1,82,6,67
Steve Young,570,8.3,69,37,53.6,10,0,120.8,30,43.5,12,2,50,3,25
Alan Risher,564,7.6,74,44,59.5,3,3,80,27,36.5,8,1,46,12,77
Erik Kramer,559,6.1,92,45,48.9,4,5,60,27,29.4,8,0,33,10,82
Todd Hons,552,6,92,43,46.7,5,5,61.5,27,29.4,5,1,53,9,67
Chris Miller,552,6,92,39,42.4,1,9,26.4,26,28.3,7,3,57,5,37
Ed Rubbert,532,10.9,49,26,53.1,4,1,110.2,18,36.7,9,4,88,1,9
Bruce Mathison,501,6.6,76,36,47.4,3,5,54.8,26,34.2,6,1,47,6,49
Tony Eason,453,5.7,79,42,53.2,3,2,72.4,24,30.4,4,1,45,8,70
Tommy Kramer,452,5.6,81,40,49.4,4,3,67.5,25,30.9,6,1,40,7,35
Steve Bono,438,5.9,74,34,46,5,2,76.3,24,32.4,9,1,57,6,30
Mark Herrmann,405,7.1,57,37,64.9,1,5,55.1,16,28.1,6,0,34,3,37
Jeff Kemp,396,12,33,23,69.7,5,1,137.1,18,54.6,8,2,55,3,20
David Norrie,376,5.5,68,35,51.5,1,4,48.4,21,30.9,2,1,41,15,72
Rick Neuheisel,367,6.2,59,40,67.8,1,1,83.1,20,33.9,4,0,32,10,89
Mike Hohensee,343,6.6,52,28,53.8,4,1,92.1,19,36.5,4,0,28,3,19
Frank Seurer,340,6.2,55,26,47.3,0,4,36.9,16,29.1,5,0,33,10,82
Matt Stevens,315,5.5,57,32,56.1,1,1,70.4,18,31.6,1,0,23,6,53
Pat Ryan,314,5.9,53,32,60.4,4,2,86.5,14,26.4,3,0,35,1,7
Mike Kelley,305,10.5,29,17,58.6,1,0,106.2,10,34.5,5,3,67,1,7
Jeff Christensen,297,5.1,58,24,41.4,1,3,42.1,15,25.9,6,0,34,5,37
Kevin Sweeney,291,10.4,28,14,50,4,1,111.8,10,35.7,6,1,77,3,15
Gary Danielson,281,8.5,33,25,75.8,4,0,140.3,16,48.5,2,0,23,2,4
Mike Busch,278,5.9,47,17,36.2,3,2,60.4,13,27.7,5,1,63,7,72
Shawn Halloran,263,6.3,42,18,42.9,0,1,54,12,28.6,5,1,49,5,34
Dave Wilson,243,10.1,24,13,54.2,2,0,117.2,11,45.8,6,0,38,2,21
Bob Gagliano,229,7.9,29,16,55.2,1,1,78.1,11,37.9,3,1,50,4,22
Doug Flutie,199,8,25,15,60,1,0,98.6,9,36,4,0,30,1,3
Jim Zorn,199,5.5,36,20,55.6,0,2,48.3,8,22.2,1,0,26,1,6
Blair Kiel,195,5.9,33,17,51.5,1,3,41.9,12,36.4,2,0,21,0,0
Sammy Garza,183,9.2,20,11,55,1,2,63.1,6,30,3,0,38,1,13
Bob Bleier,181,4.6,39,14,35.9,1,1,49.2,10,25.6,2,0,35,3,28
Brian McClure,181,4.8,38,20,52.6,0,3,32.9,8,21,2,0,30,2,17
Jeff Van Raaphorst,174,5.1,34,18,52.9,1,2,52.8,9,26.5,1,0,24,3,19
Willie Totten,155,4.7,33,13,39.4,2,2,49.4,9,27.3,2,0,37,5,62
Todd Blackledge,154,5,31,15,48.4,1,1,60.4,8,25.8,0,0,19,7,43
Tony Robinson,152,8.4,18,11,61.1,0,2,48.6,7,38.9,3,1,42,2,12
Mike Hold,123,5.1,24,8,33.3,2,1,61.6,5,20.8,1,1,61,3,18
Don Strock,114,5,23,13,56.5,0,1,51.7,7,30.4,1,0,26,0,0
Dave Walter,113,5.4,21,10,47.6,0,0,64.2,4,19,2,0,35,2,15
Reggie Collier,110,15.7,7,4,57.1,2,1,101.8,3,42.9,2,2,49,1,3
David Archer,95,4.1,23,9,39.1,0,2,15.7,5,21.7,1,0,33,3,24
Jim Crocicchia,89,5.9,15,6,40,1,0,82.4,3,20,1,1,46,2,17
John Reaves,83,5.2,16,6,37.5,1,0,75.8,3,18.8,1,0,26,1,12
Sean Payton,79,3.4,23,8,34.8,0,1,27.3,4,17.4,1,0,20,7,47
Steve Bradley,77,4.3,18,6,33.3,2,3,45.1,5,27.8,0,0,18,3,24
Guido Merkens,70,5,14,7,50,0,0,64.6,4,28.6,0,0,17,10,62
Alex Espinoza,69,4.9,14,9,64.3,0,2,36.6,4,28.6,0,0,16,2,17
Marty Horn,68,6.2,11,5,45.4,0,0,65.7,4,36.4,1,0,23,1,7
Dan Manucci,68,3.2,21,7,33.3,0,2,3.8,4,19,0,0,15,3,27
Sean Salisbury,68,5.7,12,8,66.7,0,2,41.7,3,25,0,0,11,2,18
Jim Harbaugh,62,5.6,11,8,72.7,0,0,86.2,3,27.3,1,0,21,4,45
Mark Stevens,52,13,4,2,50,1,0,135.4,2,50,1,0,39,0,0
Harry Sydney,50,50,1,1,100,1,0,158.3,1,100,1,1,50,0,0
Terry Nugent,47,9.4,5,3,60,0,0,91.2,3,60,1,0,21,1,9
Loren Snyder,44,4.9,9,4,44.4,0,0,59.5,3,33.3,1,0,22,0,0
Bernard Quarles,40,13.3,3,1,33.3,1,1,81.9,1,33.3,1,1,40,0,0
Robb Riddick,35,35,1,1,100,0,0,118.8,1,100,1,0,35,0,0
Willie Gillus,28,5.6,5,2,40,0,0,58.8,1,20,0,0,15,3,14
Ben Bennett,25,4.2,6,2,33.3,0,1,7.6,1,16.7,0,0,18,0,0
Gary Kubiak,25,3.6,7,3,42.9,0,2,13.1,1,14.3,0,0,17,2,14
Marcus Allen,23,11.5,2,1,50,0,0,91.7,1,50,1,0,23,1,3
Dalton Hilliard,23,23,1,1,100,1,0,158.3,1,100,1,0,23,0,0
Monte McGuire,23,7.7,3,2,66.7,0,0,89.6,2,66.7,0,0,13,0,0
Bubby Brister,20,1.7,12,4,33.3,0,3,2.8,0,0,0,0,10,2,14
Rich Gannon,18,3,6,2,33.3,0,1,2.8,1,16.7,0,0,12,0,0
Stump Mitchell,17,5.7,3,1,33.3,0,0,53.5,1,33.3,0,0,17,0,0
Dave Jennings,16,16,1,1,100,0,0,118.8,1,100,0,0,16,0,0
Mosi Tatupu,15,15,1,1,100,1,0,158.3,1,100,0,0,15,0,0
Herman Fontenot,14,14,1,1,100,0,0,118.8,1,100,0,0,14,0,0
Adrian Breen,9,1.1,8,3,37.5,1,0,85.4,1,12.5,0,0,6,3,18
Mark Miller,9,3,3,1,33.3,0,1,2.8,0,0,0,0,9,0,0
Scott Stankavage,8,1.1,7,4,57.1,0,1,22.6,1,14.3,0,0,8,0,0
Mark Vlasic,8,1.3,6,3,50,0,1,16.7,0,0,0,0,7,1,13
Troy Stradford,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Kevin Ingram,5,2.5,2,1,50,1,0,95.8,1,50,0,0,5,1,6
Paul Ott Carruth,3,3,1,1,100,1,0,118.8,1,100,0,0,3,0,0
Larry Miller,2,0.3,6,1,16.7,0,1,0,0,0,0,0,2,1,10
Steve Bartalo,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Walter Briggs,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Kelvin Bryant,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cris Carter,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Otis Grant,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Drew Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ira Hillary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
Doug Hudson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,10
Jeff Jaeger,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Vance Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cedric Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
James Jones,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
John Kidd,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Gene Lang,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,7
