Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Charles White,1374,324,11,5,2,58,74,22.8,8
Eric Dickerson,1288,283,6,7,2,57,65,23,7
Curt Warner,985,234,8,4,1,57,57,24.4,4
Mike Rozier,957,229,3,2,1,41,52,22.7,5
Rueben Mayes,917,243,5,6,0,38,44,18.1,7
Herschel Walker,891,209,7,5,2,60,43,20.6,4
Gerald Riggs,875,203,2,2,1,44,42,20.7,4
Roger Craig,815,215,3,3,0,25,44,20.5,5
Stump Mitchell,781,203,3,2,1,42,41,20.2,3
Marcus Allen,754,200,5,2,1,44,38,19,3
Sammy Winder,741,196,6,0,0,19,47,24,5
Kevin Mack,735,201,5,2,0,22,41,20.4,5
Earnest Jackson,696,180,1,2,0,39,36,20,2
Christian Okoye,660,157,3,2,1,43,39,24.8,5
Joe Morris,658,193,3,3,0,34,35,18.1,2
Darrin Nelson,642,131,2,5,2,72,27,20.6,1
Albert Bentley,631,142,7,0,0,17,44,31,0
Troy Stradford,619,145,6,3,1,51,40,27.6,5
George Rogers,613,163,6,1,0,29,37,22.7,2
Neal Anderson,586,129,3,4,0,38,27,20.9,2
Larry Kinnebrew,570,145,8,1,1,52,43,29.7,1
Bo Jackson,554,81,4,6,2,91,22,27.2,1
Frank Pollard,536,128,3,1,0,33,29,22.7,1
Walter Payton,533,146,4,0,0,17,37,25.3,4
Freeman McNeil,530,121,0,3,0,30,23,19,1
Earl Ferrell,512,113,7,3,0,35,33,29.2,0
Dalton Hilliard,508,123,7,2,0,30,27,22,3
Randall Cunningham,505,76,3,7,1,45,31,40.8,9
John L. Williams,500,113,1,1,1,48,34,30.1,2
James Wilder,488,106,0,3,0,21,16,15.1,1
Ronnie Harmon,485,116,2,1,0,21,25,21.6,1
Tony Collins,474,147,3,0,0,19,19,12.9,4
Anthony Toney,473,127,5,2,0,36,32,25.2,5
Herman Heard,466,82,3,4,1,64,23,28,5
Walter Abercrombie,459,123,2,3,0,28,25,20.3,4
Tony Dorsett,456,130,1,1,0,24,20,15.4,3
Johnny Hector,435,111,11,1,0,20,30,27,1
Earnest Byner,432,105,8,1,0,21,36,34.3,4
Keith Byars,426,116,3,2,0,30,17,14.7,2
Kenneth Davis,413,109,3,3,0,39,13,11.9,1
Kelvin Bryant,406,77,1,2,0,28,18,23.4,2
Jamie Mueller,354,82,2,1,0,20,22,26.8,4
Lionel Vital,346,80,2,4,0,22,16,20,3
Curtis Adams,343,90,1,1,0,24,16,17.8,1
James Jones,342,96,0,0,0,19,18,18.8,1
Alfred Anderson,319,68,2,1,0,27,20,29.4,0
Reggie Dupard,318,94,3,2,1,49,10,10.6,1
Stanford Jennings,314,70,1,0,0,18,18,25.7,0
Jeff Smith,309,100,2,1,1,46,17,17,1
John Elway,304,66,4,2,0,29,28,42.4,1
Gene Lang,303,89,2,1,0,28,17,19.1,0
Joe Cribbs,300,70,1,1,0,20,20,28.6,1
James Brooks,290,94,1,0,0,18,13,13.8,0
Lorenzo Hampton,289,75,1,1,0,34,15,20,3
Carl Byrum,280,66,0,1,0,30,15,22.7,4
Brent Fullwood,274,84,5,0,0,18,19,22.6,2
Garry James,270,82,4,0,0,17,18,22,4
Wade Wilson,263,41,5,1,0,38,21,51.2,1
Gary Anderson,260,80,3,1,0,25,14,17.5,1
D.J. Dozier,257,69,5,0,0,19,22,31.9,2
Tom Rathman,257,62,1,1,0,35,16,25.8,1
Roger Vick,257,77,1,0,0,14,13,16.9,3
Kevin Willhite,251,53,0,2,1,61,8,15.1,2
Mosi Tatupu,248,79,0,0,0,19,12,15.2,1
