Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Morten Andersen,76,5008,752,37,48.7,38,19.8,0,0,1,0
Rich Karlis,70,4100,921,19,27.1,48,19.2,0,0,2,0
Norm Johnson,69,4213,1241,9,13,60,20.7,0,0,0,1
Tony Franklin,68,3665,1094,4,5.9,60,18.2,0,0,3,0
Ray Wersching,68,3949,1308,7,10.3,60,21.8,0,0,0,1
Jim Gallery,67,4014,917,16,23.9,50,18.3,0,0,0,0
Mike Lansford,65,3589,1012,9,13.8,52,19.5,0,1,1,0
Lee Johnson,63,3868,980,14,22.2,47,20.8,0,0,1,0
Chuck Nelson,63,3538,1035,6,9.5,55,18.8,0,0,1,0
Pat Leahy,61,3484,886,13,21.3,46,19.3,0,0,0,0
Roger Ruzek,61,3420,1001,3,4.9,52,19.2,0,1,4,0
Chris Bahr,60,3568,942,9,15,50,18.8,0,0,1,0
Jim Breech,60,3254,1009,2,3.3,55,18.4,0,0,2,0
Dean Biasucci,59,3373,905,7,11.9,50,18.1,0,0,1,0
Raul Allegre,57,3391,1282,0,0,57,22.5,0,0,0,0
Jeff Jaeger,57,3324,949,5,8.8,50,19,0,0,1,0
Nick Lowery,56,3292,1044,9,16.1,46,22.7,0,0,0,1
Gary Anderson,55,3223,879,4,7.3,51,17.2,0,0,0,0
Donald Igwebuike,52,2943,983,3,5.8,46,21.4,0,1,2,0
Eddie Murray,52,2931,789,5,9.6,42,18.8,0,0,5,0
John Teltschik,52,3068,899,9,17.3,41,21.9,0,0,2,0
Scott Norwood,50,2807,601,11,22,37,16.2,0,0,0,0
Fuad Reveiz,46,2743,880,4,8.7,41,21.5,0,0,1,0
Max Zendejas,42,2305,785,1,2.4,40,19.6,0,1,0,0
Steve Cox,39,2245,497,10,25.6,27,18.4,0,0,0,0
Kevin Butler,38,2317,538,11,29,27,19.9,0,0,0,0
Mick Luckhurst,38,2267,752,3,7.9,34,22.1,0,0,0,1
Ralf Mojsiejenko,29,1678,453,4,13.8,23,19.7,0,0,1,0
Ali Haji-Sheikh,24,1521,536,4,16.7,22,24.4,0,0,0,1
Al Del Greco,22,1199,340,1,4.6,20,17,0,0,1,0
Bryan Wagner,22,1346,313,4,18.2,18,17.4,0,0,0,0
Van Tiffin,20,1044,321,0,0,20,16,0,0,0,0
Willie Beecher,19,1037,252,1,5.3,18,14,0,0,0,0
Vince Abbott,18,1002,331,2,11.1,15,22.1,0,0,1,1
Tony Zendejas,18,1045,292,3,16.7,15,19.5,0,0,0,0
Jeff Brockhaus,16,669,214,2,12.5,11,19.4,0,0,0,0
Tim Lashar,15,820,203,2,13.3,13,15.6,0,0,0,0
Mike Clendenen,14,764,247,0,0,13,19,0,0,1,0
Mike Prindle,14,786,300,0,0,14,21.4,0,0,0,0
John Diettrich,13,798,154,5,38.5,8,19.2,0,0,0,0
Steve Jordan,13,764,169,3,23.1,10,16.9,0,0,0,0
Pat Ragusa,13,647,127,1,7.7,8,15.9,0,0,3,0
David Trout,13,715,191,0,0,12,15.9,0,0,0,0
Luis Zendejas,13,771,230,2,15.4,11,20.9,0,0,0,0
Greg Davis,12,614,132,2,16.7,8,16.5,0,0,1,0
Jeff Gaffney,12,720,178,1,8.3,10,17.8,0,0,1,0
Dave Jacobs,12,668,206,1,8.3,10,20.6,0,0,1,0
Obed Ariri,11,608,223,1,9.1,10,22.3,0,0,0,0
George Benyola,11,614,180,0,0,11,16.4,0,0,0,0
Mike Cofer,11,632,243,0,0,11,22.1,0,0,0,0
Paul McFadden,10,486,171,1,10,8,21.4,0,1,0,0
James Hamrick,9,473,194,0,0,8,24.2,0,0,0,0
David Hardy,9,550,194,0,0,9,21.6,0,0,0,0
Jason Staurovsky,9,499,146,0,0,9,16.2,0,0,0,0
Dale Dawson,8,421,123,0,0,8,15.4,0,0,0,0
Scott Hagler,7,430,138,0,0,7,19.7,0,0,0,0
Massimo Manca,7,373,136,0,0,7,19.4,0,0,0,0
Jim Asmus,6,352,76,1,16.7,5,15.2,0,0,0,0
Florian Kempf,6,349,99,1,16.7,5,19.8,0,0,0,0
Todd Schlopy,6,360,73,1,16.7,5,14.6,0,0,0,0
Dale Hatcher,5,277,90,0,0,5,18,0,0,0,0
Goran Lingmerth,5,249,60,0,0,4,15,0,0,0,0
Darrin Nelson,5,56,11,0,0,1,11,0,0,0,0
Reggie Roby,5,218,28,1,20,3,9.3,0,0,1,0
Brendan Toibin,5,294,96,1,20,4,24,0,0,0,0
Brian Franco,3,197,16,2,66.7,1,16,0,0,0,0
Jeff Gossett,3,175,51,0,0,3,17,0,0,0,0
Eric Schubert,3,163,22,1,33.3,2,11,0,0,0,0
Kerry Brady,2,120,41,0,0,2,20.5,0,0,0,0
Louis Berry,1,59,23,0,0,1,23,0,0,0,0
John Bruno,1,53,13,0,0,1,13,0,0,0,0
Rich Camarillo,1,51,14,0,0,1,14,0,0,0,0
Rick Donnelly,1,65,8,0,0,1,8,0,0,0,0
Kelly Goodburn,1,60,25,0,0,1,25,0,0,0,0
Brian Hansen,1,57,21,0,0,1,21,0,0,0,0
Rocky Klever,1,11,0,0,0,0,0,0,0,0,0
Harry Newsome,1,23,0,0,0,1,0,0,0,0,0
Rick Partridge,1,53,5,0,0,1,5,0,0,0,0
Joe Prokop,1,43,9,0,0,1,9,0,0,0,0
Bill Renner,1,58,15,0,0,1,15,0,0,0,0
Dale Walters,1,58,18,0,0,1,18,0,0,0,0
