Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Ron Brown,40,1,40,0,1,1,40,0,0
Joe McIntosh,36,3,108,0,2,1,71,0,0
Barry Word,33.3,3,100,0,1,1,64,0,0
Ronnie Harmon,30,1,30,0,1,0,30,0,0
Cliff Hicks,29.8,4,119,0,3,1,53,0,0
Ricky Sanders,29.5,4,118,0,4,0,39,0,0
Leonard Harris,29,3,87,0,2,1,43,0,0
Sylvester Stamps,27.5,24,660,1,18,3,97,0,1
Ricky Porter,27.4,8,219,0,6,1,40,0,0
Elgin Davis,26.8,5,134,0,4,1,43,0,0
Dave Hollis,26.3,10,263,0,6,1,41,0,0
Harold Ricks,26,1,26,0,1,0,26,0,0
Shane Swanson,26,9,234,0,6,1,50,0,0
Joe Cribbs,25.2,13,327,1,9,1,92,0,0
Don Holmes,25,1,25,0,1,0,25,0,0
Dennis Gentry,24.8,25,621,1,18,1,88,0,1
Dalton Hilliard,24.8,10,248,0,5,1,74,0,0
Boris Byrd,24.8,4,99,0,3,0,34,0,0
Jo-Jo Townsell,24.7,11,272,0,3,3,60,0,0
Pete Roth,24.5,2,49,0,2,0,26,0,0
Sebron Spivey,24.5,2,49,0,2,0,29,0,0
Charles White,24.3,3,73,0,3,0,26,0,0
Paul Palmer,24.3,38,923,2,21,3,95,0,1
Kevin Wyatt,24.2,5,121,0,4,0,29,0,1
Rick Calhoun,24.1,9,217,0,3,2,50,0,0
Glen Kozlowski,24,3,72,0,2,0,31,0,0
Brant Bengen,23.5,2,47,0,1,0,36,0,0
Darrin Nelson,23.4,7,164,0,4,1,42,0,0
Martin Sartin,23.4,5,117,0,3,0,28,0,0
Earl Beecham,23.3,3,70,0,2,0,30,0,0
Keyvan Jenkins,23,2,46,0,2,0,25,0,0
Dana McLemore,23,1,23,0,1,0,23,0,0
Gary Moss,23,1,23,0,1,0,23,0,0
Glen Young,22.9,18,412,0,12,1,44,0,0
Alonzo Williams,22.8,5,114,0,3,1,47,0,0
Albert Bentley,22.7,22,500,0,16,2,45,0,1
