Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Derrick Shepard,24.3,6,146,0,2,1,73,0,0
Michael Harper,23.2,4,93,1,1,1,78,1,0
Jitter Fields,20.1,8,161,1,2,1,85,3,0
Ted Wilson,17.9,8,143,0,3,1,40,0,0
Stephen Starring,17,1,17,0,0,0,17,1,0
Mel Gray,14.7,24,352,0,4,2,80,5,1
Shane Swanson,14.7,9,132,0,2,0,33,1,1
Anthony Carter,13.3,3,40,0,1,0,22,0,0
Buford Jordan,13,1,13,0,0,0,13,0,0
Kevin Clark,12.9,18,233,1,2,1,71,1,1
Dana McLemore,12.6,21,265,1,2,2,83,7,1
Bobby Joe Edmonds,12.6,20,251,0,3,1,40,4,1
Lionel James,12.5,32,400,1,2,1,81,7,2
Leo Lewis,12.5,22,275,1,3,1,78,7,1
Vai Sikahema,12.5,44,550,1,10,1,76,7,0
Rufus Bess,12.3,7,86,0,2,0,28,3,1
Brett Maxie,12,1,12,0,0,0,12,0,0
Stacey Mobley,12,1,12,0,0,0,12,0,0
Jo-Jo Townsell,11.9,32,381,1,5,3,91,11,3
Patrick Scott,11.8,6,71,0,2,0,36,2,2
Rick Calhoun,11.5,8,92,1,1,1,55,1,0
Gerald McNeil,11.4,34,386,0,6,1,40,9,2
Darrell Colbert,11,1,11,0,0,0,11,0,0
Pete Mandley,10.9,23,250,0,2,1,54,6,0
Kevin Bowman,10.8,4,43,0,1,0,37,1,1
Ivory Curry,10.7,3,32,0,0,0,14,0,0
Darrell Green,10.6,5,53,0,0,0,15,1,0
Thad McFadden,10.4,8,83,0,1,0,23,3,0
Dennis McKinnon,10.1,40,405,2,4,2,94,4,5
Troy Wilson,10.1,10,101,0,0,0,17,3,2
Dave Duerson,10,1,10,0,0,0,10,1,0
Mike Martin,9.9,28,277,0,1,0,21,5,1
Kelvin Martin,9.8,22,216,0,2,0,38,2,0
Irving Fryar,9.7,18,174,0,4,0,36,12,2
Al Williams,9.6,10,96,0,2,0,25,1,1
Ron Fellows,9.5,2,19,0,0,0,18,0,0
Joey Walters,9.5,2,19,0,0,0,12,6,0
Kelvin Edwards,9.4,8,75,0,0,0,13,1,1
Phil McConkey,9.4,42,394,0,4,0,37,14,1
Vance Johnson,9,1,9,0,0,0,9,0,1
John Taylor,9,1,9,0,0,0,9,0,0
Bobby Futrell,8.9,24,213,0,4,0,22,6,1
Don Griffin,8.8,9,79,0,1,0,29,2,0
Mike Caterbone,8.7,9,78,0,1,0,21,4,1
Mike Clemons,8.5,19,162,0,2,1,44,4,1
Lance Harkey,8.5,2,17,0,0,0,9,0,0
Cliff Hicks,8.5,13,110,0,1,0,26,1,1
Scott Schwedes,8.5,24,203,0,3,0,31,6,5
Rod Woodson,8.4,16,135,0,1,0,20,1,1
Kenny Johnson,8.2,24,196,0,3,0,26,5,2
George Duarte,8,8,64,0,0,0,16,1,1
Billy Johnson,8,21,168,0,1,1,45,6,1
David Montagne,8,1,8,0,0,0,8,1,0
Stefon Adams,7.8,5,39,0,0,0,12,2,0
Eric Yarber,7.4,37,273,0,3,0,33,9,1
Chris Woods,7.3,26,189,0,2,0,34,4,2
Henry Ellard,7.1,15,107,0,1,0,29,6,2
Willie Tullis,6.8,4,27,0,0,0,10,1,0
Gordon Banks,6.6,5,33,0,0,0,12,1,1
Louis Lipps,6.6,7,46,0,0,0,12,1,0
Tom Caterbone,6.5,2,13,0,0,0,13,0,0
Ron Pitts,6.5,23,149,0,0,0,19,12,3
Jimmy Teal,6.3,6,38,0,0,0,13,4,1
Eric Martin,6.3,14,88,0,0,0,15,2,3
Bill Brooks,6.2,22,136,0,0,0,17,9,3
Walter Stanley,6.2,28,173,0,1,1,48,4,4
Ricky Nattiel,6.1,12,73,0,0,0,14,1,2
Bobby Morse,6,20,121,0,1,0,23,13,1
Derrick Martin,6,2,12,0,0,0,9,0,0
Kurt Sohn,6,1,6,0,0,0,6,0,0
Cornell Burbage,5.8,5,29,0,0,0,13,1,0
Milton Barney,5.6,5,28,0,0,0,11,0,0
Thomas Everett,5.5,4,22,0,0,0,11,2,1
Mike Harden,5.5,2,11,0,0,0,7,0,0
Dave Hollis,5.5,6,33,0,0,0,15,0,0
Gerald Willhite,5.5,4,22,0,0,0,9,1,0
Mel Anderson,5.4,7,38,0,0,0,10,1,0
Stephen Baker,5.3,3,16,0,0,0,6,0,0
Jerry Butler,5,2,10,0,0,0,9,0,0
Eric Jeffries,5,1,5,0,0,0,5,0,0
Johnnie Johnson,5,1,5,0,0,0,5,0,0
Gary Moss,5,3,15,0,0,0,11,1,0
Mike Ulmer,5,2,10,0,0,0,5,0,0
Greg Richardson,4.8,4,19,0,0,0,7,2,0
Kelley Johnson,4.7,9,42,0,0,0,12,2,1
Reggie Smith,4.5,2,9,0,0,0,7,0,1
Danny Bradley,4.4,12,53,0,0,0,13,5,2
Larry Linne,4.4,5,22,0,0,0,16,2,1
Bud Brown,4,2,8,0,0,0,8,1,1
Derrick Foster,4,2,8,0,0,0,4,0,0
Gregg Garrity,4,4,16,0,0,0,10,10,1
Tag Rome,4,3,12,0,0,0,6,1,0
Edwin Lovelady,3.8,10,38,0,0,0,14,0,4
Willie Drewrey,3.7,3,11,0,0,0,5,1,0
Craig Rutledge,3.3,3,10,0,0,0,7,0,1
Ken Brown,3.2,5,16,0,0,0,10,3,0
Toi Cook,3,1,3,0,0,0,3,0,0
Tony Lilly,3,2,6,0,0,0,4,0,0
Herkie Walls,3,4,12,0,0,0,11,2,1
Curtis Duncan,2.9,8,23,0,0,0,9,2,0
John Simmons,2.5,2,5,0,0,0,5,0,0
Phil Smith,2.5,2,5,0,0,0,5,0,1
Kevin Wyatt,2,2,4,0,0,0,4,0,0
Charles Lockett,1.5,2,3,0,0,0,5,0,1
Glenn Blackwood,1,1,1,0,0,0,1,1,0
Lee Morris,1,1,1,0,0,0,1,0,1
Dave Ahrens,0,1,0,0,0,0,0,0,0
Sherman Cocroft,0,1,0,0,0,0,0,0,0
Trent Collins,0,1,0,0,0,0,0,0,1
James Davis,0,1,0,0,0,0,0,0,1
Trell Hooper,0,1,0,0,0,0,0,0,1
Ray Horton,0,1,0,0,0,0,0,0,0
LeRoy Irvin,0,1,0,0,0,0,0,0,0
Alonzo Johnson,0,1,0,0,0,0,0,0,1
Bruce Livingston,0,1,0,0,0,0,0,0,1
Fred Marion,0,1,0,0,0,0,0,2,0
Darryl Pollard,0,1,0,0,0,0,0,0,0
Cedrick Brown,-1,1,-1,0,0,0,-1,0,0
Samuel Johnson,-1,4,-4,0,0,0,5,1,2
