Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
J.T. Smith,91,1117,8,12,0,38,65,71.4,2,0,0
Al Toon,68,976,5,10,4,58,45,66.2,0,0,0
Roger Craig,66,492,1,4,0,35,23,34.8,0,0,0
Jerry Rice,65,1078,22,19,6,57,54,83.1,1,0,0
Herschel Walker,60,715,1,14,1,44,33,55,0,0,0
Steve Largent,58,912,8,21,1,55,46,79.3,2,0,0
Pete Mandley,58,720,7,6,1,41,40,69,0,0,0
Andre Reed,57,752,5,10,1,40,38,66.7,0,0,0
Chris Burkett,56,765,4,10,1,47,34,60.7,1,0,0
Gary Clark,56,1066,7,19,7,84,42,75,3,0,0
Ronnie Harmon,56,477,2,3,1,42,22,39.3,1,0,0
Mark Bavaro,55,867,8,18,0,38,42,76.4,2,0,0
Carlos Carson,55,1044,7,17,3,81,44,80,1,0,0
Ernest Givins,53,933,6,16,3,83,39,73.6,2,0,0
Kellen Winslow,53,519,3,3,0,30,31,58.5,1,0,0
Earnest Byner,52,552,2,6,0,37,26,50,1,0,0
Marcus Allen,51,410,0,3,0,39,20,39.2,0,0,0
Bill Brooks,51,722,3,8,3,52,33,64.7,0,0,0
Henry Ellard,51,799,3,10,2,81,43,84.3,1,0,0
Drew Hill,49,989,6,22,6,52,40,81.6,1,0,0
Troy Stradford,48,457,1,5,0,34,20,41.7,0,0,0
Neal Anderson,47,467,3,4,2,59,17,36.2,0,0,0
Gary Anderson,47,503,2,7,0,38,23,48.9,1,0,0
Todd Christensen,47,663,2,9,0,33,38,80.8,0,0,0
Webster Slaughter,47,806,7,13,3,54,35,74.5,1,0,0
Mark Clayton,46,776,7,15,3,43,36,78.3,0,0,0
Mike Quick,46,790,11,13,4,61,35,76.1,3,0,0
Mike Renfro,46,662,4,8,1,43,37,80.4,1,0,0
Stump Mitchell,45,397,2,5,0,39,16,35.6,0,0,0
Eddie Brown,44,608,3,10,1,47,30,68.2,2,0,0
Tony Collins,44,347,3,2,0,29,19,43.2,1,0,0
Eric Martin,44,778,7,11,2,67,41,93.2,0,0,0
Brian Brennan,43,607,6,8,2,53,28,65.1,1,0,0
Kelvin Bryant,43,490,5,6,0,39,22,51.2,2,0,0
Roy Green,43,731,4,10,4,57,32,74.4,1,0,0
Stephone Paige,43,707,4,12,4,51,30,69.8,0,0,0
Mickey Shuler,43,434,3,3,0,32,26,60.5,2,0,0
Rob Awalt,42,526,6,9,0,35,28,66.7,0,0,0
Matt Bouza,42,569,4,9,1,44,25,59.5,2,0,0
Vance Johnson,42,684,7,13,3,59,29,69,0,0,0
