Player,Comb,Asst,Solo,Sck
Jim Collins,94,15,67,1
Jesse Solomon,94,17,62,2
Joey Browner,91,13,62,1
Carl Banks,90,12,69,9
Harry Carson,88,10,67,1
Shane Conlan,88,13,56,0.5
Dino Hackett,86,11,61,2
Fredd Young,86,15,62,9
Leonard Smith,85,7,74,2
Mike Singletary,84,12,69,2
Billy Ray Smith Jr.,82,6,67,3
John Rade,81,15,53,1
David Little,80,9,61,1.5
Brian Bosworth,78,12,49,4
Dennis Gibson,78,7,65,1
Brian Noble,78,5,70,1
Jerry Robinson,78,13,51,4.5
Monte Coleman,76,9,57,4
Barry Krauss,76,16,40,2
Dave Duerson,75,6,61,3
Scott Studwell,75,13,39,1
Bob Crable,73,22,38,2.5
Pepper Johnson,73,8,62,1
Cliff Odom,73,12,49,0
Ervin Randle,73,5,56,0
Alvin Walton,72,5,59,3
Lonnie Young,72,5,63,0
Terry Hoage,71,1,70,1
Robert Lyles,71,14,50,2
Niko Noga,71,7,60,3
Scott Radecic,71,20,41,0
Duane Bickett,70,9,47,8
Mike Johnson,70,14,39,2
Rod Martin,70,20,36,3.5
Fred Marion,69,7,58,0
Vann McElroy,69,18,35,0
Robert Moore,69,13,48,0
Chip Banks,68,5,55,3
Vaughan Johnson,68,2,58,1
John Grimsley,67,10,42,0
Harry Hamilton,67,12,41,0
Karl Mecklenburg,67,5,59,7
Jim Ryan,67,4,57,1.5
Michael Walter,67,9,52,0
Jeff Fuller,66,6,52,2
Seth Joyner,66,2,61,4
Mark Murphy,66,3,60,2
Darryl Talley,66,14,40,1
Jeff Donaldson,65,12,45,1
Eugene Robinson,65,16,44,0
Todd Bowles,64,13,44,0
John Anderson,63,1,59,4
Bill Pickel,63,12,37,1
Mel Kaufman,62,9,44,2
Larry McGrew,62,3,53,1
Jackie Shipp,62,2,59,0
Anthony Bell,61,5,54,1
Nesby Glasgow,61,13,34,0.5
Wilber Marshall,61,3,54,5
Shelton Robinson,61,6,51,0
Al Smith,61,17,34,0
Thomas Everett,60,3,54,0
Van Jakes,60,1,55,0
Bruce Smith,60,11,42,12
Tim Harris,59,4,51,7
Johnny Holland,59,2,53,1
Bruce McNorton,59,7,50,0
Matt Millen,59,14,24,1
Art Still,59,5,40,5.5
Troy Benson,58,8,32,0
Rich Miano,58,12,33,0
Jimmy Williams,58,4,49,4
Martin Bayless,57,8,41,2.5
Mark Brown,57,2,52,1
Rickey Jackson,57,3,52,9.5
Chris Rockins,57,17,28,0
Reggie White,57,6,48,21
Vencie Glenn,56,10,42,0.5
Stacey Toran,56,13,32,0
Felix Wright,56,12,32,0
Cornelius Bennett,55,11,37,8.5
Nolan Cromwell,55,4,45,1
Jeff Davis,55,1,52,0
Clay Matthews,55,10,34,2.5
Carl Ekern,54,9,39,0
Carl Lee,54,7,40,0
Tony Lilly,54,6,45,0
Carl Carter,53,1,49,0
Linden King,53,19,25,4.5
Frank Minnifield,53,7,40,0
Elvis Patterson,53,2,45,0
Ricky Reynolds,53,1,51,0
Mark Collins,52,4,46,1.5
Mark Kelso,52,9,33,0
John Offerdahl,52,3,49,1.5
Neal Olkewicz,52,9,33,2
Gill Byrd,51,6,40,0
Mike Harden,51,5,43,0
Ricky Hunley,51,4,41,1
Ronnie Lott,51,10,36,0
Scott Case,50,6,41,0
Alex Gordon,50,11,29,5
Wymon Henderson,50,5,37,0
Bobby Kemp,50,4,45,0
Mike Merriweather,50,4,42,5.5
Henry Thomas,50,13,20,2.5
Andre Waters,50,2,48,0
Bill Bates,49,2,45,3
Terry Kinard,49,3,36,0
Andre Tippett,49,5,41,12.5
Eddie Anderson,48,9,27,0
Todd Bell,48,2,44,1
Jerry Gray,48,0,44,0
Nate Odomes,48,3,37,0
Gary Plummer,48,8,36,0
Barry Bennett,47,12,23,1.5
Eugene Lockhart,47,5,40,2
Charles Mann,47,8,33,9.5
Johnny Meads,47,6,32,4
Mike Prior,47,9,29,1
Jeff Rohrer,47,3,35,4
Ken Stills,47,1,42,0
Lawrence Taylor,47,5,39,12
Donnell Thompson,47,8,29,5.5
Mike Bell,46,9,34,6.5
Keith Bostic,46,5,36,3
Jim Bowman,46,3,41,0.5
Gregg Carr,46,3,41,3
Ray Ellis,46,12,26,0
Jacob Green,46,8,24,9.5
James Griffin,46,7,34,1
Eddie Johnson,46,8,30,1
Tim Krumrie,46,7,29,3.5
Mark Lee,46,2,43,0
Sam Mills,46,4,35,0
Steve Nelson,46,2,40,0
Freddie Joe Nunn,46,2,40,11
Clyde Simmons,46,4,40,6
Garry Cobb,45,4,39,1
Chris Doleman,45,10,27,11
Michael Downs,45,2,38,0
Tim Gordon,45,7,30,0
Jon Hand,45,8,23,1
Rulon Jones,45,7,36,7
Marty Lyons,45,9,25,3.5
Rick Bryan,44,11,25,2.5
Michael Carter,44,9,28,1
David Fulcher,44,10,27,3
Darrell Green,44,1,41,0
Delton Hall,44,5,35,0
Mark Haynes,44,3,39,0
Steve McMichael,44,9,31,7
Garin Veris,44,3,39,7
Chris Washington,44,2,38,6.5
Ray Childress,43,3,32,6
Bryan Hinkle,43,6,32,2
Howie Long,43,6,21,4
Kevin Ross,43,5,31,1
Dwayne Woodruff,43,3,32,0
Jeff Bryant,42,6,31,4
Tony Casillas,42,3,30,2
Jim Fahnhorst,42,3,35,0
E.J. Junior,42,1,38,2
Greg Meisner,42,5,32,3
Vince Newsome,42,9,31,0
Donnie Shell,42,5,33,0
Jackie Walker,42,3,36,0
Everson Walls,42,4,35,0
Joel Williams,42,2,36,0
Mike Charles,41,6,29,1
Eugene Daniel,41,6,32,0
Mike Reichenbach,41,2,35,1
Mike Cofer,40,6,30,8.5
Richard Dent,40,4,33,12.5
Kenny Easley,40,6,30,0
Bob Golic,40,11,10,1.5
Kenny Hill,40,5,30,1
Rod Jones,40,2,33,0
Joe Nash,40,8,24,3.5
Joe Phillips,40,8,29,5
Willie Tullis,40,7,28,0
Barry Wilburn,40,2,37,0
John Bosa,39,0,37,3
Joe Costello,39,8,22,0
Mike Gann,39,3,29,1
Ray Isom,39,3,36,0
Mel Owens,39,3,29,1
Terry Taylor,39,4,28,0
Paul Tripoli,39,3,35,0
Jessie Tuggle,39,7,25,1
Tony Woods,39,12,20,0
Lloyd Burruss,38,1,33,0
Bob Clasby,38,3,33,4.5
Simon Fletcher,38,3,32,4
Rich Kraynak,38,6,29,0
Pat Swilling,38,3,33,10.5
Randy White,38,6,29,6
Derrick Burroughs,37,4,30,0
Jack Del Rio,37,5,28,3
Hanford Dixon,37,4,29,0
Gary Dunn,37,4,25,0
Greg Gaines,37,8,23,0
Freddie Robinson,37,7,23,0
Fred Smerlas,37,3,25,1
Kevin Brooks,36,2,31,3
Dave Brown,36,1,34,0
Raphel Cherry,36,1,34,0
Kyle Clifton,36,10,18,0
Antonio Gibson,36,3,32,0
Liffort Hobley,36,3,31,0
Albert Lewis,36,3,31,0
Sean McNanie,36,8,21,2.5
Aaron Pearson,36,3,32,0
Doug Smith,36,7,24,3.5
Patrick Allen,35,3,27,0
Thomas Benson,35,6,26,1
Russell Carter,35,6,21,0
Carl Howard,35,5,26,2
Melvin Jenkins,35,6,26,0
Brett Maxie,35,4,30,2
Mike Wilcher,35,6,28,5
Steve Brown,34,4,25,0
Bob Brudzinski,34,3,30,1
Robin Cole,34,7,23,1
Chuck Ehin,34,3,26,3.5
Ron Francis,34,1,31,0
Carl Hairston,34,7,20,8
Too Tall Jones,34,2,30,10
Doug Martin,34,4,28,9
Rich Milot,34,3,26,1
Doug Reed,34,1,24,2
Johnny Rembert,34,1,31,2
Randy Robbins,34,2,28,1
Glenn Blackwood,33,1,31,0
Deron Cherry,33,6,25,0
Darryl Grant,33,2,26,2
Ron Holmes,33,4,28,8
Sean Jones,33,9,17,6
William Judson,33,0,32,0
Leonard Marshall,33,1,30,8
Bruce Scholtz,33,7,20,0.5
Keena Turner,33,3,26,3
Jerry Ball,32,5,24,1
Greg Brown,32,4,25,2
Byron Darby,32,7,19,3
Dwight Drane,32,7,20,1
William Frizzell,32,3,29,1
George Greene,32,1,31,0
T.J. Turner,32,0,31,4
Lionel Washington,32,4,23,0
