Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Russell Erxleben,52,52,52,1,52,52,0,0,1,0,0,0,0,0,0
Rick Donnelly,44,33.2,2025,63,62,2686,9,4,4,8,7,38,501,1,2
Jim Arnold,43.6,39.6,1823,46,60,2007,17,6,8,4,6,22,104,0,0
Ralf Mojsiejenko,42.9,33.5,2243,67,57,2875,15,4,7,12,7,37,392,1,0
Reggie Roby,42.8,38.2,1224,32,77,1371,8,1,8,3,4,16,87,0,0
Sean Landeta,42.7,31.5,2047,66,64,2773,13,3,9,6,9,38,606,2,1
Tommy Barnhardt,42.3,35.2,599,17,52,719,6,2,4,1,1,9,100,0,0
Ralph Giacomarro,42.1,27.7,499,18,50,757,4,1,1,1,3,12,238,2,0
Harry Newsome,41.8,32,2045,65,57,2678,8,3,6,13,6,36,373,0,1
Scott Fulhage,41.7,35.6,1852,52,58,2168,10,3,5,5,8,31,216,0,0
Bucky Scribner,41.4,36.4,728,20,54,827,4,2,3,1,4,10,79,0,0
Dale Hatcher,41.3,36.1,2743,77,62,3140,19,1,18,4,10,43,317,0,1
Kevin Brown,41.2,30.8,554,19,58,742,4,1,1,4,1,11,108,0,1
Mike Horan,41.1,34.6,1521,46,61,1807,11,8,5,5,4,22,186,0,2
Don Bracken,40.9,34.6,2493,73,65,2947,13,9,7,5,6,45,354,0,1
Kelly Goodburn,40.9,32.4,1909,59,55,2412,13,6,5,5,4,39,403,0,0
Steve Cox,40.8,35.5,2238,64,77,2571,14,4,12,7,11,29,193,0,1
Stan Talley,40.7,35.2,1970,57,63,2277,13,5,11,5,7,28,207,0,1
Bryan Wagner,40.6,32.9,1186,37,71,1461,9,8,7,4,5,12,195,1,1
Brian Hansen,40.5,35.6,1849,52,60,2104,19,5,10,6,8,23,135,0,0
Jeff Gossett,40.4,32.3,1423,45,55,1777,4,10,3,6,2,23,234,0,1
John Misko,40.3,36.5,219,6,51,242,1,0,1,0,1,4,23,0,0
Ray Criswell,40.2,33.8,878,26,61,1046,3,0,4,5,5,12,68,0,0
Greg Horne,40.2,31.5,1353,43,57,1730,6,6,4,7,1,25,237,0,0
Rich Camarillo,40.2,32.2,1996,63,73,2489,14,7,7,8,6,34,333,0,1
Ruben Rodriguez,40,34,1598,47,63,1880,17,4,7,5,9,22,182,1,0
Rohn Stark,40,31.9,1947,63,63,2440,12,5,8,7,8,33,353,0,2
Buzz Sawyer,39.9,31.4,503,16,54,639,1,3,2,1,1,9,116,1,0
Vince Gamache,39.9,36.2,470,14,53,519,2,2,4,0,1,6,49,0,1
Greg Coleman,39.7,31.2,1403,46,54,1786,5,2,7,3,3,30,323,0,1
Mike Saxon,39.5,34.2,2325,68,63,2685,20,4,7,5,16,36,260,0,0
Lee Johnson,39.4,32.8,1640,50,66,1969,8,5,7,4,9,25,249,0,0
Max Runager,39.2,33.6,1850,56,56,2157,13,5,11,7,9,23,167,0,1
Mark Royals,39.2,23.3,256,11,48,431,3,1,2,1,1,6,155,0,0
Jeff Hayes,39.1,34.4,241,8,51,274,1,0,1,0,1,5,33,0,1
John Kidd,39,34.5,2207,64,67,2495,20,9,11,7,11,26,148,0,0
Frank Garcia,38.8,28.3,1756,62,58,2409,12,9,5,5,5,38,553,1,0
Mike Black,38.8,36.8,221,6,47,233,1,0,1,0,1,4,12,0,0
Eddie Murray,38.8,28,112,4,46,155,1,0,1,2,0,1,3,0,0
John Bruno,38.7,32.3,517,17,56,619,5,1,0,4,1,10,22,0,1
Joe Prokop,38.5,35.1,597,17,50,654,1,3,5,1,2,6,37,0,0
Dave Jennings,38.2,34.8,2224,64,58,2444,12,0,15,6,19,24,100,0,0
John Teltschik,38.2,32.3,2652,83,60,3131,13,6,11,4,14,47,399,0,1
Lewis Colbert,37.7,31.8,318,10,47,377,0,2,1,1,2,4,39,0,0
Greg Cater,37.7,31.4,1226,40,68,1470,10,11,2,2,7,17,204,1,1
Rick Partridge,37.7,33.7,607,19,52,678,3,2,3,2,2,9,31,0,1
Mick Luckhurst,37,17,17,1,37,37,0,0,0,1,0,0,0,0,0
Dave Jacobs,36.9,33.5,335,11,44,369,4,1,2,0,2,5,34,0,1
Louis Berry,36.9,31.9,223,7,51,258,0,0,1,1,0,5,15,0,0
Blair Kiel,36.7,33.7,404,12,50,440,3,2,3,1,1,5,16,0,0
Dale Walters,36.4,32,352,11,56,400,2,4,3,1,1,2,28,0,0
Stacy Gore,35.9,34.4,481,14,60,502,6,2,5,0,3,4,21,0,0
Dave Bruno,35.7,32.5,422,13,53,464,2,5,3,1,0,4,22,0,0
Bill Renner,35.6,31.2,624,20,49,712,4,3,5,1,2,9,68,0,0
Russ Griffith,35.1,29.9,329,11,51,386,1,0,1,0,3,7,57,0,0
Dana Moore,34.7,23.7,332,15,46,486,0,3,2,0,0,9,154,0,1
Barry Bowman,34.7,30.7,92,3,36,104,0,0,0,0,0,3,12,0,0
Jim Miller,34.5,27.4,274,10,53,345,1,0,3,1,2,4,51,0,0
Alan Herline,34.4,28.7,717,26,50,861,1,3,6,4,5,7,64,0,1
Jack Weil,34.4,30.3,424,14,51,482,5,1,4,1,0,8,38,0,0
George Winslow,34.2,31.4,565,18,45,616,5,2,3,2,5,6,11,0,0
Boomer Esiason,34,28,56,2,41,68,1,0,1,0,0,1,12,0,0
Matt Kinzer,34,29,203,7,42,238,2,1,2,0,1,3,35,0,0
John Starnes,33.8,30.7,184,6,49,203,2,2,1,0,0,3,19,0,0
Steve Superick,33.6,28,224,8,45,269,2,0,1,1,2,4,25,0,0
Tom O'Connor,33.4,28.9,520,18,47,602,2,2,3,1,3,9,62,0,0
Jim Asmus,32,28,336,12,51,384,3,2,2,1,1,6,28,0,0
Greg Davis,31.8,27.5,165,6,55,191,0,2,1,1,0,2,6,0,0
John Elway,31,31,31,1,31,31,1,0,1,0,0,0,0,0,0
Don Strock,30.8,30.8,277,9,44,277,5,3,1,0,4,1,0,0,0
Craig Colquitt,30.5,27,54,3,33,61,0,0,1,0,0,1,7,0,1
Guido Merkens,30.5,30.5,61,3,38,61,0,0,2,0,0,0,0,0,1
