Player,INT,INT TD,INT Yds,Lng
Barry Wilburn,9,1,135,100
Keith Bostic,6,0,-14,7
Joey Browner,6,0,67,23
James Griffin,6,0,130,29
Mark Kelso,6,0,25,12
Mike Prior,6,0,57,38
Travis Curtis,5,0,65,31
Don Griffin,5,0,1,1
Terry Kinard,5,1,163,70
Ronnie Lott,5,0,62,34
Billy Ray Smith Jr.,5,0,28,12
Reggie Sutton,5,0,68,26
Everson Walls,5,0,38,30
Dave Waymer,5,0,78,35
Dwayne Woodruff,5,1,91,33
Todd Bowles,4,0,24,24
Domingo Bryant,4,0,75,29
Bobby Butler,4,0,48,31
Jeff Donaldson,4,0,16,9
Michael Downs,4,0,56,27
Kenny Easley,4,0,47,22
Elbert Foules,4,0,6,6
Vencie Glenn,4,1,166,103
Mike Harden,4,0,85,32
Wymon Henderson,4,0,33,17
Milton Mack,4,0,32,26
Fred Marion,4,0,53,25
Vann McElroy,4,1,41,35
Frank Minnifield,4,0,24,27
Felix Wright,4,1,152,68
Gene Atkins,3,0,12,8
Bill Bates,3,0,28,28
Glenn Blackwood,3,0,17,17
Dave Brown,3,0,16,11
Deron Cherry,3,0,58,30
Kevin Clark,3,0,105,50
Hanford Dixon,3,0,5,6
Dave Duerson,3,0,0,0
Thomas Everett,3,0,22,21
David Fulcher,3,0,30,28
Duane Galloway,3,0,46,30
Darrell Green,3,0,65,56
Delton Hall,3,1,29,25
Harry Hamilton,3,0,25,25
John Harris,3,0,20,14
Mark Haynes,3,1,39,25
Tommy Haynes,3,0,7,7
Bryan Hinkle,3,0,15,8
Carl Howard,3,0,29,29
Robert Jackson,3,0,49,29
Van Jakes,3,0,32,27
Melvin Jenkins,3,0,46,34
Paul Lankford,3,0,44,44
Carl Lee,3,0,53,36
Tony Lilly,3,0,29,24
Ronnie Lippett,3,2,103,45
Clay Matthews,3,1,62,36
Brett Maxie,3,0,17,10
Bruce McNorton,3,0,20,20
Karl Mecklenburg,3,0,23,16
Rich Miano,3,0,24,21
Jim Bob Morris,3,0,135,73
Ron Pitts,3,0,19,12
Randy Robbins,3,0,9,9
Eugene Robinson,3,0,75,44
Kevin Ross,3,0,40,40
Jim Ryan,3,0,7,5
Lawrence Taylor,3,0,16,15
Stacey Toran,3,1,48,48
Paul Tripoli,3,1,17,15
Willie Tullis,3,0,0,0
Alvin Walton,3,0,28,24
Andre Waters,3,0,63,63
John Anderson,2,0,22,13
Jim Bowman,2,0,3,3
Louis Breeden,2,0,49,44
Jerome Brown,2,0,7,6
Steve Brown,2,0,45,35
Derrick Burroughs,2,0,11,14
Raymond Clayborn,2,0,24,24
Monte Coleman,2,0,53,28
Mark Collins,2,0,28,28
Evan Cooper,2,0,0,0
Nolan Cromwell,2,0,28,28
David Croudip,2,0,40,40
Eugene Daniel,2,0,34,34
Maurice Douglass,2,0,0,0
Ron Francis,2,1,18,18
Bobby Futrell,2,0,46,23
Ernest Gibson,2,0,17,17
Charles Glaze,2,0,53,53
Tim Gordon,2,0,28,27
Cornell Gowdy,2,1,50,45
Jerry Gray,2,0,35,35
Larry Griffin,2,0,2,2
Mark Harper,2,0,16,16
Mike Haynes,2,0,9,7
Andy Headen,2,0,25,20
Terry Hoage,2,0,3,3
Liffort Hobley,2,0,7,7
Johnny Holland,2,0,4,4
Issiac Holt,2,0,7,7
Trell Hooper,2,0,11,11
Charles Huff,2,0,14,14
Ricky Hunley,2,1,64,52
LeRoy Irvin,2,1,47,47
Ray Isom,2,0,67,38
Rickey Jackson,2,0,4,4
Bryant Jones,2,0,26,23
Rod Jones,2,0,9,9
Seth Joyner,2,0,42,29
William Judson,2,0,11,10
Michael Kullman,2,0,25,13
Robert Lyles,2,0,42,27
Cedric Mack,2,0,0,0
Tim McKyer,2,0,0,0
Dana McLemore,2,0,35,25
Mike Merriweather,2,0,26,15
Robert Moore,2,0,23,18
Reggie Phillips,2,0,1,1
George Radachowsky,2,0,45,45
Scott Radecic,2,0,4,4
Tate Randle,2,0,16,11
Ron Rivera,2,0,19,15
Freddie Robinson,2,0,86,68
Mark Robinson,2,0,42,25
Chris Rockins,2,0,25,15
Daryl Smith,2,0,0,0
Dennis Smith,2,0,21,15
Scott Studwell,2,0,26,14
Kevin Walker,2,1,30,30
Herb Welch,2,0,7,7
Jimmy Williams,2,0,51,48
Rick Woods,2,0,63,42
Stefon Adams,1,0,8,8
Patrick Allen,1,0,37,24
Eddie Anderson,1,0,58,58
Carl Banks,1,0,0,0
Chip Banks,1,0,20,20
Anthony Bell,1,0,13,13
Charles Benson,1,0,2,2
Carl Brazley,1,0,0,0
Jim Britt,1,0,-1,4
Cedrick Brown,1,0,9,7
Bud Brown,1,0,0,0
Donald Brown,1,0,4,4
Trent Bryant,1,0,0,0
Barney Bussey,1,0,0,0
Tony Caldwell,1,0,4,4
Alphonso Carreker,1,0,6,6
Carl Carter,1,0,0,0
Scott Case,1,0,12,12
Raphel Cherry,1,0,2,2
Steve Clark,1,0,23,23
Will Cokeley,1,0,4,4
Robin Cole,1,0,0,0
Johnie Cooks,1,0,2,2
Louis Cooper,1,0,0,0
Matt Courtney,1,0,30,30
Tom Cousineau,1,0,11,11
Bob Crable,1,0,8,8
Craig Curry,1,0,0,0
Lee Davis,1,0,7,7
Wayne Davis,1,0,0,0
Rick Dennison,1,0,10,10
Dan DeRose,1,0,10,10
Dave Edwards,1,0,0,0
Carl Ekern,1,0,7,7
Byron Evans,1,0,12,12
Jim Fahnhorst,1,0,0,0
Steve Gage,1,0,7,7
Brian Gant,1,0,5,5
Shaun Gayle,1,1,20,20
Antonio Gibson,1,0,17,17
Dennis Gibson,1,0,5,5
Nesby Glasgow,1,0,0,0
Alex Green,1,0,0,0
George Greene,1,0,11,11
Kevin Greene,1,1,25,25
Neal Guggemos,1,0,26,26
Alvin Hall,1,0,0,0
Anthony Harrison,1,0,0,0
Jim Haslett,1,0,9,9
Jo Jo Heath,1,0,35,35
Cliff Hicks,1,0,9,9
Kenny Hill,1,0,1,1
Marc Hogan,1,0,5,5
Darryl Holmes,1,0,4,4
Jerry Holmes,1,0,20,20
Tom Holmoe,1,0,0,0
Alvin Horn,1,0,28,28
David Howard,1,0,1,1
Patrick Hunter,1,0,3,3
Kirby Jackson,1,0,36,36
Vestee Jackson,1,0,0,0
Roland James,1,0,27,27
Jim Jeffcoat,1,1,26,26
Eddie Johnson,1,0,11,11
Holbert Johnson,1,0,49,49
Johnnie Johnson,1,0,0,0
Kenneth Johnson,1,0,2,2
Mike Johnson,1,0,3,3
Richard Johnson,1,0,0,0
Vaughan Johnson,1,0,0,0
E.J. Junior,1,0,25,25
Bobby Kemp,1,0,11,11
Linden King,1,0,8,8
Scott Leach,1,0,10,10
Mark Lee,1,0,0,0
Albert Lewis,1,0,0,0
Eugene Lockhart,1,0,13,13
Fletcher Louallen,1,0,16,16
Tim Lucas,1,0,11,11
Von Mansfield,1,0,14,14
Derrick Martin,1,0,12,12
Mark Mathis,1,0,4,4
Milt McColl,1,0,0,0
Bruce McCray,1,1,23,23
Rod McSwain,1,0,17,17
James Melka,1,0,0,0
Matt Millen,1,0,6,6
Michael Mitchell,1,0,17,17
Sankar Montoute,1,0,0,0
Gary Moss,1,0,18,18
Paul Moyer,1,0,0,0
Tony Newsom,1,0,-3,-3
Rob Niehoff,1,0,19,19
Tory Nixon,1,0,5,5
Brian Noble,1,0,10,10
Peter Noga,1,1,60,60
