Team,FR TD,SFTY,INT TD
Cardinals,3,1,0
Falcons,2,0,1
Bengals,2,1,1
Vikings,2,2,5
Bills,1,1,1
Browns,1,1,1
Lions,1,0,2
Raiders,1,0,1
Dolphins,1,0,0
Giants,1,1,2
Chargers,1,0,1
Seahawks,1,0,1
Bears,0,1,0
Cowboys,0,1,1
Broncos,0,0,0
Packers,0,2,0
Oilers,0,2,2
Colts,0,0,1
Chiefs,0,3,0
Rams,0,1,1
Patriots,0,0,0
Saints,0,2,0
Jets,0,1,3
Eagles,0,2,0
Steelers,0,1,2
49ers,0,1,0
Buccaneers,0,1,1
Redskins,0,1,0
