Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Commanders,545,354,65,6.8,3692,21,15,85.8,168,30.8,43,4,51T,59,403
Chiefs,531,357,67.2,7,3738,26,15,92,189,35.6,43,5,54T,21,159
Browns,525,295,56.2,6,3162,16,18,69.9,137,26.1,38,11,59,40,274
Vikings,519,354,68.2,7.2,3713,25,12,95.2,180,34.7,52,5,62,35,230
Chargers,514,334,65,7,3619,24,8,94.6,172,33.5,48,7,79,34,287
Bengals,512,352,68.8,6.9,3549,22,10,94.4,174,34,38,9,76,38,267
Jaguars,509,338,66.4,7.1,3614,18,10,90.6,161,31.6,45,8,65T,34,198
Cowboys,504,348,69,7.4,3753,28,8,102.6,185,36.7,53,4,60,33,230
Saints,504,332,65.9,6.8,3434,19,10,89.7,157,31.2,40,10,58T,29,196
Panthers,500,297,59.4,5.4,2727,11,9,74.1,129,25.8,26,4,48T,54,419
Lions,499,335,67.1,7.5,3727,26,10,98.2,185,37.1,59,6,48,28,178
Rams,491,296,60.3,7.1,3492,21,10,87.7,163,33.2,56,6,70T,27,189
Bills,490,325,66.3,7.2,3541,26,14,93.2,166,33.9,40,6,81T,19,116
Colts,490,307,62.6,6.8,3316,17,9,86.4,151,30.8,40,9,75,33,168
Packers,487,305,62.6,6.9,3382,25,11,90.9,168,34.5,44,6,77,28,222
Jets,487,289,59.3,5.8,2825,9,13,70.7,131,26.9,31,3,68T,61,445
Texans,485,302,62.3,8,3890,22,6,97.4,180,37.1,64,9,75,41,342
Seahawks,478,307,64.2,7.2,3461,18,12,87.9,154,32.2,45,6,73T,34,236
Patriots,468,298,63.7,6.1,2839,14,16,76.2,131,28,26,2,58T,36,222
Buccaneers,468,296,63.2,7.1,3315,24,8,94.3,155,33.1,51,10,75T,33,175
Eagles,465,306,65.8,7.3,3379,19,12,90.1,161,34.6,44,7,63T,33,190
Dolphins,464,330,71.1,8.6,3995,26,11,106,185,39.9,51,11,78,26,153
Raiders,457,289,63.2,6.7,3061,16,18,78,148,32.4,29,4,50T,33,245
Cardinals,456,284,62.3,5.9,2706,12,11,77.4,136,29.8,27,3,69T,38,263
Bears,438,275,62.8,6.5,2835,17,14,81,141,32.2,36,4,58,41,266
Steelers,435,270,62.1,6.2,2705,10,9,78.8,127,29.2,32,4,72T,31,226
Falcons,430,266,61.9,7.1,3048,13,11,82.6,151,35.1,39,7,60T,36,237
Titans,414,250,60.4,7.2,2996,11,10,81.4,131,31.6,50,10,70,50,340
Giants,411,270,65.7,6.2,2533,12,9,83.1,113,27.5,35,4,58,76,423
Broncos,410,272,66.3,6.9,2832,24,8,97.5,125,30.5,34,9,60T,40,213
Ravens,409,271,66.3,7.7,3143,18,7,96.9,142,34.7,42,8,80,34,198
49ers,391,272,69.6,9.8,3822,29,7,118,169,43.2,65,13,76T,26,145
