Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Mitch Lyons,14,3,42,0,0,0,17,0,0
Eric Metcalf,14,4,56,0,1,0,31,0,0
Qadry Ismail,13.8,4,55,0,0,0,19,0,0
Nicolas Luchey,13.6,8,109,0,1,0,24,0,1
Jerry Ellison,13,1,13,0,0,0,13,0,0
Sam Gash,13,1,13,0,0,0,13,0,0
Mark Harris,13,2,26,0,0,0,15,0,0
J.J. Johnson,13,2,26,0,0,0,19,0,0
Kwamie Lassiter,13,1,13,0,0,0,13,0,0
Kamil Loud,13,2,26,0,0,0,15,0,0
Raleigh McKenzie,13,1,13,0,0,0,13,0,0
Lamont Warren,12.5,2,25,0,0,0,16,0,0
Elijah Williams,12.3,3,37,0,0,0,18,0,0
Brett Bech,12,1,12,0,0,0,12,0,0
George Jones,12,1,12,0,0,0,12,0,0
Joey Kent,12,2,24,0,0,0,13,0,0
Chris McAlister,12,1,12,0,0,0,12,0,0
Detron Smith,12,1,12,0,0,0,11,0,0
Keith Washington,12,1,12,0,0,0,12,0,1
William Henderson,11.5,2,23,0,0,0,16,0,0
Greg DeLong,11,1,11,0,0,0,11,1,0
Lennox Gordon,11,1,11,0,0,0,11,0,0
Lonnie Johnson,11,1,11,0,0,0,11,0,0
Derek Loville,11,2,22,0,0,0,12,0,0
Ty Parten,11,1,11,0,0,0,11,0,0
Pat Tillman,11,3,33,0,0,0,18,0,1
Mike Sellers,10.7,3,32,0,0,0,16,0,0
James Jenkins,10,1,10,0,0,0,10,0,0
Joel Makovicka,10,1,10,0,0,0,10,0,0
Kris Mangum,10,2,20,0,0,0,13,0,0
Bill Schroeder,10,1,10,0,0,0,10,0,0
Rod Smith,10,1,10,0,0,0,10,0,0
Brian Kinchen,9.7,3,29,0,0,0,15,0,0
Brian Kozlowski,9.5,2,19,0,0,0,10,0,0
Keenan McCardell,9.5,2,19,0,0,0,10,1,0
Mark Campbell,9.3,3,28,0,0,0,10,0,0
John Burrough,9,1,9,0,0,0,9,0,0
Chris Dishman,9,1,9,0,0,0,9,0,0
Chris Fuamatu-Ma'afala,9,1,9,0,0,0,9,0,0
Kendall Gammon,9,1,9,0,0,0,9,0,0
Anthony Johnson,9,1,9,0,0,0,9,0,0
Brandon Noble,9,1,9,0,0,0,9,0,0
Tarek Saleh,8.6,5,43,0,0,0,14,0,0
Isaac Byrd,8,2,16,0,0,0,9,0,0
Bryan Still,8,1,8,0,0,0,8,0,0
Christian Fauria,7.5,2,15,0,0,0,8,0,0
Lorenzo Neal,7.5,2,15,0,0,0,14,0,0
Sedrick Irvin,7,3,21,0,1,0,21,0,0
Aaron Pierce,7,1,7,0,0,0,7,0,0
London Fletcher,6.5,2,13,0,0,0,13,0,0
Corey Chamblin,6,1,6,0,0,0,6,0,0
Bobby Collins,6,1,6,0,0,0,6,0,0
Adam Treu,6,1,6,0,0,0,6,0,1
Mike Vrabel,6,1,6,0,0,0,6,0,0
Luther Broughton,5,1,5,0,0,0,5,0,0
Ty Hallock,5,2,10,0,0,0,7,0,0
Ronnie Harris,5,1,5,0,0,0,5,0,0
Tony Peterson,5,2,10,0,0,0,10,0,1
Irv Smith,5,3,15,0,0,0,10,0,0
Tony Cline,4,2,8,0,0,0,8,0,0
Corey Dillon,4,1,4,0,0,0,4,0,0
Ben Lynch,4,1,4,0,0,0,4,0,0
Fred McCrary,4,1,4,0,0,0,4,0,0
Darren Sharper,4,1,4,0,0,0,4,0,0
Dexter Coakley,3,1,3,0,0,0,3,0,0
Aaron Craver,3,1,3,0,0,0,3,0,0
Greg Manusky,3,2,6,0,0,0,6,0,0
Andy McCollum,3,1,3,0,0,0,3,0,0
Wilmont Perry,3,2,6,0,0,0,16,0,0
Paul Shields,3,1,3,0,0,0,3,0,0
James Hodgins,2,2,4,0,0,0,4,0,0
Casey Wiegmann,2,1,2,0,0,0,2,0,0
Dre' Bly,1,1,1,0,0,0,1,1,0
Jammi German,1,1,1,0,0,0,1,0,0
Ed Smith,1,1,1,0,0,0,1,0,0
Chris Sullivan,1,1,1,0,0,0,1,0,0
Darryl Ashmore,0,1,0,0,0,0,0,0,0
Billy Austin,0,1,0,0,0,0,0,0,0
Larry Bowie,0,1,0,0,0,0,0,0,1
Andrew Jordan,0,1,0,0,0,0,0,0,0
Jimmy Kleinsasser,0,1,0,0,0,0,0,0,0
Rod Milstead,0,1,0,0,0,0,0,0,0
Charles Mincy,0,1,0,0,0,0,0,0,0
Daimon Shelton,0,1,0,0,0,0,0,0,0
Van Tuinei,0,1,0,0,0,0,0,0,0
Whit Marshall,-2,1,-2,0,0,0,-2,0,0
