Player,FF,FR,FR TD
Tony Brackens,8,2,0
Brian Dawkins,6,1,0
Jevon Kearse,6,1,1
Simeon Rice,6,1,0
Reggie Tongue,6,3,1
Cornelius Bennett,5,2,0
Lance Johnstone,5,1,1
Cedric Jones,5,0,0
Keith McKenzie,5,4,2
Kevin Carter,4,2,0
D'Marco Farr,4,0,0
Raylee Johnson,4,1,0
James Jones,4,1,0
Levon Kirkland,4,2,0
John Randle,4,3,0
Warren Sapp,4,2,0
Chuck Smith,4,1,0
Takeo Spikes,4,4,0
Troy Wilson,4,0,0
Shawn Barber,3,0,0
Peter Boulware,3,0,0
Chad Bratzke,3,1,0
Rob Burnett,3,0,0
Glenn Cadrez,3,3,1
Mark Carrier,3,1,0
Duane Clemons,3,4,0
Luther Elliss,3,2,1
Rob Fredrickson,3,1,0
Kenard Lang,3,1,0
Mo Lewis,3,1,0
Mike Mamula,3,2,0
Ronald McKinnon,3,1,0
Barry Minter,3,1,0
Mike Minter,3,2,0
Basil Mitchell,3,1,0
Keith Mitchell,3,1,0
Hardy Nickerson,3,0,0
John Parrella,3,0,0
Roman Phifer,3,0,0
Robert Porcher,3,0,0
Ron Rice,3,1,0
Eddie Robinson,3,3,0
Bruce Smith,3,1,0
Jessie Armstead,2,0,0
Robert Bailey,2,0,0
Champ Bailey,2,0,0
Aaron Beasley,2,0,0
Jason Belser,2,0,0
Joe Bowden,2,3,0
Derrick Brooks,2,2,0
Chad Brown,2,1,0
Junior Bryant,2,1,1
Marco Coleman,2,1,1
John Copeland,2,0,0
Bryan Cox,2,1,0
Ray Crockett,2,1,0
Chris Doleman,2,2,0
Chad Eaton,2,3,1
Greg Ellis,2,1,1
Jason Ferguson,2,0,0
Mark Fields,2,1,0
Jason Fisk,2,0,0
Corey Fuller,2,2,0
Barry Gardner,2,1,0
Sean Gilbert,2,0,0
Kevin Hardy,2,1,0
Artrell Hawkins,2,1,0
Rodney Heath,2,2,0
Jimmy Hitchcock,2,0,0
Warrick Holdman,2,1,0
John Holecek,2,0,0
Calvin Jackson,2,0,0
DeRon Jenkins,2,0,0
Mike A. Jones,2,2,1
Cortez Kennedy,2,0,0
Ty Law,2,1,0
Lonnie Marts,2,2,0
Ricardo McDonald,2,0,0
Ray Mickens,2,0,0
Gabe Northern,2,1,1
Perry Phenix,2,0,0
Joey Porter,2,2,1
Darryl Pounds,2,1,0
Trevor Pryce,2,1,0
Ike Reese,2,0,0
Dwayne Rudd,2,1,0
Tracy Scroggins,2,2,0
Kato Serwanga,2,1,0
Dainon Sidney,2,0,0
Michael Sinclair,2,1,0
Maa Tanuvasa,2,0,0
John Thierry,2,0,0
Derrick Thomas,2,1,0
Orlando Thomas,2,1,0
William Thomas,2,1,0
Jared Tomich,2,0,0
Jeremiah Trotter,2,1,0
Troy Vincent,2,0,0
Marquis Walker,2,0,0
Dean Wells,2,0,0
Alfred Williams,2,0,0
Al Wilson,2,2,0
Jerome Woods,2,1,0
Donnie Abraham,1,0,0
Chidi Ahanotu,1,0,0
Ink Aleaga,1,0,0
Steve Atwater,1,0,0
Jerry Azumah,1,0,0
