Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Steve Beuerlein,4436,7.8,571,343,60.1,36,15,94.6,208,36.4,61,9,88,50,280
Kurt Warner,4353,8.7,499,325,65.1,41,13,109.2,196,39.3,60,16,75,29,201
Peyton Manning,4135,7.8,533,331,62.1,26,15,90.7,198,37.2,56,11,80,14,116
Brett Favre,4091,6.9,595,341,57.3,22,23,74.7,194,32.6,52,11,74,35,223
Brad Johnson,4005,7.7,519,316,60.9,24,13,90,177,34.1,62,14,65,29,177
Drew Bledsoe,3985,7.4,539,305,56.6,19,21,75.6,184,34.1,50,13,68,55,342
Rich Gannon,3840,7.5,515,304,59,24,14,86.6,195,37.9,52,7,50,49,241
Elvis Grbac,3389,6.8,499,294,58.9,22,15,81.6,163,32.7,35,6,86,26,170
Jon Kitna,3346,6.8,495,270,54.6,23,16,77.7,166,33.5,45,5,51,32,198
Doug Flutie,3171,6.6,478,264,55.2,19,16,75,156,32.6,40,7,54,26,176
Mark Brunell,3060,6.9,441,259,58.7,14,9,82,154,34.9,39,8,62,29,174
Brian Griese,3032,6.7,452,261,57.7,14,14,75.6,138,30.5,37,6,88,27,176
Troy Aikman,2964,6.7,442,263,59.5,17,12,81.1,126,28.5,36,7,90,19,130
Jeff George,2816,8.6,329,191,58,23,12,94.2,120,36.5,44,9,80,28,228
Jim Harbaugh,2761,6.4,434,249,57.4,10,14,70.6,130,30,34,10,80,37,208
Jeff Blake,2670,6.9,389,215,55.3,16,12,77.6,124,31.9,27,7,76,30,168
Jeff Garcia,2544,6.8,375,225,60,11,11,77.9,133,35.5,28,7,62,15,104
Dan Marino,2448,6.6,369,204,55.3,12,17,67.4,120,32.5,37,5,62,9,66
Tim Couch,2447,6.1,399,223,55.9,15,13,73.2,107,26.8,28,6,78,56,359
Chris Chandler,2339,7.6,307,174,56.7,16,11,83.5,113,36.8,36,6,60,32,230
Kerry Collins,2318,7,331,190,57.4,8,11,73.3,116,35,25,4,80,16,112
Steve McNair,2179,6.6,331,187,56.5,12,8,78.6,101,30.5,26,6,65,16,74
Tony Banks,2136,6.7,320,169,52.8,17,8,81.2,93,29.1,28,9,76,33,190
Gus Frerotte,2117,7.4,288,175,60.8,9,7,83.6,90,31.2,26,7,77,28,202
Jake Plummer,2111,5.5,381,201,52.8,9,24,50.8,110,28.9,21,4,63,27,152
Charlie Batch,1957,7.2,270,151,55.9,13,7,84.1,89,33,28,8,74,36,186
Billy Joe Tolliver,1916,7.2,268,139,51.9,7,16,58.9,83,31,31,6,57,19,152
Kent Graham,1697,6.3,271,160,59,9,9,74.6,81,29.9,21,2,56,26,184
Ray Lucas,1678,6.2,272,161,59.2,14,6,85.1,82,30.2,20,2,56,11,69
Shane Matthews,1645,6,275,167,60.7,10,6,80.6,85,30.9,18,1,56,13,79
Mike Tomczak,1625,6.3,258,139,53.9,12,8,75.8,78,30.2,20,1,49,15,104
Trent Dilfer,1619,6.6,244,146,59.8,11,11,75.8,78,32,15,4,62,26,189
Randall Cunningham,1475,7.4,200,124,62,8,9,79.1,71,35.5,26,2,61,15,101
Cade McNown,1465,6.2,235,127,54,8,10,66.7,65,27.7,18,6,80,18,94
Kordell Stewart,1464,5.3,275,160,58.2,6,10,64.9,80,29.1,11,2,42,22,131
Neil O'Donnell,1382,7.1,195,116,59.5,10,5,87.6,65,33.3,22,1,54,9,63
Damon Huard,1288,6,216,125,57.9,8,4,79.8,68,31.5,12,2,69,28,185
Doug Pederson,1276,5.6,227,119,52.4,7,9,63,61,26.9,14,2,84,20,109
Jim Miller,1242,7.1,174,110,63.2,7,6,83.6,53,30.5,17,4,77,7,43
Rick Mirer,1062,6,176,95,54,5,9,60.4,47,26.7,15,2,50,22,102
Stoney Case,988,5.8,170,77,45.3,3,8,50.3,42,24.7,15,3,54,17,116
Billy Joe Hobert,970,6.1,159,85,53.5,6,6,68.9,43,27,9,3,90,11,79
Donovan McNabb,948,4.4,216,106,49.1,8,7,60.1,55,25.5,7,1,63,28,204
Dave Brown,944,5.6,169,84,49.7,2,6,55.9,39,23.1,14,4,71,18,130
Shaun King,875,6,146,89,61,7,4,82.4,41,28.1,10,1,68,11,78
Akili Smith,805,5.3,153,80,52.3,2,6,55.6,35,22.9,5,0,39,19,110
Erik Kramer,788,5.6,141,78,55.3,2,10,46.6,39,27.7,9,1,41,7,62
Tony Graziani,759,6.4,118,62,52.5,2,4,64.2,37,31.4,8,2,62,12,78
Jay Fiedler,656,7,94,61,64.9,2,2,83.5,40,42.6,5,0,25,7,47
Danny Kanell,593,7.1,84,42,50,4,4,69.2,29,34.5,7,2,52,5,37
Ty Detmer,548,6,91,47,51.6,4,2,75.7,27,29.7,9,0,35,4,26
Steve Stenstrom,536,5.4,100,54,54,0,4,52.8,22,22,5,0,32,10,66
Chris Miller,527,6.5,81,46,56.8,2,1,79.6,23,28.4,5,1,42,7,51
Jake Delhomme,521,6.9,76,42,55.3,3,5,62.4,24,31.6,5,2,51,6,42
Steve Young,446,5.3,84,45,53.6,3,4,60.9,17,20.2,4,1,53,8,63
Jason Garrett,314,4.9,64,32,50,3,1,73.3,13,20.3,5,0,37,5,21
Rob Johnson,298,8.8,34,25,73.5,2,0,119.5,16,47.1,4,1,42,1,9
Glenn Foley,283,9.4,30,18,60,2,0,113.6,13,43.3,7,1,49,6,34
Eric Zeier,270,4.9,55,32,58.2,0,1,63.4,12,21.8,1,0,38,5,36
Scott Mitchell,236,4.2,56,24,42.9,1,4,31.6,13,23.2,3,0,28,6,30
Danny Wuerffel,191,4,48,22,45.8,0,3,30.8,9,18.8,2,0,22,5,32
Koy Detmer,181,6.2,29,10,34.5,3,2,62.6,7,24.1,4,2,50,0,0
Tom Tupa,165,15,11,6,54.6,2,0,139.2,4,36.4,3,2,65,3,30
Joe Germaine,136,8.5,16,9,56.2,1,2,65.6,6,37.5,1,1,63,3,23
Rodney Peete,107,6.3,17,8,47.1,2,1,82.2,6,35.3,2,0,30,2,9
Vinny Testaverde,96,6.4,15,10,66.7,1,1,78.8,6,40,1,0,27,0,0
Paul Justin,91,6.5,14,9,64.3,0,0,82.7,5,35.7,1,0,27,1,3
Bubby Brister,87,4.4,20,12,60,0,3,30.6,7,35,0,0,11,0,0
Moses Moreno,78,11.1,7,5,71.4,0,0,108,2,28.6,1,1,45,1,3
Frank Wycheck,61,61,1,1,100,1,0,158.3,1,100,1,1,61,0,0
Steve Walsh,47,3.6,13,7,53.8,0,2,22.4,2,15.4,0,0,11,0,0
Matt Hasselbeck,41,4.1,10,3,30,1,0,77.5,2,20,0,0,19,1,9
Randy Moss,27,27,1,1,100,1,0,158.3,1,100,1,0,27,0,0
Michael Pittman,26,26,1,1,100,0,0,118.8,1,100,1,0,26,0,0
Scott Covington,23,4.6,5,4,80,0,0,85.8,1,20,0,0,8,0,0
Jerome Bettis,21,21,1,1,100,1,0,158.3,1,100,1,0,21,0,0
Warren Moon,20,6.7,3,1,33.3,0,0,57.6,1,33.3,1,0,20,0,0
Mark Royals,17,8.5,2,1,50,0,0,79.2,1,50,0,0,17,0,0
Jeff Lewis,11,3.7,3,2,66.7,0,0,72.9,0,0,0,0,12,1,6
Bobby Hoying,10,2,5,2,40,0,0,47.9,1,20,0,0,7,0,0
Alex Van Pelt,9,9,1,1,100,0,0,104.2,1,100,0,0,9,0,0
Pete Gonzalez,8,8,1,1,100,0,0,100,0,0,0,0,8,0,0
Carl Pickens,6,6,1,1,100,0,0,91.7,1,100,0,0,6,0,0
Chris Greisen,4,0.7,6,1,16.7,0,0,39.6,0,0,0,0,4,0,0
Terry Kirby,2,2,1,1,100,0,0,79.2,0,0,0,0,2,0,0
Steve Bono,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Troy Brown,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brett Conway,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Marshall Faulk,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Charlie Garner,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Kevin Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Keyshawn Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,9
Robert Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Jerry Rice,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mikhael Ricks,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Deion Sanders,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Frank Sanders,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Torrance Small,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Lamar Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rod Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerald Sowell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Duce Staley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Lamont Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Ricky Williams,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Scott Zolak,0,0,4,0,0,0,0,39.6,0,0,0,0,0,0,0
