Player,INT,INT TD,INT Yds,Lng
Donnie Abraham,7,2,115,55
James Hasty,7,2,98,56
Sam Madison,7,1,164,42
Troy Vincent,7,0,91,35
Rod Woodson,7,2,195,66
Ashley Ambrose,6,0,27,16
Aaron Beasley,6,2,200,93
Marcus Coleman,6,1,165,98
Percy Ellsworth,6,0,80,26
Todd Lyght,6,1,112,57
Mike McKenzie,6,0,4,4
Lance Schulters,6,1,127,64
Matt Stevens,6,0,61,25
Champ Bailey,5,1,55,59
Eric Davis,5,0,49,16
Cris Dishman,5,1,95,47
Donnie Edwards,5,1,50,28
Victor Green,5,0,92,32
Tory James,5,0,59,45
Chris McAlister,5,0,28,21
Ron Rice,5,0,82,33
Shawn Springs,5,0,77,42
Duane Starks,5,1,59,43
Willie Williams,5,1,43,40
Jay Bellamy,4,0,4,7
Derrick Brooks,4,0,61,38
Ray Buchanan,4,1,81,52
Dexter Coakley,4,1,119,46
Donovin Darius,4,0,37,29
Brian Dawkins,4,1,127,67
Antuan Edwards,4,1,26,26
Al Harris,4,1,151,84
Mike A. Jones,4,2,96,44
Darryll Lewis,4,0,9,5
Dexter McCleon,4,0,17,14
Lawyer Milloy,4,0,17,17
Samari Rolle,4,0,65,30
Scott Shields,4,0,75,25
Jimmy Spencer,4,0,1,1
Bobby Taylor,4,1,59,28
Dewayne Washington,4,0,1,1
Darryl Williams,4,0,41,21
Tyrone Williams,4,0,12,12
Eric Allen,3,0,33,31
Dre' Bly,3,1,53,53
Terrell Buckley,3,0,3,18
Chris Canty,3,0,26,19
Mark Carrier,3,0,16,16
Chris Carter,3,0,13,8
Willie Clay,3,0,32,24
Terry Fair,3,1,49,41
Aaron Glenn,3,0,20,12
Darrien Gordon,3,0,44,28
Darrell Green,3,0,33,25
Robert Griffith,3,0,0,0
Duane Hawthorne,3,0,-2,-2
Rodney Heath,3,1,72,58
Chris Hudson,3,0,28,28
Kerry Joseph,3,0,82,40
Ray Lewis,3,0,97,60
Mike Minter,3,0,69,44
Keith Mitchell,3,0,22,18
Tyrone Poole,3,0,85,38
Darryl Pounds,3,0,37,25
Izell Reese,3,0,28,24
Eugene Robinson,3,0,7,7
Bill Romanowski,3,1,35,18
Deion Sanders,3,0,2,2
Kurt Schulz,3,0,26,26
Kato Serwanga,3,0,2,2
Darren Sharper,3,0,12,9
Dainon Sidney,3,0,12,7
George Teague,3,2,127,95
Eric Turner,3,0,43,24
Eric Warfield,3,0,0,0
Brent Alexander,2,0,18,18
Taje Allen,2,0,76,40
Jessie Armstead,2,0,35,31
Robert Bailey,2,0,39,31
Ronde Barber,2,0,60,43
Shawn Barber,2,1,70,70
Greg Biekert,2,0,57,36
