Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Edgerrin James,1553,369,13,9,4,72,79,21.4,6
Curtis Martin,1464,367,5,9,1,50,84,22.9,1
Stephen Davis,1405,290,17,7,3,76,84,29,3
Emmitt Smith,1397,329,11,10,2,63,85,25.8,4
Marshall Faulk,1381,253,7,9,3,58,65,25.7,2
Eddie George,1304,320,9,5,1,40,66,20.6,5
Duce Staley,1273,325,4,7,0,29,50,15.4,5
Charlie Garner,1229,241,4,12,2,53,51,21.2,3
Ricky Watters,1210,325,5,6,2,45,49,15.1,3
Corey Dillon,1200,263,5,12,1,50,61,23.2,3
Olandis Gary,1159,276,7,8,3,71,59,21.4,2
Jerome Bettis,1091,299,7,5,0,35,64,21.4,2
Dorsey Levens,1034,279,9,4,0,36,56,20.1,5
Robert Smith,1015,221,2,6,1,70,40,18.1,1
Mike Alstott,949,242,7,7,0,30,47,19.4,6
Tyrone Wheatley,936,242,8,5,0,30,38,15.7,3
James Stewart,931,249,13,3,3,44,51,20.5,4
Curtis Enis,916,287,3,0,0,19,54,18.8,3
Terry Allen,896,254,8,4,0,39,42,16.5,7
Ricky Williams,884,253,2,4,0,25,45,17.8,6
Errict Rhett,852,236,5,4,1,52,38,16.1,0
Fred Taylor,732,159,6,5,2,52,38,23.9,0
Tim Biakabutuka,718,138,6,8,4,67,27,19.6,2
Napoleon Kaufman,714,138,2,4,3,75,32,23.2,1
Jonathan Linton,695,205,5,0,0,18,44,21.5,4
Donnell Bennett,627,161,8,3,1,44,38,23.6,1
Warrick Dunn,616,195,0,2,0,33,29,14.9,3
Antowain Smith,614,165,6,5,1,52,27,16.4,4
Richard Huntley,567,93,5,5,1,52,28,30.1,3
J.J. Johnson,558,164,4,1,0,34,26,15.8,2
Leroy Hoard,555,138,10,3,1,53,39,28.3,3
Adrian Murrell,553,193,0,2,0,22,25,13,2
Greg Hill,542,144,2,6,2,45,20,13.9,1
Priest Holmes,506,89,1,3,2,72,20,22.5,0
Doug Flutie,476,88,1,4,0,24,31,35.2,2
Fred Lane,475,115,1,2,1,41,28,24.4,1
Terry Kirby,452,130,6,2,0,28,26,20,3
Ken Oxendine,452,141,1,1,0,20,23,16.3,5
Abdul-Karim al-Jabbar,445,143,1,1,0,21,20,14,0
Cecil Collins,414,131,2,1,0,25,20,15.3,2
Bam Morris,414,120,3,2,0,24,16,13.3,2
Chris Warren,403,99,2,3,0,25,26,26.3,4
Tony Richardson,387,84,1,4,0,26,28,33.3,1
Byron Hanspard,383,136,1,0,0,15,20,14.7,1
Jermaine Fazande,365,91,2,2,1,54,16,17.6,2
Joe Montgomery,348,115,3,0,0,14,22,19.1,2
Steve McNair,337,72,8,1,0,38,34,47.2,1
Jeff Blake,332,63,2,0,0,16,24,38.1,6
Donovan McNabb,313,47,0,5,0,27,16,34,2
Michael Basnight,308,62,0,4,1,46,12,19.4,1
Rich Gannon,298,46,2,4,0,39,14,30.4,2
Ron Rivers,295,82,0,2,0,37,15,18.3,0
Robert Holcombe,294,78,4,2,0,34,17,21.8,2
Michael Pittman,289,64,2,2,1,58,11,17.2,2
Kenny Bynum,287,92,1,1,0,25,18,19.6,1
Natrone Means,277,112,4,0,0,15,16,14.3,0
Fred Beasley,276,58,4,2,1,44,18,31,2
Tim Couch,267,40,1,2,1,40,15,37.5,7
Tiki Barber,258,62,0,1,0,30,12,19.4,1
Kordell Stewart,258,56,2,1,0,21,12,21.4,1
Skip Hicks,257,78,3,1,0,24,13,16.7,1
Rashaan Shehee,238,65,1,0,0,18,11,16.9,0
Jeff Garcia,231,45,2,1,0,25,13,28.9,1
Kevin Faulk,227,67,1,1,1,43,7,10.4,3
Brian Mitchell,220,40,1,0,0,16,12,30,0
Terrell Davis,211,67,2,1,0,26,11,16.4,1
Mark Brunell,208,47,1,0,0,15,18,38.3,3
Lamar Smith,205,60,0,1,0,24,13,21.7,1
Derek Loville,203,40,1,2,0,36,9,22.5,1
Mario Bates,202,72,9,0,0,16,23,31.9,0
De'Mond Parker,184,36,2,3,0,26,11,30.6,0
Kimble Anders,181,32,0,3,1,46,6,18.8,1
Wilmont Perry,180,48,0,2,0,22,8,16.7,0
Justin Watson,179,47,0,1,0,21,8,17,2
Gary Brown,177,55,0,1,0,28,10,18.2,1
Bob Christian,174,38,5,1,0,33,15,39.5,0
Rodney Thomas,164,43,1,1,0,22,8,18.6,0
Cade McNown,160,32,0,0,0,18,11,34.4,3
Stanley Pritchett,158,47,1,1,0,25,11,23.4,0
Thurman Thomas,152,36,0,1,0,31,10,27.8,0
Trent Dilfer,144,35,0,2,0,28,13,37.1,1
Ray Lucas,144,41,1,1,0,21,8,19.5,6
Lawrence Phillips,144,30,2,1,1,68,8,26.7,0
LeShon Johnson,143,61,2,0,0,17,8,13.1,2
Brett Favre,142,28,0,1,0,20,11,39.3,1
Billy Joe Tolliver,142,26,3,1,0,33,12,46.2,4
Stoney Case,141,36,3,2,0,28,11,30.6,1
Charles Way,141,49,2,0,0,17,10,20.4,0
Brian Griese,138,46,2,2,0,23,16,34.8,10
Chuck Evans,134,38,0,0,0,12,6,15.8,0
Sedrick Irvin,133,36,4,1,1,51,10,27.8,2
Bernie Parmalee,133,27,0,0,0,18,7,25.9,0
Kent Graham,132,35,1,0,0,17,11,31.4,1
Mike Cloud,128,35,0,0,0,14,7,20,0
Sean Bennett,126,29,1,2,1,40,5,17.2,0
Terrell Fletcher,126,48,0,0,0,16,4,8.3,1
Jim Harbaugh,126,34,0,0,0,16,9,26.5,4
Steve Beuerlein,124,27,2,0,0,16,7,25.9,3
Damon Huard,124,28,0,1,0,25,9,32.1,1
Cory Schlesinger,124,43,0,0,0,16,9,20.9,3
Jake Plummer,121,39,2,0,0,17,12,30.8,4
Ahman Green,120,26,0,1,0,21,12,46.2,0
Lamont Warren,120,35,0,0,0,18,5,14.3,0
James Allen,119,32,0,0,0,13,6,18.8,0
Basil Mitchell,117,29,0,0,0,15,6,20.7,1
Akili Smith,114,19,1,1,0,24,6,31.6,2
Raghib Ismail,110,13,1,1,0,27,7,53.8,0
Glyn Milburn,102,16,1,2,1,49,5,31.2,0
Drew Bledsoe,101,42,0,1,0,25,11,26.2,1
Autry Denson,98,28,0,1,0,20,6,21.4,0
Tony Banks,93,24,0,0,0,12,8,33.3,1
Kurt Warner,92,23,1,1,0,22,5,21.7,2
Zack Crockett,91,45,4,0,0,7,17,37.8,0
Rick Mirer,89,21,1,0,0,12,4,19,2
Charlie Batch,87,28,2,0,0,12,8,28.6,0
Richie Anderson,84,16,0,0,0,16,4,25,0
Derrick Alexander,82,2,1,1,1,82,1,50,0
Tavian Banks,82,23,0,1,0,21,3,13,0
William Floyd,78,35,3,0,0,16,7,20,1
Eric Bieniemy,75,12,1,1,0,28,4,33.3,0
Terry Jackson,75,15,0,0,0,11,3,20,1
Peyton Manning,73,35,2,0,0,13,8,22.9,5
Jake Delhomme,72,11,2,1,0,27,6,54.6,0
Anthony Johnson,72,25,0,1,0,23,5,20,1
Moe Williams,69,24,1,0,0,10,6,25,0
Howard Griffith,66,17,1,0,0,13,6,35.3,0
Rob Johnson,61,8,0,1,0,25,3,37.5,0
Tremayne Stephens,61,24,3,0,0,9,6,25,1
Jamal Anderson,59,19,0,1,0,20,1,5.3,0
Randall Cunningham,58,10,0,0,0,14,5,50,1
Robert Chancey,57,14,0,0,0,11,3,21.4,0
Chris Chandler,57,16,1,0,0,14,6,37.5,5
Steve Young,57,11,0,0,0,14,3,27.3,1
Jon Kitna,56,35,0,0,0,10,3,8.6,7
Chris Howard,55,13,0,1,0,22,3,23.1,0
Larry Centers,51,13,0,0,0,12,3,23.1,0
Dave Brown,49,13,0,0,0,10,5,38.5,0
Travis Jervey,49,6,1,1,0,33,2,33.3,0
Amos Zereoue,48,18,0,0,0,8,3,16.7,0
Billy Joe Hobert,47,12,1,0,0,10,5,41.7,1
Az-Zahir Hakim,44,4,0,1,0,31,1,25,0
Randy Moss,43,4,0,0,0,15,3,75,0
Jeff George,41,16,0,0,0,17,2,12.5,1
Aaron Craver,40,17,0,0,0,8,2,11.8,1
Stacey Mack,40,7,0,0,0,19,1,14.3,0
Chris Miller,40,8,0,0,0,13,3,37.5,1
Reggie Brown,38,14,0,0,0,9,1,7.1,1
