Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Will Blackwell,39,1,39,0,1,0,39,1,0
Samari Rolle,23,1,23,0,1,0,23,0,0
Yancey Thigpen,21,1,21,0,1,0,21,0,0
Craig Yeast,20.9,10,209,2,2,2,86,6,1
Joey Galloway,18,3,54,0,1,0,21,1,0
Spencer George,18,1,18,0,0,0,18,0,0
Joe Horn,18,1,18,0,0,0,18,0,0
Robert Reed,16.3,3,49,0,1,0,21,0,0
Peerless Price,16,1,16,0,0,0,16,0,0
Charlie Rogers,14.4,22,318,1,4,2,94,18,3
Amani Toomer,14,1,14,0,0,0,14,0,0
Bobby Shaw,13.2,4,53,0,0,0,17,3,0
Jason Tucker,13,4,52,0,1,1,41,2,0
Tom Knight,12.7,3,38,0,1,0,27,1,0
Winslow Oliver,12.7,12,152,1,3,1,58,5,1
Nate Jacquet,12.5,28,351,0,6,1,45,0,1
Tamarick Vanover,12.3,51,627,2,7,2,84,18,3
Mac Cody,11.7,32,373,0,3,0,31,12,2
Desmond Howard,11.6,18,208,1,2,1,68,10,0
Glyn Milburn,11.5,30,346,0,4,1,54,19,1
Tiki Barber,11.5,44,506,1,6,1,85,13,3
Deion Sanders,11.5,30,344,1,3,2,76,1,0
Tim Dwight,11,20,220,1,2,1,70,12,0
Reggie Barlow,10.9,38,414,1,6,1,74,17,1
Troy Brown,10.7,38,405,0,5,1,52,13,1
Az-Zahir Hakim,10.5,44,461,1,7,1,84,22,5
Charlie Jones,10.3,9,93,0,1,0,33,6,1
Larry Parker,10.2,5,51,0,1,0,35,1,1
Kevin R. Williams,10,33,331,0,3,0,27,17,0
Kevin Lockett,10,1,10,0,0,0,10,0,0
Randy Moss,9.5,17,162,1,2,1,64,4,2
Terrence Wilkins,9.5,41,388,1,3,0,39,17,2
Darrien Gordon,9.4,42,397,0,5,1,78,14,3
Troy Edwards,9.4,25,234,0,2,1,48,4,3
Antuan Edwards,9,10,90,0,1,1,45,4,1
Kevin Faulk,9,10,90,0,1,0,20,4,0
Brian Stablein,9,1,9,0,0,0,9,0,0
Allen Rossum,8.9,28,250,0,3,0,39,17,3
Jacquez Green,8.9,23,204,0,2,0,31,14,1
David Boston,8.9,7,62,0,1,1,43,0,1
O.J. McDuffie,8.9,7,62,0,1,0,21,8,1
Terry Fair,8.8,11,97,0,1,0,36,4,0
Derrick Mason,8.6,26,225,1,1,1,65,15,0
Damon Griffin,8.5,23,195,0,2,0,34,3,2
George Coghill,8.3,3,25,0,0,0,10,1,0
Iheanyi Uwaezuoke,8.3,18,150,0,1,0,20,9,1
Brian Mitchell,8.3,40,332,0,2,0,33,14,0
Jermaine Lewis,7.9,57,452,0,5,0,33,18,1
David Palmer,7.8,12,93,0,0,0,18,5,0
Karl Williams,7.6,20,153,0,1,0,30,12,2
Charles Jordan,7.6,10,76,0,0,0,15,5,0
Chris Watson,7.6,44,334,1,4,1,81,8,4
Dedric Ward,7.6,38,288,0,2,0,23,12,2
Sedrick Irvin,7.5,2,15,0,0,0,15,0,0
Eddie Kennison,7.4,35,258,0,0,0,18,23,5
Travis McGriff,7.1,7,50,0,1,0,20,1,1
Chris Penn,7,21,148,0,0,0,18,19,2
Mike Logan,7,1,7,0,0,0,7,0,0
Eric Metcalf,7,34,238,0,2,0,30,18,2
Jeff Ogden,7,4,28,0,0,0,10,2,0
Keenan McCardell,6.8,6,41,0,0,0,19,4,0
Kevin Johnson,6.7,19,128,0,0,0,15,10,1
David Dunn,6.2,4,25,0,0,0,13,1,2
Corey Sawyer,6.2,4,25,0,0,0,11,1,0
Leon Johnson,6,1,6,0,0,0,6,1,0
Roell Preston,5.9,12,71,0,0,0,12,10,0
Wane McGarity,5.3,3,16,0,0,0,9,4,0
Torry Holt,5,3,15,0,0,0,11,2,0
R.W. McQuarters,5,18,90,0,1,0,32,3,0
Yo Murphy,4.7,3,14,0,0,0,7,0,1
Damon Gibson,4.5,2,9,0,0,0,8,2,0
Courtney Hawkins,4.4,11,49,0,0,0,14,6,0
Tony Horne,4.4,5,22,0,0,0,9,0,0
Isaac Byrd,4,2,8,0,0,0,8,0,0
Michael Pittman,4,4,16,0,0,0,7,0,1
Dainon Sidney,4,1,4,0,0,0,4,0,0
Willie Jackson,3,2,6,0,0,0,8,1,0
Anthony Johnson,3,1,3,0,0,0,3,0,0
Mark Harris,2,4,8,0,0,0,5,2,1
Hines Ward,2,1,2,0,0,0,2,0,0
Terrell Buckley,1.6,8,13,0,0,0,8,5,1
Reggie Givens,0,1,0,0,0,0,0,0,1
Charles Johnson,0,1,0,0,0,0,0,0,1
J.J. McCleskey,0,1,0,0,0,0,0,0,0
Basil Mitchell,0,2,0,0,0,0,0,0,1
Darryl Pounds,0,1,0,0,0,0,0,0,1
Scott Turner,0,1,0,0,0,0,0,0,0
Rod Woodson,0,2,0,0,0,0,7,2,1
