Team,FR TD,SFTY,INT TD
Falcons,0,0,0
Ravens,0,0,1
Bills,0,2,2
Panthers,0,0,1
Bears,0,0,1
Bengals,0,1,1
Browns,0,0,1
Cowboys,0,0,2
Broncos,0,0,0
Lions,0,1,3
Packers,0,0,1
Titans,0,0,2
Texans,0,0,0
Colts,0,1,1
Jaguars,0,0,2
Chiefs,0,1,0
Rams,0,1,2
Raiders,0,1,2
Dolphins,0,0,1
Vikings,0,0,6
Patriots,0,0,3
Saints,0,1,3
Giants,0,0,3
Jets,0,0,0
Eagles,0,0,0
Cardinals,0,0,6
Steelers,0,0,2
Chargers,0,0,2
Niners,0,1,0
Seahawks,0,1,1
Buccaneers,0,0,1
Redskins,0,2,2
