Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Dolphins,613,2960,4.8,26,0,0,45T,170,27.7,0
Packers,544,2127,3.9,17,0,0,41T,109,20,0
Bears,536,2360,4.4,15,0,0,57T,124,23.1,0
Giants,524,2022,3.9,16,0,0,45,120,22.9,0
Raiders,521,2376,4.6,20,0,0,45T,145,27.8,0
Redskins,513,2082,4.1,17,0,0,38T,110,21.4,0
Bills,512,2132,4.2,11,0,0,94T,104,20.3,0
Chargers,504,1995,4,12,0,0,41,123,24.4,0
Falcons,500,2092,4.2,16,0,0,56T,113,22.6,0
Cowboys,499,2124,4.3,17,0,0,41T,118,23.6,0
Steelers,497,2520,5.1,22,0,0,75,131,26.4,0
Bengals,491,1996,4.1,16,0,0,43T,112,22.8,0
Chiefs,476,1915,4,6,0,0,51,118,24.8,0
Lions,473,2021,4.3,20,0,0,38T,120,25.4,0
Rams,472,2209,4.7,17,0,0,68,113,23.9,0
Vikings,472,1740,3.7,11,0,0,43,95,20.1,0
Colts,462,1894,4.1,10,0,0,36,97,21,0
Jets,461,2010,4.4,18,0,0,40T,106,23,0
Browns,453,1793,4,13,0,0,27T,102,22.5,0
49ers,445,1616,3.6,11,0,0,33,87,19.6,0
Broncos,409,1838,4.5,17,0,0,66,87,21.3,0
Eagles,398,1393,3.5,2,0,0,34,78,19.6,0
Oilers,397,1518,3.8,7,0,0,43T,80,20.2,0
Patriots,386,1532,4,13,0,0,41T,86,22.3,0
Cardinals,361,1229,3.4,9,0,0,19,68,18.8,0
Saints,337,1230,3.6,5,0,0,27,83,24.6,0
