Team,FF,FR,FR TD
Seahawks,27,18,2
Falcons,25,25,4
Chiefs,22,20,1
Buccaneers,21,14,0
Colts,19,11,0
Cardinals,18,19,0
49ers,18,12,0
Cowboys,17,12,1
Jaguars,17,17,2
Saints,17,11,4
Panthers,16,14,0
Bears,16,14,1
Raiders,16,14,1
Giants,16,7,0
Vikings,15,15,2
Steelers,15,13,0
Bills,14,13,1
Broncos,14,11,0
Lions,14,9,0
Packers,14,10,2
Dolphins,14,7,0
Jets,12,9,2
Bengals,11,7,1
Oilers,9,7,2
Rams,9,7,0
Eagles,9,8,0
Ravens,8,5,0
Patriots,8,7,0
Chargers,8,7,0
Redskins,8,7,0
