Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,131,51.6,149,26.6,1090
Bills,0,0,0,0,151,57.4,86,20.9,971
Bears,0,0,0,0,145,61.2,176,28.8,1085
Bengals,0,0,0,0,190,62.9,126,25,1062
Browns,0,0,0,0,128,57.7,119,22.3,983
Cowboys,0,0,0,0,206,59.9,95,20.6,1093
Broncos,0,0,0,0,192,58.4,113,22.7,1151
Lions,0,0,0,0,151,59.4,89,19.7,967
Packers,0,0,0,0,172,64.4,114,24.3,1034
Oilers,0,0,0,0,148,53.4,95,22.2,1000
Colts,0,0,0,0,130,55.3,132,27.2,989
Chiefs,0,0,0,0,159,59.6,78,18.2,983
Rams,0,0,0,0,131,56,115,22.9,963
Raiders,0,0,0,0,167,62.1,111,20.9,1081
Dolphins,0,0,0,0,218,63.6,117,26.4,1038
Vikings,0,0,0,0,188,60.4,95,23.4,1026
Patriots,0,0,0,0,154,60.4,127,22.5,1061
Saints,0,0,0,0,148,56.9,83,19.3,997
Giants,0,0,0,0,193,70.2,137,23.6,1130
Jets,0,0,0,0,204,67.3,119,21.1,1123
Eagles,0,0,0,0,190,65.5,82,19.2,1049
Cardinals,0,0,0,0,171,57.8,109,26.1,1014
Steelers,0,0,0,0,166,65.4,123,22.7,1088
Chargers,0,0,0,0,259,67.1,92,20.9,1112
49ers,0,0,0,0,178,53.8,139,29.1,1070
Seahawks,0,0,0,0,179,58.9,96,20.8,1090
Buccaneers,0,0,0,0,165,61.3,95,21.9,982
Redskins,0,0,0,0,158,56.4,147,25.7,1135
