Team,FF,FR,FR TD
Vikings,14,5,2
Steelers,13,8,1
Eagles,12,6,0
Texans,11,6,0
Colts,11,5,1
Bills,10,6,0
Broncos,10,7,1
Chiefs,10,8,1
Jets,10,6,1
Jaguars,9,7,0
Seahawks,9,7,0
Buccaneers,9,7,0
Ravens,8,5,0
Browns,8,6,1
Cowboys,8,3,1
Titans,8,4,0
Dolphins,8,5,0
Falcons,7,5,0
Bears,7,3,0
Chargers,7,9,0
Commanders,7,7,0
Bengals,6,6,0
Rams,6,4,0
Patriots,6,4,0
Cardinals,6,5,1
49ers,6,4,0
Lions,5,3,0
Raiders,5,2,0
Giants,5,4,0
Saints,4,6,0
Packers,3,3,0
Panthers,2,2,0
