Team,FR TD,SFTY,INT TD
Broncos,3,1,0
Bengals,2,0,1
Cardinals,2,0,1
Buccaneers,2,0,1
Falcons,1,1,2
Bills,1,0,2
Cowboys,1,2,0
Lions,1,1,1
Packers,1,0,0
Oilers,1,0,1
Rams,1,1,2
Raiders,1,0,3
Giants,1,1,1
Chargers,1,2,2
Seahawks,1,1,1
Redskins,1,0,1
Bears,0,1,2
Browns,0,0,1
Colts,0,0,1
Chiefs,0,0,1
Dolphins,0,1,0
Vikings,0,0,0
Patriots,0,1,1
Saints,0,1,2
Jets,0,1,2
Eagles,0,0,0
Steelers,0,0,1
49ers,0,0,0
