Team,FF,FR,FR TD
Falcons,0,20,1
Bills,0,17,1
Bears,0,14,0
Bengals,0,24,2
Browns,0,16,0
Cowboys,0,10,1
Broncos,0,18,3
Lions,0,12,1
Packers,0,14,1
Oilers,0,16,1
Colts,0,16,0
Chiefs,0,14,0
Rams,0,16,1
Raiders,0,22,1
Dolphins,0,14,0
Vikings,0,11,0
Patriots,0,23,0
Saints,0,16,0
Giants,0,17,1
Jets,0,19,0
Eagles,0,11,0
Cardinals,0,19,2
Steelers,0,15,0
Chargers,0,18,1
49ers,0,19,0
Seahawks,0,15,1
Buccaneers,0,24,2
Redskins,0,21,1
