Team,FF,FR,FR TD
Buccaneers,27,0,0
Lions,25,0,0
Steelers,25,0,0
Seahawks,25,0,0
Bears,24,0,0
Vikings,22,0,0
Broncos,21,0,0
Cowboys,20,0,0
Colts,20,0,0
Patriots,20,0,0
Chargers,19,0,0
Panthers,18,0,0
Texans,18,0,0
Redskins,18,0,0
Rams,17,0,0
Saints,17,0,0
Falcons,16,0,0
Bengals,16,0,0
Titans,16,0,0
Giants,16,0,0
Jaguars,15,0,0
Chiefs,14,0,0
Dolphins,14,0,0
Cardinals,14,0,0
Packers,13,0,0
Raiders,13,0,0
Bills,12,0,0
Browns,12,0,0
Niners,12,0,0
Ravens,11,0,0
Jets,10,0,0
Eagles,10,0,0
