Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Ray Guy,43.8,35.2,2394,68,64,2979,0,6,7,16,4,35,265,0,0
Herman Weaver,42,31.7,2537,81,61,3361,0,9,9,15,5,41,524,1,1
Tom Wittum,41.8,32.8,2194,70,64,2804,0,5,9,6,1,43,490,0,3
Marv Bateman,41.6,35,2137,63,74,2536,0,9,3,11,7,29,179,0,2
John James,41.5,34.2,3047,90,75,3696,0,7,9,13,6,53,389,0,1
Jerrel Wilson,41.4,31.4,1694,55,64,2233,0,16,3,5,2,27,439,0,1
Neil Clabo,41,32.6,2378,75,62,2997,0,5,8,10,1,47,419,0,2
Tom Blanchard,41,30.2,2781,95,61,3776,0,7,5,16,0,61,675,1,3
Dave Jennings,40.9,35,2663,76,64,3107,0,6,15,4,12,39,364,1,0
Mike Bragg,40.6,35.6,2564,72,63,2924,0,8,6,6,13,39,240,0,0
Don Cockroft,40.4,33,2708,83,67,3317,0,9,5,7,15,45,469,0,1
Spike Jones,40.3,31.5,2139,68,64,2742,0,7,2,6,3,50,483,1,0
Billy Van Heusen,39.9,28.9,1821,63,64,2515,0,7,5,8,4,39,534,1,0
David Lee,39.6,31,2669,87,62,3402,0,8,10,11,5,51,513,0,1
Dan Pastorini,39.5,33.2,2058,62,68,2447,0,7,4,7,5,39,249,0,0
Bobby Walden,39.4,34.2,2358,70,67,2717,0,12,9,8,3,36,199,0,1
Duane Carrell,39.4,31.3,2288,73,57,2874,0,8,6,9,5,45,406,0,0
Mitch Hoopes,39.4,33.2,2255,69,55,2676,0,9,5,8,8,37,261,0,1
Dave Green,39,31.6,2149,69,57,2655,0,8,7,6,4,42,386,1,1
Walter Payton,39,35,35,1,39,39,0,0,0,0,0,1,4,0,0
Bob Parsons,39,34.5,3207,93,60,3625,0,6,13,6,20,48,298,0,0
Mike Patrick,38.8,29.8,2470,83,62,3223,0,11,5,12,13,42,513,1,0
Larry Seiple,38.6,31.3,2033,65,61,2506,0,11,8,5,7,34,373,1,0
David Beverly,37.7,33.8,2634,78,55,2941,0,12,10,5,11,40,207,0,0
Jeff West,37.7,30.7,1963,65,58,2412,0,8,8,6,7,34,329,0,1
Dennis Partee,36.8,31.1,2457,80,56,2910,0,8,9,4,9,48,373,0,1
Greg Gantt,36.5,30.6,1808,62,71,2156,0,4,11,7,12,22,208,1,3
Jim McCann,35.2,30.6,429,15,52,493,0,1,2,0,1,9,64,0,1
Errol Mann,34,14,14,1,34,34,0,0,0,1,0,0,0,0,0
Merritt Kersey,32.6,28.1,422,15,50,489,0,0,3,1,3,8,47,0,0
Steve Broussard,31.8,26.2,761,32,51,922,0,3,4,2,4,13,121,0,3
Steve Crosby,28,28,28,1,28,28,0,1,0,0,0,0,0,0,0
Doug Dressler,25,25,100,4,30,100,0,0,2,0,2,0,0,0,0
George Hunt,24.2,24.2,218,9,35,218,0,6,3,0,0,0,0,0,0
