Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Randy Johnson,556,7,79,41,51.9,4,10,52,10,12.7,0,0,36,2,19
Jesse Freitas,525,4.8,110,49,44.6,5,5,55.3,16,14.6,0,0,42,20,138
Joe Gilliam,450,9.4,48,24,50,3,3,77.6,0,0,0,0,53,0,0
Tony Adams,445,5.8,77,36,46.8,2,4,52.1,21,27.3,0,0,32,11,85
Brian Sipe,427,4.8,88,45,51.1,1,3,54.5,5,5.7,0,0,22,8,58
Greg Landry,403,7.2,56,31,55.4,1,0,84.2,5,8.9,0,0,36,17,129
Pat Sullivan,380,5.4,70,28,40,3,5,42.6,8,11.4,0,0,49,8,52
Tom Owen,318,6.2,51,24,47.1,1,2,57.5,12,23.5,0,0,24,6,57
Ron Jaworski,302,6.3,48,24,50,0,2,52.6,5,10.4,0,0,25,9,75
John Reaves,297,5.8,51,25,49,2,3,55.8,9,17.6,0,0,51,2,9
John Hufnagel,287,5.6,51,16,31.4,1,8,18.6,0,0,0,0,80,13,84
Earl Morrall,273,6.4,43,26,60.5,3,2,82.8,0,0,0,0,31,4,27
Kim McQuilken,253,4.2,61,20,32.8,1,9,12.6,8,13.1,0,0,31,5,45
David Humm,246,6.5,38,18,47.4,3,2,72.9,0,0,0,0,43,2,9
Gary Marangi,235,7.1,33,13,39.4,3,2,69.6,1,3,0,0,64,2,15
Don Strock,230,5.1,45,26,57.8,2,2,67.8,13,28.9,0,0,25,3,29
Neil Graff,221,6.3,35,18,51.4,2,3,54.6,0,0,0,0,31,4,34
Larry Cipa,182,4.9,37,14,37.8,1,3,29.3,8,21.6,0,0,28,3,14
John Jones,181,3.2,57,16,28.1,1,5,9.6,0,0,0,0,20,7,64
Don Milan,181,5.7,32,15,46.9,1,1,62.1,0,0,0,0,56,7,44
Bobby Douglass,140,3,47,15,31.9,0,3,14.6,4,8.5,0,0,34,6,56
Marty Domres,123,12.3,10,8,80,1,0,151.2,0,0,0,0,32,0,0
Bob Lee,103,7.4,14,5,35.7,2,1,72.3,1,7.1,0,0,33,1,6
Clint Longley,102,4.4,23,7,30.4,1,1,42.3,6,26.1,0,0,23,3,29
Carl Summerell,98,6.1,16,7,43.8,0,2,24.5,0,0,0,0,41,2,24
Bobby Scott,96,5.6,17,8,47.1,0,1,40.3,0,0,0,0,33,1,12
Joe Theismann,96,4.4,22,10,45.4,1,3,33.7,1,4.6,0,0,30,2,18
Will Cureton,95,3,32,10,31.2,1,1,38,5,15.6,0,0,16,2,21
Carlos Brown,63,15.8,4,3,75,1,0,156.2,0,0,0,0,27,0,0
Willard Harrell,61,12.2,5,3,60,3,0,142.5,2,40,0,0,24,0,0
Dennis Shaw,61,7.6,8,4,50,0,1,35.9,0,0,0,0,21,1,14
Mike Adamle,57,28.5,2,2,100,0,0,118.8,0,0,0,0,44,1,5
Terry Metcalf,51,25.5,2,1,50,1,0,135.4,1,50,0,0,51,0,0
Larry Lawrence,50,3.3,15,5,33.3,0,1,16,0,0,0,0,17,2,15
Lynn Dickey,46,11.5,4,2,50,0,1,52.1,0,0,0,0,28,3,20
Robert Newhouse,46,23,2,1,50,1,0,135.4,1,50,0,0,46,0,0
Haskel Stanback,41,41,1,1,100,1,0,158.3,0,0,0,0,41,0,0
Bobby Walden,39,13,3,2,66.7,0,0,109.7,0,0,0,0,20,0,0
Stan Fritts,31,7.8,4,2,50,0,0,76,0,0,0,0,16,0,0
Jack Concannon,30,15,2,1,50,0,0,95.8,0,0,0,0,30,1,9
Billy Van Heusen,30,30,1,1,100,0,0,118.8,0,0,0,0,30,0,0
Willie Miller,26,26,1,1,100,1,0,158.3,0,0,0,0,26,0,0
John James,25,25,1,1,100,0,0,118.8,0,0,0,0,25,0,0
Bob Berry,24,4,6,3,50,0,0,60.4,0,0,0,0,17,1,9
Virgil Carter,24,4.8,5,3,60,0,1,32.5,0,0,0,0,11,1,10
Ray Guy,22,22,1,1,100,0,0,118.8,0,0,0,0,22,0,0
Mitch Hoopes,21,7,3,1,33.3,0,0,59,0,0,0,0,21,0,0
George Blanda,11,3.7,3,1,33.3,0,1,5.6,0,0,0,0,11,3,8
Greg Gantt,1,1,1,1,100,0,0,79.2,0,0,0,0,1,0,0
Bobby Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jim Bakken,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Marlin Briscoe,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Don Cockroft,0,0,2,2,100,0,0,79.2,0,0,0,0,1,0,0
Ronnie Coleman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Green,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Grim,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Henry Hynoski,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sammy Johnson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Horace King,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,1
Jim Lash,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Lawrence McCutcheon,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bob Parsons,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Walter Payton,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ed Podolak,0,0,1,0,0,0,1,0,0,0,0,0,0,2,13
Rick Upchurch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Gene Washington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Herman Weaver,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Walter White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
