Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Dave Osborn,38,1,38,0,0,0,38,0,0
Tom Henderson,32.5,4,130,1,0,0,97,0,0
Larry Poole,32.5,2,65,0,0,0,40,0,0
Joe Dawkins,32,1,32,0,0,0,32,0,0
Walter Payton,31.7,14,444,0,0,0,70,0,0
Billy Lefear,31.7,13,412,0,0,0,92,0,0
Harold Hart,30.5,17,518,1,0,0,102,0,0
George Atkinson,30,2,60,0,0,0,45,0,0
Clarence Davis,29.8,9,268,0,0,0,64,0,0
Mike Holmes,29.5,2,59,0,0,0,44,0,0
Lemar Parrish,28.5,4,114,0,0,0,64,0,0
Charlie Smith,27.8,8,222,0,0,0,41,0,0
Rod McNeill,27.6,10,276,0,0,0,88,0,0
Allen Carter,27.5,32,879,1,0,0,99,0,0
Terry Metcalf,27.4,35,960,1,0,0,93,0,0
Rick Upchurch,27.1,40,1084,0,0,0,58,0,0
Mike Adamle,27,1,27,0,0,0,27,0,0
Franco Harris,27,1,27,0,0,0,27,0,0
Nat Moore,27,9,243,0,0,0,42,0,0
Terry Schmidt,27,2,54,0,0,0,34,0,0
Don Nottingham,26.7,3,80,0,0,0,27,0,0
Vic Washington,26.4,35,923,0,0,0,59,0,0
Hubert Ginn,26.1,9,235,0,0,0,39,0,0
Willard Harrell,26,3,78,0,0,0,39,0,0
Jazz Jackson,26,2,52,0,0,0,28,0,0
Terry Wells,26,1,26,0,0,0,26,0,0
Jess Phillips,25.8,12,310,0,0,0,39,0,0
Bruce Laird,25.8,31,799,0,0,0,65,0,0
Bobby Thompson,25.7,22,565,0,0,0,42,0,0
Earl Douthitt,25.6,13,333,0,0,0,64,0,0
Percy Howard,25.5,2,51,0,0,0,31,0,0
Larry Marshall,25.3,22,557,0,0,0,33,0,0
Royce McKinney,25.2,6,151,0,0,0,37,0,0
Manfred Moore,25,26,650,0,0,0,52,0,0
Jackie Smith,25,1,25,0,0,0,25,0,0
Ted Vactor,25,1,25,0,0,0,25,0,0
Stan Winfrey,25,1,25,0,0,0,25,0,0
Reggie Craig,24.7,10,247,0,0,0,53,0,0
Steve Odom,24.6,42,1034,1,0,0,93,0,0
Sam McCullum,24.6,9,221,0,0,0,63,0,0
Lou Piccone,24.5,26,637,0,0,0,53,0,0
Preston Pearson,24.4,16,391,0,0,0,42,0,0
Dennis Morgan,24.3,7,170,0,0,0,33,0,0
Henry Hynoski,24.2,8,194,0,0,0,37,0,0
Billy Johnson,24.2,33,798,1,0,0,81,0,0
Steve Davis,24.2,20,483,0,0,0,46,0,0
Rondy Colbert,24,17,408,0,0,0,30,0,0
Alfred Jenkins,24,1,24,0,0,0,24,0,0
Rob Scribner,24,1,24,0,0,0,24,0,0
Delvin Williams,24,1,24,0,0,0,24,0,0
Po James,23.9,13,311,0,0,0,38,0,0
Doug Kotar,23.8,17,405,0,0,0,64,0,0
Mike Collier,23.8,22,523,1,0,0,94,0,0
Willie McGee,23.8,17,404,0,0,0,46,0,0
Howard Stevens,23.7,3,71,0,0,0,31,0,0
Gerald Tinker,23.6,13,307,0,0,0,33,0,0
Sammy Johnson,23.5,17,400,0,0,0,41,0,0
Willie Miller,23.5,4,94,0,0,0,38,0,0
Bernard Jackson,23.5,25,587,0,0,0,39,0,0
Charlie Thomas,23.4,22,516,0,0,0,43,0,0
Mike Fuller,23.4,31,725,0,0,0,34,0,0
