Player,INT,INT TD,INT Yds,Lng
Mel Blount,11,0,121,47
Paul Krause,10,0,201,81
Rolland Lawrence,9,1,163,87
Dwight Harrison,8,0,99,40
Stan White,8,1,135,32
Norm Thompson,7,1,141,61
Bobby Bryant,6,0,111,41
Chris Fletcher,6,0,100,45
Tony Greene,6,0,81,37
Lee Roy Jordan,6,0,80,38
Charlie Phillips,6,0,45,23
Ken Riley,6,1,76,30
Jake Scott,6,0,60,38
Bill Simpson,6,0,90,29
Perry Smith,6,0,97,61
Skip Thomas,6,0,86,48
Emmitt Thomas,6,0,119,36
Roger Wehrli,6,0,31,31
Lem Barney,5,0,23,13
Ron Bolton,5,0,33,15
Bill Bradley,5,0,56,20
Bernard Jackson,5,0,97,34
Willie Lanier,5,0,105,61
Zeke Moore,5,0,137,74
Tom Myers,5,0,83,29
John Outlaw,5,0,23,23
Mike Sensibaugh,5,0,123,38
Bob Atkins,4,0,133,70
George Atkinson,4,0,77,26
Charlie Babb,4,0,18,18
Mike Bass,4,0,85,30
Gregg Bingham,4,0,57,26
Greg Brezina,4,0,11,8
Bobby Brooks,4,0,38,38
Ray Brown,4,1,119,41
Willie Brown,4,0,-1,-1
Marvin Cobb,4,1,116,52
Neal Colzie,4,0,38,38
Dave Elmendorf,4,0,48,26
Tom Hayes,4,0,16,7
Ken Houston,4,0,33,19
Dick Jauron,4,0,39,38
Curtis Johnson,4,0,41,17
Frank LeMaster,4,1,133,89
Lloyd Mumphord,4,0,58,28
Artimus Parker,4,0,15,11
Mel Renfro,4,0,70,22
Isiah Robertson,4,1,118,76
Jack Tatum,4,0,67,28
Mike Wagner,4,0,122,65
Jackie Wallace,4,2,126,42
Mark Washington,4,0,26,23
Mike Williams,4,0,67,40
Willie Alexander,3,0,41,32
Bill Bergey,3,0,48,20
Fred Carr,3,0,28,21
Chuck Crist,3,0,69,42
Ray Easterling,3,0,32,15
Glen Edwards,3,0,68,47
Pat Fischer,3,0,4,4
Randy Gradishar,3,1,77,44
Chris Hanburger,3,0,81,37
Cliff Harris,3,1,58,27
Bob Howard,3,1,52,44
Levi Johnson,3,0,71,45
Ed Jones,3,0,13,13
Brian Kelley,3,0,30,23
Bruce Laird,3,0,46,28
Joe Lavender,3,1,59,36
Jim LeClair,3,0,25,21
Bob Matheson,3,0,32,22
Eddie McMillan,3,0,64,31
Nelson Munsey,3,1,36,30
Burgess Owens,3,0,3,3
Clyde Powers,3,0,0,0
Kerry Reardon,3,0,40,28
Ken Reaves,3,0,7,9
Jeff Siemon,3,0,24,14
Bruce Taylor,3,0,29,15
J.T. Thomas,3,0,44,33
Brad Van Pelt,3,0,8,5
Ted Washington,3,0,30,23
Charlie Waters,3,1,55,35
Jimmy Allen,2,0,0,0
Pete Barnes,2,0,26,23
Lyle Blackwood,2,0,44,40
Terry Brown,2,0,33,18
Jim Cheyunski,2,0,8,6
Craig Clemons,2,1,109,76
Danny Colbert,2,0,10,10
John Ebersole,2,0,21,18
Allan Ellis,2,0,4,4
Steve Freeman,2,1,44,30
Willie Germany,2,0,15,15
Tom Graham,2,0,5,4
Charlie Hall,2,0,28,19
Ted Hendricks,2,0,40,33
Delles Howell,2,0,19,10
Randy Hughes,2,1,33,33
Ernie Jackson,2,0,48,46
Monte Jackson,2,0,13,10
Tom Jackson,2,0,0,0
Jimmy Johnson,2,0,0,0
Steve Kiner,2,0,7,7
Jack Lambert,2,0,35,24
Jim Laslavic,2,0,12,10
Bivian Lee,2,0,22,19
Virgil Livers,2,1,40,40
Al Matthews,2,0,42,40
Paul Naumoff,2,0,11,9
Steve Nelson,2,0,8,4
Ray Oldham,2,0,23,13
Doug Plank,2,0,50,29
Earnest Rhone,2,0,2,2
Clarence Scott,2,0,4,4
Jim Stienke,2,0,41,27
Earlie Thomas,2,0,66,36
Ike Thomas,2,0,74,58
Bill Thompson,2,0,97,49
Godwin Turk,2,0,20,12
Skip Vanderbundt,2,0,36,21
Phil Villapiano,2,0,32,19
Phil Wise,2,0,17,14
Louis Wright,2,0,9,9
Nate Allen,1,1,37,37
Mark Arneson,1,0,6,6
Pete Athas,1,0,0,0
John Babinecz,1,0,15,15
Jim Bailey,1,0,8,8
Autry Beamon,1,0,0,0
Joe Beauchamp,1,0,0,0
Joe Blahak,1,0,16,16
Matt Blair,1,0,18,18
Eddie Brown,1,0,33,33
Doug Buffone,1,0,12,12
John Bunting,1,0,6,6
Fred Cook,1,0,8,8
Neal Craig,1,0,0,0
Mike Curtis,1,0,3,3
Ben Davis,1,1,67,67
Ricky Davis,1,0,26,26
Fred Dryer,1,1,20,20
Clarence Duren,1,0,23,23
Carl Eller,1,0,1,1
Ken Ellis,1,0,0,0
Larry Ely,1,0,2,2
Charlie Ford,1,0,19,19
Mike Fuller,1,0,1,1
Ken Geddes,1,0,4,4
Carl Gersbach,1,0,4,4
Don Goode,1,0,37,37
Dave Graf,1,0,19,19
Johnnie Gray,1,0,7,7
Van Green,1,0,0,0
Bill Gregory,1,0,3,3
Jimmy Gunn,1,0,5,5
Jack Ham,1,0,2,2
Larry Hand,1,0,38,38
Don Hansen,1,0,1,1
Wally Hilgenberg,1,0,0,0
Jim Hill,1,1,56,56
Gerald Irons,1,0,9,9
Dennis Johnson,1,0,57,57
Monte Johnson,1,0,57,57
Calvin Jones,1,0,0,0
Too Tall Jones,1,0,2,2
Rick Kingrea,1,0,14,14
Mike Kolen,1,0,14,14
Merv Krakau,1,0,2,2
Carl Lockhart,1,0,0,0
Randy Logan,1,0,4,4
Tom MacLeod,1,0,50,50
Drew Mahalic,1,0,3,3
Jim Marsalis,1,0,1,1
Ray May,1,0,0,0
Ralph McGill,1,0,27,27
Fred McNeill,1,0,0,0
Rick Middleton,1,0,0,0
Frank Nunley,1,0,6,6
Jim O'Malley,1,0,38,38
Brig Owens,1,0,25,25
Lemar Parrish,1,0,26,26
Tony Peters,1,0,0,0
Cal Peterson,1,0,19,19
Mel Phillips,1,0,3,3
John Pitts,1,0,0,0
Bob Prout,1,0,10,10
Kevin Reilly,1,0,54,54
Jack Reynolds,1,0,15,15
Floyd Rice,1,0,0,0
John Rowser,1,0,2,2
Council Rudolph,1,0,18,18
Bryant Salter,1,0,17,17
Deac Sanders,1,0,18,18
Terry Schmidt,1,0,37,37
Donnie Shell,1,0,29,29
John Skorupan,1,0,0,0
Rich Sowells,1,0,0,0
Larry Stallings,1,0,-3,-3
Bob Swenson,1,0,4,4
Art Thoms,1,0,0,0
Tom Toner,1,0,0,0
Pat Toomay,1,1,44,44
Steve Towle,1,0,16,16
Charlie Weaver,1,0,31,31
George Webster,1,0,0,0
Mike Weger,1,0,23,23
Greg Westbrooks,1,0,21,21
C.L. Whittington,1,0,5,5
Sam Williams,1,0,0,0
Roscoe Word,1,0,0,0
Mo Spencer,0,0,11,11
