Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
O.J. Simpson,1817,329,16,0,0,88,0,0,0
Franco Harris,1246,262,10,0,0,36,0,0,0
Lydell Mitchell,1193,289,11,0,0,70,0,0,0
Jim Otis,1076,269,5,0,0,30,0,0,0
Chuck Foreman,1070,280,13,0,0,31,0,0,0
Greg Pruitt,1067,217,8,0,0,50,0,0,0
John Riggins,1005,238,8,0,0,42,0,0,0
Dave Hampton,1002,250,5,0,0,22,0,0,0
Robert Newhouse,930,209,2,0,0,29,0,0,0
Mike Thomas,919,235,4,0,0,34,0,0,0
Lawrence McCutcheon,911,213,2,0,0,43,0,0,0
Mercury Morris,875,219,4,0,0,49,0,0,0
Jim Braxton,823,186,9,0,0,29,0,0,0
Terry Metcalf,816,165,9,0,0,52,0,0,0
Ronnie Coleman,790,175,5,0,0,46,0,0,0
Jon Keyworth,725,182,3,0,0,34,0,0,0
Don Nottingham,718,168,12,0,0,56,0,0,0
Dexter Bussey,696,157,2,0,0,32,0,0,0
Walter Payton,679,196,7,0,0,54,0,0,0
Pete Banaszak,672,187,16,0,0,27,0,0,0
Michael Strachan,668,161,2,0,0,21,0,0,0
Sam Cunningham,666,169,6,0,0,17,0,0,0
Don Hardeman,648,166,5,0,0,39,0,0,0
Altie Taylor,638,195,4,0,0,24,0,0,0
Tom Sullivan,632,173,0,0,0,28,0,0,0
Delvin Williams,631,117,3,0,0,52,0,0,0
Woody Green,611,167,5,0,0,42,0,0,0
Mark van Eeghen,597,136,2,0,0,22,0,0,0
Boobie Clark,594,167,4,0,0,17,0,0,0
Rickey Young,577,138,5,0,0,48,0,0,0
Carl Garrett,566,122,5,0,0,40,0,0,0
Rocky Bleier,528,140,2,0,0,17,0,0,0
Preston Pearson,509,133,2,0,0,32,0,0,0
Andy Johnson,488,117,3,0,0,66,0,0,0
Clarence Davis,486,112,4,0,0,41,0,0,0
Cullen Bryant,467,117,2,0,0,18,0,0,0
Jim Bertelsen,457,116,3,0,0,19,0,0,0
Roland Harper,453,100,1,0,0,32,0,0,0
Floyd Little,445,125,2,0,0,19,0,0,0
Haskel Stanback,440,105,5,0,0,26,0,0,0
Joe Dawkins,438,129,2,0,0,15,0,0,0
John Brockington,434,144,7,0,0,19,0,0,0
Fred Willis,420,118,2,0,0,23,0,0,0
Doug Dennison,383,111,7,0,0,27,0,0,0
Doug Kotar,378,122,6,0,0,46,0,0,0
Stan Fritts,375,94,8,0,0,22,0,0,0
Alvin Maxson,371,139,3,0,0,14,0,0,0
Willard Harrell,359,121,1,0,0,26,0,0,0
Ed Marinaro,358,101,1,0,0,14,0,0,0
Mike Adamle,353,94,1,0,0,21,0,0,0
Larry Brown,352,97,3,0,0,43,0,0,0
Ron Johnson,351,116,5,0,0,23,0,0,0
Ed Podolak,351,102,3,0,0,25,0,0,0
Larry Schreiber,337,134,5,0,0,15,0,0,0
Brent McClanahan,336,92,0,0,0,15,0,0,0
James McAlister,335,103,1,0,0,18,0,0,0
Art Malone,325,101,0,0,0,18,0,0,0
Bert Jones,321,47,3,0,0,36,0,0,0
Don Woods,317,87,2,0,0,17,0,0,0
Roger Staubach,316,55,4,0,0,17,0,0,0
MacArthur Lane,311,79,2,0,0,39,0,0,0
Norm Bulaich,309,78,5,0,0,30,0,0,0
Lenvil Elliott,308,71,1,0,0,27,0,0,0
Jeff Kinney,304,85,2,0,0,20,0,0,0
Wilbur Jackson,303,78,0,0,0,44,0,0,0
Larry Watkins,303,68,3,0,0,12,0,0,0
Jess Phillips,298,63,1,0,0,66,0,0,0
Marv Hubbard,294,60,2,0,0,53,0,0,0
Steve Davis,290,70,1,0,0,24,0,0,0
John Fuqua,285,74,1,0,0,18,0,0,0
Bill Olds,281,94,2,0,0,14,0,0,0
Steve Jones,275,54,2,0,0,23,0,0,0
Mack Herron,274,62,0,0,0,53,0,0,0
Bobby Thompson,268,51,1,0,0,46,0,0,0
Horace King,260,61,2,0,0,26,0,0,0
Hugh McKinnis,259,71,4,0,0,14,0,0,0
Bo Matthews,254,71,3,0,0,24,0,0,0
Woody Thompson,247,68,0,0,0,18,0,0,0
Barty Smith,243,60,4,0,0,17,0,0,0
Eric Torkelson,226,42,2,0,0,29,0,0,0
Charley Young,225,50,2,0,0,29,0,0,0
Benny Malone,220,65,3,0,0,21,0,0,0
Fran Lynch,218,57,3,0,0,20,0,0,0
Rob Scribner,216,42,2,0,0,34,0,0,0
Terry Bradshaw,210,35,3,0,0,27,0,0,0
Rod McNeill,206,61,2,0,0,17,0,0,0
Billy Pritchett,199,75,0,0,0,19,0,0,0
Po James,196,43,1,0,0,51,0,0,0
Don McCauley,196,60,10,0,0,18,0,0,0
Moses Denson,195,56,0,0,0,14,0,0,0
Joe Reed,193,34,1,0,0,22,0,0,0
Reggie Harrison,191,43,3,0,0,17,0,0,0
Ken Anderson,188,49,2,0,0,29,0,0,0
Archie Manning,186,33,1,0,0,16,0,0,0
Sammy Johnson,185,55,3,0,0,26,0,0,0
Don Calhoun,184,42,1,0,0,38,0,0,0
Essex Johnson,177,58,1,0,0,15,0,0,0
Roosevelt Leaks,175,41,1,0,0,17,0,0,0
Harold Hart,173,56,3,0,0,19,0,0,0
Dan Fouts,170,23,2,0,0,32,0,0,0
Jerry Latin,165,35,1,0,0,57,0,0,0
John Cappelletti,158,48,6,0,0,30,0,0,0
Otis Armstrong,155,31,0,0,0,33,0,0,0
Ralph Nelson,139,31,0,0,0,16,0,0,0
Terry Wells,139,33,0,0,0,25,0,0,0
Ed Williams,136,35,2,0,0,19,0,0,0
Tony Baker,131,42,1,0,0,18,0,0,0
Mike Collier,124,21,3,0,0,23,0,0,0
Oliver Ross,121,42,0,0,0,21,0,0,0
Glen Bonner,120,28,0,0,0,12,0,0,0
Larry Poole,114,17,0,0,0,26,0,0,0
Steve Grogan,110,30,3,0,0,14,0,0,0
Andrew Jones,108,42,1,0,0,18,0,0,0
Fran Tarkenton,108,16,2,0,0,21,0,0,0
Bob Gresham,98,25,1,0,0,16,0,0,0
Dan Pastorini,97,23,1,0,0,19,0,0,0
Rick Upchurch,97,16,1,0,0,15,0,0,0
Allen Carter,95,22,0,0,0,19,0,0,0
Dave Osborn,94,32,1,0,0,9,0,0,0
Robert Miller,93,30,1,0,0,10,0,0,0
Greg Landry,92,20,0,0,0,14,0,0,0
Steve Spurrier,91,15,0,0,0,14,0,0,0
Marsh White,90,17,1,0,0,14,0,0,0
Larry Brunson,89,2,0,0,0,65,0,0,0
Freddie Solomon,87,4,0,0,0,35,0,0,0
Charlie Smith,85,9,0,0,0,36,0,0,0
Joe Ferguson,82,23,1,0,0,17,0,0,0
Hubert Ginn,78,21,0,0,0,14,0,0,0
Gary Marangi,78,7,0,0,0,30,0,0,0
Bobby Douglass,76,15,1,0,0,18,0,0,0
Cid Edwards,73,27,0,0,0,16,0,0,0
Jack Dolbin,72,5,0,0,0,25,0,0,0
Craig Morton,72,22,0,0,0,11,0,0,0
Roman Gabriel,70,13,1,0,0,39,0,0,0
Mike Phipps,70,18,0,0,0,12,0,0,0
Nat Moore,69,8,0,0,0,36,0,0,0
Rod Phillips,69,17,0,0,0,20,0,0,0
Mike Livingston,68,13,1,0,0,28,0,0,0
Sam Scarber,68,15,1,0,0,18,0,0,0
Steve Rogers,62,17,0,0,0,22,0,0,0
Brian Sipe,60,9,0,0,0,21,0,0,0
Bob Griese,59,17,1,0,0,17,0,0,0
John Jones,59,9,0,0,0,19,0,0,0
Jesse Freitas,56,11,0,0,0,17,0,0,0
Steve Odom,55,5,0,0,0,27,0,0,0
Willie Rodgers,55,18,1,0,0,8,0,0,0
Emerson Boozer,51,20,0,0,0,8,0,0,0
Vic Washington,49,9,0,0,0,9,0,0,0
John Hadl,47,20,0,0,0,9,0,0,0
John Hufnagel,47,8,0,0,0,13,0,0,0
Leon McQuay,47,33,0,0,0,9,0,0,0
Marty Domres,46,4,1,0,0,20,0,0,0
Frank Grant,46,3,0,0,0,25,0,0,0
Ken Brown,45,16,1,0,0,8,0,0,0
James Harris,45,18,1,0,0,15,0,0,0
Josh Ashton,44,10,0,0,0,9,0,0,0
Tony Adams,42,8,0,0,0,16,0,0,0
Robert Holmes,42,19,0,0,0,11,0,0,0
Don Milan,41,4,0,0,0,15,0,0,0
Oscar Reed,40,14,0,0,0,7,0,0,0
Darryl Stingley,39,6,0,0,0,21,0,0,0
Champ Henson,38,11,0,0,0,8,0,0,0
Henry Hynoski,38,7,0,0,0,11,0,0,0
Morris LaGrand,38,13,1,0,0,11,0,0,0
Steve Ramsey,38,6,0,0,0,17,0,0,0
Don Strock,38,6,1,0,0,18,0,0,0
Frank Lewis,36,2,0,0,0,24,0,0,0
John Gilliam,35,3,0,0,0,22,0,0,0
Billy Kilmer,34,11,1,0,0,11,0,0,0
Joe Theismann,34,3,0,0,0,21,0,0,0
Mike Boryla,33,8,0,0,0,11,0,0,0
Ron Jaworski,33,12,2,0,0,21,0,0,0
Earl Morrall,33,4,0,0,0,16,0,0,0
Johnny Musso,33,6,0,0,0,16,0,0,0
Gary Garrison,30,3,0,0,0,20,0,0,0
Gary Hayman,30,10,0,0,0,7,0,0,0
Norm Snead,30,9,1,0,0,10,0,0,0
Louis Carter,27,11,0,0,0,11,0,0,0
Riley Odoms,27,5,0,0,0,12,0,0,0
Kim McQuilken,26,4,0,0,0,14,0,0,0
Jon Staggers,26,2,0,0,0,14,0,0,0
Billy Van Heusen,26,2,0,0,0,24,0,0,0
Kermit Johnson,25,4,0,0,0,19,0,0,0
Doug Dressler,24,6,0,0,0,11,0,0,0
Bo Rather,24,4,0,0,0,18,0,0,0
Bob Brunet,23,6,1,0,0,11,0,0,0
Cleo Miller,23,13,1,0,0,10,0,0,0
