Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Johnnie Gray,27,1,27,0,0,0,27,0,0
Cullen Bryant,23.5,2,47,0,0,0,40,0,0
Jeff Wright,22,1,22,0,0,0,22,0,0
Eddie Bell,21,2,42,0,0,0,34,0,0
Danny Colbert,16,2,32,0,0,0,23,0,0
Barry Pearson,15.5,2,31,0,0,0,20,0,0
Billy Johnson,15.3,40,612,3,0,0,83,1,0
Billy Lefear,14,1,14,0,0,0,14,0,0
Neal Colzie,13.6,48,655,0,0,0,64,3,0
Charlie Babb,13.6,7,95,0,0,0,46,4,0
Jim Bertelsen,13,11,143,0,0,0,38,1,0
Terry Metcalf,12.4,23,285,1,0,0,69,3,0
Freddie Solomon,12.3,26,320,1,0,0,50,4,0
Gil Chapman,12.2,17,207,0,0,0,42,3,0
Bill Thompson,12.2,13,158,0,0,0,24,1,0
Rick Upchurch,11.6,27,312,0,0,0,51,4,0
Mike Fuller,11.4,36,410,1,0,0,52,0,0
Howard Stevens,11,36,396,0,0,0,53,8,0
Virgil Livers,10.9,42,456,0,0,0,39,0,0
Glen Edwards,10.7,25,267,0,0,0,25,3,0
Bruce Taylor,10.4,16,166,0,0,0,66,1,0
Golden Richards,10.3,28,288,1,0,0,43,13,0
Larry Marshall,10.2,23,235,0,0,0,39,2,0
Lem Barney,10,8,80,0,0,0,30,3,0
Andy Johnson,10,6,60,0,0,0,15,4,0
Manfred Moore,10,16,160,0,0,0,17,0,0
Nat Moore,10,8,80,0,0,0,29,2,0
Greg Pruitt,10,13,130,0,0,0,30,1,0
Jake Scott,10,1,10,0,0,0,10,0,0
Charlie West,10,22,219,0,0,0,43,8,0
Dave Brown,9.9,22,217,0,0,0,48,9,0
Ralph McGill,9.4,31,290,0,0,0,34,0,0
Charlie Thomas,9.3,12,112,0,0,0,34,1,0
Lynn Swann,9.1,7,64,0,0,0,21,1,0
Ed Jones,9,1,9,0,0,0,9,1,0
Rondy Colbert,8.8,27,238,1,0,0,65,1,0
Monroe Eley,8.7,7,61,0,0,0,15,0,0
Gary Hayman,8.6,25,216,0,0,0,30,8,0
Eddie Brown,8.5,8,68,0,0,0,14,4,0
Jim DeRatt,8.5,2,17,0,0,0,10,1,0
Dave Elmendorf,8.3,15,125,0,0,0,23,0,0
Mack Herron,8.3,22,183,0,0,0,24,3,0
Kerry Reardon,8.2,5,41,0,0,0,11,0,0
Henry Hynoski,8,2,16,0,0,0,9,0,0
Rob Scribner,7.9,26,205,0,0,0,16,1,0
Gary Hammond,7.8,9,70,0,0,0,30,2,0
Larry Jones,7.7,53,407,1,0,0,52,5,0
Doug Plank,7.7,3,23,0,0,0,12,1,0
Mel Gray,7.6,7,53,0,0,0,27,1,0
John Holland,7.6,7,53,0,0,0,13,5,0
Darryl Stingley,7.5,15,113,0,0,0,29,2,0
Dennis Morgan,7.5,8,60,0,0,0,13,0,0
Ed Podolak,7.4,13,96,0,0,0,23,5,0
Jackie Wallace,7.2,6,43,0,0,0,14,0,0
Carl Lockhart,7,2,14,0,0,0,12,4,0
Tom Myers,7,10,70,0,0,0,16,1,0
Terry Schmidt,6.9,11,76,0,0,0,17,0,0
Bobby Bryant,6.6,19,125,0,0,0,16,16,0
Willard Harrell,6.5,21,136,0,0,0,25,5,0
Lemar Parrish,6.4,13,83,0,0,0,34,1,0
Alfred Jenkins,6.3,6,38,0,0,0,15,0,0
Roland Woolsey,6.2,4,25,0,0,0,15,2,0
Pete Athas,6.2,6,37,0,0,0,16,3,0
Ray Brown,6,2,12,0,0,0,9,2,0
Larry Poole,5.8,6,35,0,0,0,11,0,0
Steve Schubert,5.5,6,33,0,0,0,16,1,0
Tommy Casanova,5.4,11,60,0,0,0,12,2,0
Lyle Blackwood,5.4,23,123,0,0,0,31,0,0
Doug Kotar,5,1,5,0,0,0,5,0,0
Ron Mabra,5,4,20,0,0,0,15,1,0
Danny Buggs,4.9,19,93,0,0,0,34,4,0
Dick Jauron,4.8,6,29,0,0,0,10,1,0
Reggie Craig,4.8,4,19,0,0,0,13,0,0
Willie Miller,4.7,10,47,0,0,0,23,0,0
Ken Ellis,4.5,6,27,0,0,0,12,2,0
George Atkinson,4.1,8,33,0,0,0,12,1,0
Lou Piccone,4.1,18,74,0,0,0,10,7,0
Larry Brunson,4,1,4,0,0,0,4,0,0
Mark Cotney,4,2,8,0,0,0,5,1,0
Hubert Ginn,4,1,4,0,0,0,4,0,0
Gerald Tinker,3.8,6,23,0,0,0,10,1,0
Joe Theismann,2.5,2,5,0,0,0,3,0,0
Roger Wehrli,2,1,2,0,0,0,2,0,0
Sam McCullum,1.8,12,22,0,0,0,10,2,0
Bill Bradley,1,4,4,0,0,0,6,3,0
Marvin Cobb,1,1,1,0,0,0,1,3,0
Autry Beamon,0,1,0,0,0,0,0,1,0
Ronnie Coleman,0,1,0,0,0,0,0,0,0
Van Green,0,1,0,0,0,0,0,0,0
Charlie Hall,0,1,0,0,0,0,0,0,0
Jazz Jackson,0,1,0,0,0,0,0,0,0
Bill Knox,0,1,0,0,0,0,0,0,0
Fran Lynch,0,1,0,0,0,0,0,0,0
Steve Odom,0,1,0,0,0,0,0,0,0
Charlie Phillips,0,2,0,0,0,0,0,0,0
Rich Sowells,0,1,0,0,0,0,0,0,0
Mo Spencer,0,1,0,0,0,0,0,0,0
Matt Blair,-1,2,-2,0,0,0,2,0,0
Bill Simpson,-3,1,-3,0,0,0,-3,0,0
