Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
John Leypoldt,80,0,0,16,20,0,0,0,0,0,0
Roy Gerela,76,0,0,12,15.8,0,0,0,0,0,0
Toni Fritsch,75,0,0,8,10.7,0,0,0,0,0,0
Ray Guy,75,0,0,7,9.3,0,0,0,0,0,0
Toni Linhart,75,0,0,4,5.3,0,0,0,0,0,0
Fred Cox,74,0,0,4,5.4,0,0,0,0,0,0
Garo Yepremian,73,0,0,8,11,0,0,0,0,0,0
Jim Bakken,72,0,0,1,1.4,0,0,0,0,0,0
Tom Dempsey,72,0,0,8,11.1,0,0,0,0,0,0
Dave Green,69,0,0,1,1.4,0,0,0,0,0,0
Jan Stenerud,68,0,0,8,11.8,0,0,0,0,0,0
Mark Moseley,66,0,0,7,10.6,0,0,0,0,0,0
Skip Butler,65,0,0,5,7.7,0,0,0,0,0,0
Jim Turner,60,0,0,2,3.3,0,0,0,0,0,0
Steve Mike-Mayer,59,0,0,7,11.9,0,0,0,0,0,0
Horst Muhlmann,58,0,0,6,10.3,0,0,0,0,0,0
Pat Leahy,57,0,0,5,8.8,0,0,0,0,0,0
John Smith,56,0,0,7,12.5,0,0,0,0,0,0
Don Cockroft,54,0,0,4,7.4,0,0,0,0,0,0
Nick Mike-Mayer,51,0,0,3,5.9,0,0,0,0,0,0
George Hunt,49,0,0,4,8.2,0,0,0,0,0,0
Errol Mann,49,0,0,0,0,0,0,0,0,0,0
Ray Wersching,49,0,0,8,16.3,0,0,0,0,0,0
Bob Thomas,47,0,0,1,2.1,0,0,0,0,0,0
Richie Szaro,38,0,0,3,7.9,0,0,0,0,0,0
Joe Danelo,26,0,0,1,3.8,0,0,0,0,0,0
Dave Pureifory,26,0,0,3,11.5,0,0,0,0,0,0
Alan Pringle,7,0,0,0,0,0,0,0,0,0,0
Mike Bragg,5,0,0,0,0,0,0,0,0,0,0
Bill McClard,5,0,0,0,0,0,0,0,0,0,0
Tom Blanchard,2,0,0,0,0,0,0,0,0,0,0
Dennis Partee,2,0,0,0,0,0,0,0,0,0,0
Dan Pastorini,2,0,0,0,0,0,0,0,0,0,0
Neil Clabo,1,0,0,0,0,0,0,0,0,0,0
Greg Gantt,1,0,0,0,0,0,0,0,0,0,0
Dave Jennings,1,0,0,0,0,0,0,0,0,0,0
Chester Marcol,1,0,0,0,0,0,0,0,0,0,0
Bob Parsons,1,0,0,0,0,0,0,0,0,0,0
Larry Seiple,1,0,0,0,0,0,0,0,0,0,0
Herman Weaver,1,0,0,0,0,0,0,0,0,0,0
Jerrel Wilson,1,0,0,0,0,0,0,0,0,0,0
