Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Vikings,35,38,92.1,0_0,10_10,9_8,9_7,0_0,0_0,56,1
Falcons,33,38,86.8,1_1,9_8,11_10,13_10,0_0,0_0,55,0
Giants,33,39,84.6,0_0,11_11,16_14,9_7,0_0,0_0,50,1
Lions,32,36,88.9,1_1,3_3,10_10,19_16,0_0,0_0,53,0
Texans,31,38,81.6,1_1,8_8,11_11,9_7,0_0,0_0,51,1
Raiders,31,34,91.2,1_1,9_9,10_10,5_5,0_0,0_0,57,0
Ravens,30,33,90.9,0_0,8_8,8_8,13_10,0_0,0_0,56,0
Bengals,30,35,85.7,2_2,8_8,9_9,12_9,0_0,0_0,55,0
Browns,29,31,93.6,0_0,9_8,9_8,6_6,0_0,0_0,53,1
Cowboys,29,31,93.6,1_1,5_5,13_13,7_7,0_0,0_0,51,0
Patriots,29,35,82.9,0_0,8_8,12_10,13_9,0_0,0_0,53,0
Niners,29,42,69,1_1,9_8,13_11,13_7,0_0,0_0,63,3
Chiefs,28,34,82.4,0_0,5_4,15_12,12_10,0_0,0_0,52,0
Steelers,28,31,90.3,0_0,8_7,8_8,12_12,0_0,0_0,52,0
Buccaneers,28,33,84.8,0_0,7_7,4_3,13_12,0_0,0_0,57,1
Bears,27,33,81.8,0_0,10_9,10_8,11_8,0_0,0_0,54,3
Eagles,27,31,87.1,0_0,9_8,9_8,12_11,0_0,0_0,49,0
Broncos,26,32,81.2,1_1,7_7,11_10,9_5,0_0,0_0,53,0
Colts,26,33,78.8,1_1,8_8,7_4,10_9,0_0,0_0,53,2
Titans,25,31,80.6,0_0,6_6,13_13,10_5,0_0,0_0,53,1
Jaguars,25,28,89.3,1_1,4_4,8_8,13_11,0_0,0_0,50,0
Cardinals,25,28,89.3,0_0,6_6,10_9,10_8,0_0,0_0,61,1
Chargers,25,27,92.6,2_2,8_8,6_6,7_7,0_0,0_0,51,0
Seahawks,24,27,88.9,1_1,7_7,10_10,5_5,0_0,0_0,52,1
Redskins,24,30,80,0_0,4_4,8_5,15_14,0_0,0_0,50,0
Rams,23,31,74.2,1_1,4_4,6_4,7_7,0_0,0_0,60,0
Dolphins,23,30,76.7,0_0,3_3,9_9,13_9,0_0,0_0,53,1
Bills,21,24,87.5,1_1,3_3,11_10,7_6,0_0,0_0,50,0
Packers,21,33,63.6,0_0,5_5,7_5,12_9,0_0,0_0,54,0
Jets,21,27,77.8,0_0,8_7,8_6,7_5,0_0,0_0,54,3
Saints,18,22,81.8,0_0,9_9,6_4,3_2,0_0,0_0,53,0
Panthers,16,21,76.2,0_0,5_5,6_6,7_4,0_0,0_0,51,1
