Team,FF,FR,FR TD
Browns,25,18,1
Eagles,25,22,3
Saints,21,20,0
Jets,20,19,0
Buccaneers,20,16,0
Oilers,19,19,3
Cardinals,19,21,2
Seahawks,18,21,0
Lions,17,17,1
Chiefs,17,18,2
49ers,17,16,1
Bills,16,14,1
Broncos,15,10,1
Falcons,14,16,4
Dolphins,14,9,1
Patriots,14,20,0
Steelers,14,11,1
Chargers,14,9,0
Bengals,13,14,0
Cowboys,13,11,1
Giants,13,9,0
Packers,12,14,1
Colts,12,13,0
Rams,12,8,1
Raiders,12,13,1
Vikings,12,11,0
Redskins,10,13,0
Bears,9,13,0
