Team,FF,FR,FR TD
Saints,29,20,3
Steelers,24,21,1
Chiefs,21,15,2
Bengals,20,17,2
Browns,20,20,3
Jets,20,18,0
Packers,19,19,1
Broncos,18,16,1
Patriots,18,15,2
Cardinals,18,12,0
Seahawks,18,11,1
Redskins,18,11,1
Bears,17,16,1
Cowboys,15,14,1
Rams,15,15,0
Dolphins,15,14,0
Giants,15,12,0
Falcons,14,12,1
Bills,14,12,1
Lions,14,11,1
Oilers,14,11,3
Colts,14,15,0
Vikings,14,14,2
49ers,14,12,1
Buccaneers,12,13,3
Raiders,11,7,0
Eagles,11,13,1
Chargers,10,11,0
