Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys
Falcons,0,0,0,0,136,54.4,106,22.2,1003
Bills,0,0,0,0,161,59.4,137,26,1014
Bears,0,0,0,0,134,54,137,24.7,1041
Bengals,0,0,0,0,165,73.3,159,28.2,986
Browns,0,0,0,0,177,56.6,93,21.1,1013
Cowboys,0,0,0,0,176,57.3,111,23.7,1059
Broncos,0,0,0,0,196,60.5,106,22.8,1078
Lions,0,0,0,0,141,66.2,63,16.1,920
Packers,0,0,0,0,175,54.9,78,20.3,1021
Oilers,0,0,0,0,148,67.9,141,25.3,1010
Colts,0,0,0,0,130,58.6,153,28.1,984
Chiefs,0,0,0,0,161,57.1,104,23.2,1019
Rams,0,0,0,0,203,65.1,114,22.5,1057
Raiders,0,0,0,0,145,66.2,116,23.5,1036
Dolphins,0,0,0,0,218,60.1,77,23,964
Vikings,0,0,0,0,187,63.6,112,22.4,1069
Patriots,0,0,0,0,112,56.3,127,21.6,1000
Saints,0,0,0,0,178,62.2,108,21.1,1034
Giants,0,0,0,0,169,58.3,123,25,1078
Jets,0,0,0,0,181,60.5,118,23,1093
Eagles,0,0,0,0,179,57.9,105,22.6,1102
Cardinals,0,0,0,0,195,60.6,122,25.4,1102
Steelers,0,0,0,0,150,66.4,120,24,1030
Chargers,0,0,0,0,116,48.1,115,26.3,937
49ers,0,0,0,0,167,57,141,26.8,1077
Seahawks,0,0,0,0,139,56.7,125,24.2,982
Buccaneers,0,0,0,0,173,68.4,91,20.1,999
Redskins,0,0,0,0,203,62.1,88,20.1,1056
