Team,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Patriots,22.9,56,1281,1,0,0,98T,0,0
Saints,22.4,88,1973,0,0,0,88,0,0
Vikings,22,63,1386,1,0,0,70T,0,0
Cowboys,21.7,58,1259,0,0,0,41,0,0
Redskins,21.1,57,1204,0,0,0,53,0,0
Broncos,20.8,62,1290,0,0,0,53,0,0
Steelers,20.8,65,1350,0,0,0,63,0,0
Browns,20.8,63,1308,0,0,0,50,0,0
Colts,20.6,67,1383,0,0,0,44,1,0
Bears,20.6,56,1153,1,0,0,95T,0,0
Lions,20.5,57,1169,1,0,0,91T,0,0
Seahawks,20.4,73,1489,0,0,0,54,0,0
Dolphins,20.2,61,1234,0,0,0,87,0,0
Chiefs,20.2,62,1249,0,0,0,47,0,0
Jets,20.2,74,1491,0,0,0,35,0,0
Cardinals,20,65,1297,0,0,0,40,0,0
Packers,19.4,73,1415,0,0,0,57,0,0
Buccaneers,19.3,67,1294,0,0,0,54,0,0
Raiders,19,62,1180,2,0,0,90,0,0
Giants,18.6,71,1319,0,0,0,41,0,0
Oilers,18.5,53,981,0,0,0,46,0,0
Rams,18.5,53,979,1,0,0,98T,0,0
49ers,18.5,75,1385,1,0,0,101T,0,0
Chargers,18.3,62,1135,0,0,0,44,0,0
Falcons,18.1,53,958,0,0,0,36,0,0
Eagles,18,53,955,0,0,0,39,0,0
Bengals,17.6,68,1199,0,0,0,40,0,0
Bills,17.6,47,827,0,0,0,43,0,0
