Team,Rec,Yds,Yds/Rec,TD,20+,40+,Lng,Rec 1st,Rec 1st%,Rec FUM
49ers,363,3799,10.5,27,0,0,93,171,47.1,0
Chargers,350,4741,13.6,30,0,0,65,244,69.7,0
Browns,337,4132,12.3,30,0,0,65,207,61.4,0
Saints,334,4010,12,26,0,0,56T,183,54.8,0
Vikings,331,3934,11.9,22,0,0,76,191,57.7,0
Oilers,296,3271,11,15,0,0,79,152,51.4,0
Packers,289,3651,12.6,15,0,0,69,164,56.8,0
Seahawks,287,3494,12.2,18,0,0,67,166,57.8,0
Redskins,284,3171,11.2,17,0,0,54,148,52.1,0
Bengals,281,3102,11,17,0,0,67,147,52.3,0
Eagles,275,3771,13.7,28,0,0,56,186,67.6,0
Colts,272,3409,12.5,25,0,0,47,174,64,0
Dolphins,267,2953,11.1,21,0,0,61T,149,55.8,0
Cowboys,265,3356,12.7,30,0,0,58,171,64.5,0
Jets,265,3335,12.6,17,0,0,55T,146,55.1,0
Bills,262,2936,11.2,20,0,0,69,157,59.9,0
Broncos,262,3107,11.9,14,0,0,52,158,60.3,0
Rams,261,3441,13.2,31,0,0,74,157,60.2,0
Falcons,259,3568,13.8,31,0,0,81,166,64.1,0
Buccaneers,256,3414,13.3,20,0,0,61,154,60.2,0
Steelers,250,3832,15.3,26,0,0,72,177,70.8,0
Lions,248,3287,13.2,13,0,0,87,143,57.7,0
Giants,245,2931,12,19,0,0,58,136,55.5,0
Patriots,240,3395,14.2,27,0,0,71,154,64.2,0
Cardinals,239,3063,12.8,16,0,0,69,136,56.9,0
Chiefs,237,2869,12.1,15,0,0,77T,122,51.5,0
Raiders,235,3294,14,23,0,0,86,149,63.4,0
Bears,209,2669,12.8,13,0,0,89,121,57.9,0
