Team,FF,FR,FR TD
Rams,25,0,0
Colts,24,0,0
Falcons,23,0,0
Ravens,23,0,0
Buccaneers,23,0,0
Giants,21,0,0
Saints,20,0,0
Cowboys,19,0,0
Vikings,19,0,0
Patriots,19,0,0
Broncos,18,0,0
Packers,18,0,0
Dolphins,18,0,0
Lions,17,0,0
Eagles,17,0,0
Bengals,16,0,0
Jaguars,16,0,0
Redskins,16,0,0
Bills,15,0,0
Browns,15,0,0
Chiefs,15,0,0
49ers,15,0,0
Panthers,14,0,0
Titans,14,0,0
Cardinals,14,0,0
Chargers,14,0,0
Bears,13,0,0
Raiders,12,0,0
Seahawks,12,0,0
Texans,11,0,0
Jets,11,0,0
Steelers,11,0,0
