Team,FF,FR,FR TD
Vikings,18,7,2
Colts,16,8,1
Broncos,15,12,1
Steelers,15,8,1
Falcons,13,8,0
Eagles,13,7,0
Bills,12,9,0
Jets,12,7,1
Ravens,11,8,0
Texans,11,7,0
Chiefs,11,8,1
Giants,11,7,0
Chargers,11,10,0
Bears,10,4,0
Titans,10,7,0
Jaguars,10,9,0
Dolphins,10,5,0
Seahawks,10,7,0
Buccaneers,10,7,0
Bengals,9,7,0
Browns,9,7,1
Cowboys,9,4,1
Commanders,8,7,0
Lions,7,5,0
Packers,7,7,1
Raiders,7,4,0
Patriots,7,5,0
49ers,7,6,0
Rams,6,4,0
Cardinals,6,6,1
Saints,4,6,0
Panthers,2,2,0
