Team,FF,FR,FR TD
Eagles,8,5,0
Colts,7,4,1
Steelers,7,4,1
Vikings,5,1,0
Cowboys,4,1,0
Titans,4,2,0
Jaguars,4,4,0
Bills,3,1,0
Texans,3,2,0
Chiefs,3,3,0
Dolphins,3,3,0
Commanders,3,3,0
Ravens,2,1,0
Bears,2,0,0
Browns,2,1,0
Patriots,2,1,0
Jets,2,1,0
Cardinals,2,2,1
Seahawks,2,2,0
Buccaneers,2,2,0
Falcons,1,1,0
Panthers,1,0,0
Bengals,1,1,0
Broncos,1,0,0
Lions,1,1,0
Packers,1,1,0
Rams,1,0,0
Saints,1,1,0
Giants,1,0,0
Chargers,1,2,0
Raiders,0,0,0
49ers,0,0,0
