Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Steve Beuerlein,1643,6.9,238,105,44.1,8,7,66.6,74,31.1,30,6,57,26,215
Chris Chandler,1619,7,233,129,55.4,8,12,67.2,77,33,20,5,54,18,128
Mark Malone,1580,5.8,272,147,54,6,13,58.8,70,25.7,15,4,59,9,45
Rusty Hilger,1558,5.1,306,126,41.2,7,12,48.9,83,27.1,14,2,56,31,251
Randy Wright,1490,6.1,244,141,57.8,4,13,59,68,27.9,15,2,51,20,148
Jim McMahon,1346,7,192,114,59.4,6,7,76,61,31.8,14,2,63,13,79
Mike Tomczak,1310,7.7,170,86,50.6,7,6,75.4,53,31.2,20,6,76,5,47
Tommy Kramer,1264,7.3,173,83,48,5,9,60.5,58,33.5,22,3,47,11,62
Doug Flutie,1150,6.4,179,92,51.4,8,10,63.3,54,30.2,14,2,80,11,65
Kelly Stouffer,1106,6.4,173,98,56.6,4,6,69.2,49,28.3,12,3,53,13,110
Gary Hogeboom,996,7.6,131,76,58,7,7,77.7,44,33.6,12,3,58,12,88
Chuck Long,856,6.1,141,75,53.2,6,6,68.2,48,34,9,1,40,18,134
Steve Grogan,834,6,140,67,47.9,4,13,37.6,41,29.3,9,1,41,8,77
Pat Ryan,807,7.1,113,63,55.8,5,4,78.3,41,36.3,14,2,42,5,24
Babe Laufenberg,778,5.4,144,69,47.9,4,5,59.3,33,22.9,9,1,47,18,155
Cody Carlson,775,6.9,112,52,46.4,4,6,59.2,36,32.1,11,2,51,10,72
Cliff Stoudt,747,6.6,113,63,55.8,6,8,64.3,39,34.5,7,2,52,13,85
Mike Pagel,736,5.5,134,71,53,3,4,64.2,36,26.9,6,0,28,1,9
Don Strock,736,8.1,91,55,60.4,6,5,85.2,41,45,11,1,41,4,26
Steve Young,680,6.7,101,54,53.5,3,3,72.2,35,34.6,4,2,73,13,75
Steve Dils,566,5.7,99,49,49.5,2,5,52.8,24,24.2,8,3,50,15,112
Bill Kenney,549,4.8,114,58,50.9,0,5,46.3,29,25.4,4,0,25,13,107
Jim Harbaugh,514,5.3,97,47,48.4,0,2,56,20,20.6,5,1,56,6,49
Gary Kubiak,497,7.2,69,43,62.3,5,3,90.1,20,29,5,2,68,2,13
Todd Blackledge,494,6.2,79,38,48.1,2,3,60.8,23,29.1,7,0,34,4,25
Joe Ferguson,368,8,46,31,67.4,3,1,104.3,17,37,5,0,34,1,8
Gary Danielson,324,6.2,52,31,59.6,0,1,69.7,16,30.8,2,0,26,6,43
Kevin Sweeney,314,4,78,33,42.3,3,5,40.2,17,21.8,5,0,28,9,80
Danny White,274,6.5,42,29,69,1,3,65,11,26.2,2,0,24,5,47
Mark Vlasic,270,5.2,52,25,48.1,1,2,54.2,13,25,3,1,57,3,32
Tony Eason,249,5.8,43,28,65.1,0,2,61.1,11,25.6,2,0,26,2,12
Jeff Hostetler,244,8.4,29,16,55.2,1,2,65.9,8,27.6,2,1,85,5,31
Hugh Millen,215,6.9,31,17,54.8,0,2,49.8,10,32.3,4,0,38,4,29
Eric Hipple,158,5.8,27,12,44.4,0,0,63.5,10,37,1,0,31,3,25
Jack Trudeau,158,4.6,34,14,41.2,0,3,19,6,17.6,1,1,48,2,13
Jeff Kemp,132,3.8,35,13,37.1,0,5,9.2,6,17.1,0,0,19,3,21
Ken Karcher,128,10.7,12,6,50,1,0,116,4,33.3,1,1,74,0,0
Ron Jaworski,123,8.8,14,9,64.3,1,0,116.1,6,42.9,2,0,22,1,10
Jeff Rutledge,113,6.6,17,11,64.7,0,1,59.2,4,23.5,1,0,33,2,14
Steve Bono,110,3.1,35,10,28.6,1,2,25.9,7,20,0,0,15,1,8
Matt Cavanaugh,101,6.3,16,7,43.8,1,1,59.6,5,31.2,1,1,42,0,0
Tom Ramsey,100,3.7,27,12,44.4,0,3,15,6,22.2,1,0,23,2,6
Ricky Turner,92,23,4,3,75,0,0,116.7,3,75,3,0,37,2,15
Rich Gannon,90,6,15,7,46.7,0,0,66,5,33.3,0,0,19,3,22
Dave Wilson,73,4.6,16,5,31.2,0,1,21.1,4,25,2,0,25,0,0
Brent Pease,64,2.9,22,6,27.3,0,4,0,2,9.1,1,0,21,2,18
Rodney Carter,56,18.7,3,2,66.7,0,0,109.7,2,66.7,1,1,40,0,0
Tom Tupa,49,8.2,6,4,66.7,0,0,91.7,2,33.3,1,0,22,1,11
Mark Herrmann,38,7.6,5,4,80,0,0,98.3,3,60,0,0,15,0,0
Robb Riddick,31,15.5,2,2,100,0,0,118.8,1,50,1,0,26,0,0
Dalton Hilliard,27,13.5,2,1,50,1,0,135.4,1,50,1,0,27,0,0
Marcus Allen,21,10.5,2,1,50,0,0,87.5,1,50,1,0,21,1,1
Turk Schonert,20,5,4,2,50,0,0,64.6,1,25,0,0,17,0,0
John Teltschik,18,6,3,1,33.3,0,0,54.9,0,0,0,0,18,0,0
Jerry Rice,14,4.7,3,1,33.3,0,1,9.7,1,33.3,0,0,14,0,0
Louis Lipps,13,6.5,2,1,50,1,1,70.8,1,50,0,0,13,1,6
Tony Dorsett,7,3.5,2,1,50,1,0,97.9,1,50,0,0,7,0,0
Bryan Wagner,3,3,1,1,100,0,0,79.2,0,0,0,0,3,0,0
Tommie Agee,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Neal Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Archer,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Jim Arnold,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Albert Bentley,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brian Blades,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Keith Byars,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Paul Ott Carruth,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Greg Coleman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Herman Fontenot,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Fourcade,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Johnny Hector,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Lonzell Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Lionel James,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
James Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Art Monk,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ricky Nattiel,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Sewell,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Troy Stradford,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Harry Sydney,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Witkowski,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
