Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Al Toon,93,1067,5,13,1,42,61,65.6,2,0,0
Mark Clayton,86,1129,14,16,1,45,64,74.4,0,0,0
Henry Ellard,86,1414,10,17,5,68,73,84.9,1,0,0
Eric Martin,85,1083,7,13,1,40,65,76.5,2,0,0
J.T. Smith,83,986,5,9,0,29,53,63.9,4,0,0
Keith Jackson,81,869,6,8,1,41,37,45.7,3,0,0
Roger Craig,76,534,1,2,0,22,29,38.2,4,0,0
Ricky Sanders,73,1148,12,16,7,55,55,75.3,1,0,0
Keith Byars,72,705,4,8,0,37,39,54.2,2,0,0
Anthony Carter,72,1225,6,22,5,67,58,80.6,0,0,0
Drew Hill,72,1141,10,17,3,57,55,76.4,0,0,0
Art Monk,72,946,5,15,4,46,40,55.6,0,0,0
Andre Reed,71,968,6,16,2,65,40,56.3,1,0,0
Mickey Shuler,70,805,5,7,1,42,49,70,1,0,0
Roy Green,68,1097,7,20,4,52,50,73.5,0,0,0
Vance Johnson,68,896,5,12,1,86,51,75,0,0,0
John Settle,68,570,1,4,0,27,31,45.6,2,0,0
Lonzell Hill,66,703,7,6,0,35,35,53,3,0,0
Lionel Manuel,65,1029,4,13,1,46,54,83.1,1,0,0
Jerry Rice,64,1306,9,20,7,96,48,75,2,0,0
Stephone Paige,61,902,7,12,2,49,45,73.8,2,0,0
Ernest Givins,60,976,5,19,2,46,48,80,0,0,0
Earnest Byner,59,576,2,4,0,39,26,44.1,0,0,0
Gary Clark,59,892,7,14,1,60,46,78,0,0,0
Pete Holohan,59,640,3,7,0,29,41,69.5,1,0,0
Bruce Hill,58,1040,9,22,2,42,50,86.2,1,0,0
Jim Jensen,58,652,5,6,0,31,36,62.1,2,0,0
John L. Williams,58,651,3,8,1,75,26,44.8,0,0,0
Mark Carrier,57,970,5,19,1,59,45,79,2,0,0
Steve Jordan,57,756,5,11,0,38,37,64.9,2,0,0
Reggie Langhorne,57,780,7,10,2,77,38,66.7,3,0,0
Troy Stradford,56,426,1,2,0,36,16,28.6,2,0,0
Sterling Sharpe,55,791,1,10,2,51,38,69.1,1,0,0
Ray Alexander,54,788,6,12,2,50,41,75.9,0,0,0
Bill Brooks,54,867,3,14,3,53,44,81.5,0,0,0
Mark Bavaro,53,672,4,11,0,36,32,60.4,1,0,0
Eddie Brown,53,1273,9,26,9,86,44,83,0,0,0
Paul Palmer,53,611,4,10,3,71,21,39.6,0,0,0
Herschel Walker,53,505,2,7,1,50,17,32.1,0,0,0
Merril Hoge,50,487,3,5,1,40,26,52,2,0,0
Louis Lipps,50,973,5,14,4,89,44,88,2,0,0
Kelvin Martin,49,622,3,6,0,35,38,77.6,0,0,0
Perry Kemp,48,620,0,7,0,36,27,56.2,3,0,0
Brian Brennan,46,579,1,9,0,33,28,60.9,0,0,0
Carlos Carson,46,711,3,10,3,80,30,65.2,0,0,0
Mark Jackson,46,852,6,15,4,63,39,84.8,1,0,0
Ricky Nattiel,46,574,1,7,1,74,23,50,1,0,0
Dennis McKinnon,45,704,3,9,2,76,27,60,0,0,0
Pete Mandley,44,617,4,9,1,56,34,77.3,1,0,0
Tim Brown,43,725,5,14,4,65,29,67.4,1,0,0
Kelvin Bryant,42,447,5,6,1,47,24,57.1,0,0,0
Damone Johnson,42,350,6,1,0,23,21,50,0,0,0
Tom Rathman,42,382,0,1,0,24,16,38.1,0,0,0
Stephen Baker,40,656,7,8,2,85,34,85,0,0,0
Brian Blades,40,682,8,10,4,55,30,75,0,0,0
Hassan Jones,40,778,5,11,4,68,34,85,0,0,0
Neal Anderson,39,371,0,5,0,36,13,33.3,1,0,0
Rob Awalt,39,454,4,6,1,52,19,48.7,1,0,0
Cris Carter,39,761,6,11,4,80,32,82,0,0,0
Mark Duper,39,626,1,7,2,56,31,79.5,0,0,0
