Player,INT,INT TD,INT Yds,Lng
Scott Case,10,0,47,12
Terry Hoage,8,0,116,38
Vestee Jackson,8,0,94,46
Carl Lee,8,2,118,58
Erik McMillan,8,2,168,55
Gill Byrd,7,0,82,42
Deron Cherry,7,0,51,24
Mark Kelso,7,1,180,78
Tim McKyer,7,0,11,7
Eric Thomas,7,0,61,37
Harry Hamilton,6,0,123,58
Paul Moyer,6,0,79,34
Eric Allen,5,0,76,21
Joey Browner,5,0,29,18
David Fulcher,5,1,38,16
James Hasty,5,0,20,16
Wes Hopkins,5,0,21,11
Ronnie Lott,5,0,59,44
Robert Moore,5,1,56,47
Mark Murphy,5,0,19,9
Terry Taylor,5,1,53,27
Felix Wright,5,0,126,53
Gene Atkins,4,0,42,40
Lewis Billups,4,0,47,29
Chuck Cecil,4,0,56,33
Bret Clark,4,0,40,21
Raymond Clayborn,4,0,65,31
Jeff Donaldson,4,0,29,23
Jeff Fuller,4,0,18,10
Mike Harden,4,0,36,34
Roland James,4,0,30,22
Johnnie Johnson,4,0,18,11
Seth Joyner,4,0,96,30
William Judson,4,0,57,52
Fred Marion,4,0,47,22
Frank Minnifield,4,0,16,13
Ricky Reynolds,4,0,7,7
Jesse Solomon,4,1,84,78
David Tate,4,0,35,17
Willie Tullis,4,0,36,20
Sheldon White,4,0,70,39
Barry Wilburn,4,0,24,14
Jarvis Williams,4,0,62,23
Dwayne Woodruff,4,1,109,78
Rod Woodson,4,0,98,29
Duane Bickett,3,0,7,7
John Booty,3,0,0,0
Dave Brown,3,0,27,15
Domingo Bryant,3,1,56,36
Carl Carter,3,0,0,0
Jeremiah Castille,3,0,51,33
Donnie Elder,3,0,9,9
Thomas Everett,3,0,31,29
William Frizzell,3,0,19,13
Darrell Fullington,3,0,57,40
Jerry Gray,3,1,83,47
John Harris,3,0,46,27
Mike Haynes,3,0,30,30
Ray Horton,3,0,13,11
David Howard,3,0,16,10
LeRoy Irvin,3,0,25,22
Van Jakes,3,0,61,39
George Jamison,3,1,56,52
Melvin Jenkins,3,0,41,21
Richard Johnson,3,0,0,0
Terry Kinard,3,0,46,39
Mark Lee,3,0,37,27
Cedric Mack,3,0,33,12
Wilber Marshall,3,0,61,43
Vann McElroy,3,0,17,13
Devon Mitchell,3,1,107,90
Jim Morrissey,3,0,13,13
Najee Mustafaa,3,0,63,36
Mike Prior,3,0,46,23
Ken Stills,3,0,29,17
Reggie Sutton,3,0,32,34
Alvin Walton,3,0,54,29
Brian Washington,3,1,104,75
Andre Waters,3,0,19,14
Dave Waymer,3,0,91,44
Eddie Anderson,2,0,-6,2
Cornelius Bennett,2,0,30,30
Bennie Blades,2,0,12,7
Tyrone Braxton,2,0,6,6
Mark Brown,2,0,13,13
Steve Brown,2,1,48,44
Keith Browner,2,1,65,55
Aundray Bruce,2,0,10,10
Lloyd Burruss,2,0,57,32
Harry Carson,2,0,66,66
Raphel Cherry,2,0,0,0
Leonard Coleman,2,0,0,0
Eugene Daniel,2,1,44,41
Hanford Dixon,2,0,24,24
Michael Downs,2,0,3,3
Dave Duerson,2,0,18,18
Brad Edwards,2,1,47,37
Ron Fellows,2,0,14,14
Nesby Glasgow,2,0,19,19
Chris Goode,2,0,53,35
Tim Gordon,2,0,10,7
James Griffin,2,0,31,31
Larry Griffin,2,0,63,33
Mark Harper,2,0,13,8
Odie Harris,2,0,26,24
Dave Hollis,2,0,32,30
Tom Holmoe,2,0,0,0
Issiac Holt,2,0,15,15
Carl Howard,2,0,0,0
Eddie Johnson,2,0,0,0
Mike Johnson,2,0,36,31
Larry Kelm,2,0,15,9
Todd Krumm,2,0,14,14
Lester Lyles,2,0,0,0
Robert Lyles,2,0,3,3
Tim McDonald,2,0,11,11
Rod McSwain,2,0,51,42
Rich Miano,2,0,0,0
Anthony Newman,2,0,27,27
John Offerdahl,2,0,2,2
J.C. Pearson,2,0,8,7
Ron Pitts,2,0,56,31
Dennis Price,2,0,18,18
Johnny Rembert,2,0,10,6
Mike Richardson,2,0,15,15
Ron Rivera,2,0,0,0
Randy Robbins,2,0,66,39
Mark Robinson,2,0,28,28
Leonard Smith,2,0,29,15
Michael Stewart,2,0,61,43
Everson Walls,2,0,0,0
Robert Williams,2,0,18,12
Eric Wright,2,0,-2,-2
Roynell Young,2,0,5,5
Patrick Allen,1,0,23,21
Walker Lee Ashley,1,1,94,94
Carl Banks,1,1,15,15
Bill Bates,1,0,0,0
Roy Bennett,1,0,21,21
Troy Benson,1,0,2,2
Ray Bentley,1,0,0,0
Keith Bostic,1,0,7,7
Todd Bowles,1,0,20,20
