Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Brent Fullwood,20,21,421,0,11,0,31,0,1
Ferrell Edmunds,20,1,20,0,1,0,20,0,1
Izel Jenkins,20,1,20,0,1,0,20,0,0
Marc Logan,20,4,80,0,2,0,24,0,1
James Saxon,20,2,40,0,1,0,27,0,0
Chris Woods,20,1,20,0,1,0,20,0,0
Leonard Harris,19.9,34,678,0,14,1,56,0,1
Randall Morris,19.9,13,259,0,5,0,30,0,0
Jarvis Williams,19.9,8,159,0,3,0,27,0,0
Albert Bentley,19.9,39,775,0,21,1,40,0,1
Gary Lee,19.7,18,355,0,9,0,39,0,1
Jamie Morris,19.7,21,413,0,9,0,35,0,1
Allen Pinkett,19.6,7,137,0,2,0,29,0,0
Walter Stanley,19.5,2,39,0,1,0,22,0,0
Dave Waymer,19.5,2,39,0,1,0,29,0,1
Kenny Gamble,19.4,15,291,0,8,0,31,0,1
Vance Mueller,19.4,5,97,0,2,0,25,0,0
Jo-Jo Townsell,19.4,31,601,0,16,1,40,0,1
Thomas Sanders,19.1,13,248,0,7,0,38,0,0
Ricky Sanders,19,19,362,0,7,0,31,0,0
Jim Boyle,19,1,19,0,0,0,19,0,0
Doug DuBose,19,32,608,0,12,2,44,0,2
Bobby Futrell,19,2,38,0,1,0,20,0,0
Gerald McNeil,19,2,38,0,1,0,22,0,0
Rueben Mayes,18.9,7,132,0,4,0,33,0,0
Michael Haynes,18.8,6,113,0,2,0,25,0,0
John Taylor,18.8,12,225,0,5,0,29,0,1
Dalton Hilliard,18.5,6,111,0,3,0,30,0,0
Glen Kozlowski,18.5,2,37,0,1,0,24,0,0
Charles White,18.5,2,37,0,1,0,23,0,0
Shawn Beals,18.4,34,625,0,14,0,32,0,1
Sylvester Stamps,18.2,12,219,0,8,0,27,0,0
Mike Oliphant,18.1,7,127,0,2,0,26,0,1
Keith Woodside,18,19,343,0,9,0,29,0,0
Rickey Dixon,18,1,18,0,0,0,18,0,0
Jeff Smith,18,10,180,0,3,0,26,0,0
Flip Johnson,17.9,14,250,0,7,0,24,0,0
Lupe Sanchez,17.8,4,71,0,0,0,19,0,0
Elgin Davis,17.7,6,106,0,2,0,24,0,1
Kurt Sohn,17.7,9,159,0,2,0,27,0,0
Kelvin Martin,17.5,12,210,0,5,0,31,0,1
Walter Abercrombie,17.4,5,87,0,1,0,31,0,0
Patrick Scott,17.2,12,207,0,3,0,27,0,0
Bruce Hardy,17,1,17,0,0,0,17,0,0
Ron Pitts,17,1,17,0,0,0,17,0,0
Sterling Sharpe,17,1,17,0,0,0,17,0,0
Mike Tice,17,1,17,0,0,0,17,0,0
Mark Collins,16.8,4,67,0,1,0,26,0,0
Robb Riddick,16.7,6,100,0,2,0,23,0,0
Stefon Adams,16.5,8,132,0,2,0,21,0,0
Del Rodgers,16.3,6,98,0,3,0,24,0,0
Scott Schwedes,16.3,3,49,0,1,0,25,0,0
Michael Harper,16.3,7,114,0,2,0,32,0,0
Ira Hillary,16.2,12,195,0,3,0,24,0,0
Lee Rouson,16.2,8,130,0,2,0,21,0,1
Stephen Starring,16.2,8,130,0,1,0,22,0,0
Mark Konecny,16.2,17,276,0,3,0,25,0,0
Mark Ingram,16.1,8,129,0,3,0,27,0,0
Roger Craig,16,2,32,0,0,0,17,0,0
Kevin Porter,16,1,16,0,0,0,16,0,1
Tim Spencer,16,1,16,0,0,0,16,0,0
Kitrick Taylor,16,5,80,0,0,0,19,0,0
Paul Palmer,15.8,23,364,0,6,0,23,0,2
Mark Higgs,15.5,2,31,0,0,0,17,0,0
Steve Smith,15.3,3,46,0,0,0,16,0,0
Keith Griffin,15,3,45,0,1,0,24,0,0
Phil McConkey,15,2,30,0,0,0,17,0,0
Tim Gordon,14.9,14,209,0,2,0,32,0,1
Roy Banks,14,4,56,0,1,0,20,0,0
Russell Carter,14,1,14,0,0,0,14,0,0
Ernie Jones,13.4,11,147,0,3,0,22,0,0
Curtis Adams,13,1,13,0,0,0,13,0,0
Jamie Dukes,13,1,13,0,0,0,13,0,0
Anthony Jones,13,1,13,0,0,0,13,0,0
Michael Dean Perry,13,1,13,0,0,0,13,0,0
James Primus,13,1,13,0,0,0,13,0,0
Mosi Tatupu,13,1,13,0,0,0,13,0,0
Spencer Tillman,13,1,13,0,0,0,13,0,0
Frank Pillow,12.7,3,38,0,0,0,17,0,0
Earl Ferrell,12.5,2,25,0,0,0,14,0,0
Steve Gage,12,5,60,0,0,0,17,0,0
Gene Lang,12,1,12,0,0,0,12,0,0
Leo Lewis,12,1,12,0,0,0,12,0,0
Butch Rolle,12,1,12,0,0,0,12,0,0
Daryle Smith,12,2,24,0,0,0,13,0,0
Barney Bussey,11.9,7,83,0,1,0,22,0,1
Mike McDonald,11.3,3,34,0,1,0,22,0,1
Marion Barber,11,1,11,0,0,0,11,0,0
Tony Jeffery,11,1,11,0,0,0,11,0,0
Brad Muster,11,3,33,0,0,0,15,0,0
Derek Tennell,11,1,11,0,0,0,11,0,0
Sammy Winder,11,1,11,0,0,0,11,0,0
Eric Martin,10.7,3,32,0,0,0,18,0,0
William Howard,10.5,2,21,0,0,0,12,0,0
Keith Byars,10,2,20,0,0,0,14,0,0
Willie Drewrey,10,1,10,0,0,0,10,0,0
Darren Flutie,10,1,10,0,0,0,10,0,0
John Jackson,10,1,10,0,0,0,10,0,0
Andy Schillinger,10,1,10,0,0,0,10,0,0
Warren Williams,10,1,10,0,0,0,10,0,1
Joey Hackett,9,1,9,0,0,0,9,0,0
Mike Harden,9,1,9,0,0,0,9,0,0
Byron Ingram,8,2,16,0,0,0,9,0,0
Harry Sydney,8,1,8,0,0,0,8,1,0
Brad Beckman,7,1,7,0,0,0,7,0,0
Kevin Gogan,7,1,7,0,0,0,7,0,0
Steve Hamilton,7,1,7,0,0,0,7,0,0
Bob White,7,1,7,0,0,0,7,0,0
Blaise Winter,7,1,7,0,0,0,7,0,0
Dave Harbour,6,1,6,0,0,0,6,0,0
Keyvan Jenkins,6,2,12,0,0,0,12,0,1
Terry Orr,6,1,6,0,0,0,6,0,0
Brian Blankenship,5,1,5,0,0,0,5,0,0
Jessie Clark,5,2,10,0,0,0,7,0,0
Jeff Donaldson,5,1,5,0,0,0,5,0,0
Mark Pike,5,1,5,0,0,0,5,0,0
Chuck Thomas,5,1,5,0,0,0,5,0,0
Carl Byrum,4.5,2,9,0,0,0,9,0,1
Nuu Faaola,4.5,2,9,0,0,0,7,0,0
Reggie Phillips,4,1,4,0,0,0,4,0,0
Ken Stills,4,1,4,0,0,0,4,0,0
Eric Andolsek,3,1,3,0,0,0,3,0,0
Irving Fryar,3,1,3,0,0,0,3,0,0
Elbert Shelley,2.5,2,5,0,0,0,5,0,1
Richard Johnson,2,1,2,0,0,0,2,0,0
Mike Wilson,2,1,2,0,0,0,2,0,0
Nate Hill,1,1,1,0,0,0,1,0,0
Anthony Carter,0,1,0,0,0,0,0,0,1
Zeph Lee,0,1,0,0,0,0,0,0,0
Buford McGee,0,1,0,0,0,0,0,0,0
Allen Rice,0,1,0,0,0,0,0,0,0
Ken Rose,0,1,0,0,0,0,0,0,0
Dan Saleaumua,0,1,0,0,0,0,0,0,1
Michael Stewart,0,1,0,0,0,0,0,0,0
Stacey Toran,0,2,0,0,0,0,0,0,0
James Brooks,-6,1,-6,0,0,0,-6,0,0
