Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Mickey Sutton,17.3,3,52,0,1,1,46,6,0
John Taylor,12.6,44,556,2,7,2,95,7,4
Mel Gray,12.2,25,305,1,3,1,66,8,3
Carl Bland,11.8,5,59,0,1,0,24,1,0
Curtis Duncan,11.8,4,47,0,1,0,26,2,0
Jo-Jo Townsell,11.7,35,409,1,6,1,59,9,1
Darrell Green,11.4,9,103,0,1,0,32,0,1
Clarence Verdin,10.9,22,239,1,2,1,73,7,0
Lonzell Hill,10.8,10,108,0,2,0,31,4,0
Bobby Futrell,10.5,27,283,0,5,1,40,10,4
Irving Fryar,10.5,38,398,0,5,0,30,8,2
Ron Pitts,10.3,9,93,1,1,1,63,6,1
Vai Sikahema,10.3,33,341,0,2,0,28,8,1
Lionel James,9.9,28,278,0,3,0,24,11,2
Ira Hillary,9.8,17,166,0,1,0,20,5,0
Bobby Joe Edmonds,9.7,35,340,0,2,1,41,8,1
Ricky Nattiel,9.7,23,223,0,3,0,24,0,2
Jarvis Williams,9.7,3,29,0,0,0,14,3,0
Scott Schwedes,9.6,24,230,0,3,0,36,7,1
Leo Lewis,9.5,58,550,0,3,1,64,19,2
Dave Hollis,9.3,3,28,0,0,0,15,0,1
Tim Brown,9.1,49,444,0,2,0,36,10,3
Lew Barnes,9,34,307,0,2,1,68,8,3
Kevin Clark,8.8,13,115,0,0,0,16,0,0
Billy Johnson,8.7,3,26,0,0,0,15,1,0
Derrick Shepard,8.7,12,104,0,1,0,23,2,1
Rod Woodson,8.5,33,281,0,2,0,28,6,2
Gerald McNeil,8.3,38,315,0,5,0,32,6,3
Kelvin Martin,8.2,44,360,0,4,0,21,15,1
Dennis McKinnon,8.2,34,277,0,2,0,23,8,3
Terry Kinard,8,1,8,0,0,0,8,0,0
Erroll Tucker,8,10,80,0,1,0,24,5,1
Phil McConkey,7.8,40,313,0,2,0,35,25,2
Pete Mandley,7.8,37,287,0,3,0,25,7,2
Stefon Adams,7.5,6,45,0,0,0,17,0,0
Louis Lipps,7.5,4,30,0,0,0,11,2,0
Mark Konecny,7.1,33,233,0,1,0,24,25,3
Henry Ellard,7,17,119,0,1,0,34,3,2
Don Griffin,7,4,28,0,0,0,10,3,0
Mike Harden,7,2,14,0,0,0,14,2,1
J.T. Smith,7,17,119,0,0,0,15,2,0
Gerald Willhite,6.9,13,90,0,0,0,12,2,1
Stephen Baker,6.8,5,34,0,0,0,11,0,0
Kitrick Taylor,6.4,29,187,0,0,0,16,6,1
Anthony Allen,6.2,10,62,0,0,0,14,2,1
Gary Clark,6,8,48,0,1,0,34,3,2
Mike Martin,6,5,30,0,0,0,10,5,0
Cliff Hicks,5.8,25,144,0,0,0,13,0,1
Wendell Davis,5.7,3,17,0,0,0,13,1,2
Kenny Johnson,5.7,30,170,0,0,0,16,6,1
Jeff Smith,5.6,8,45,0,1,0,20,3,0
Lupe Sanchez,5.5,2,11,0,0,0,6,4,0
Sterling Sharpe,5.3,9,48,0,0,0,14,7,2
Darren Flutie,5.1,7,36,0,0,0,10,5,1
Bill Brooks,5,3,15,0,0,0,8,0,0
Evan Cooper,5,2,10,0,0,0,10,1,1
Jason Johnson,5,1,5,0,0,0,5,0,0
Terry Orr,5,2,10,0,0,0,10,0,0
Clarence Weathers,5,2,10,0,0,0,9,0,0
Eddie Brown,4.8,10,48,0,0,0,13,7,1
Wes Chandler,4.7,6,28,0,0,0,13,5,0
Flip Johnson,4.5,16,72,0,0,0,16,3,1
Aubrey Matthews,4.3,6,26,0,0,0,10,0,2
Walter Stanley,4.3,12,52,0,0,0,15,3,3
Ken Bell,4,1,4,0,0,0,4,0,0
Willie Drewrey,4,2,8,0,0,0,8,2,0
Tom Flynn,4,1,4,0,0,0,4,0,1
Mike Oliphant,3.4,7,24,0,0,0,11,0,1
Anthony Carter,3,1,3,0,0,0,3,1,0
Ricky Hunley,3,1,3,0,0,0,3,0,0
Norman Jefferson,3,5,15,0,0,0,9,2,1
Kurt Sohn,3,3,9,0,0,0,5,1,0
Jeff Fuller,2,1,2,0,0,0,2,1,1
LeRoy Irvin,2,1,2,0,0,0,2,1,0
Johnnie Johnson,2,2,4,0,0,0,4,1,1
Jerry Gray,1,1,1,0,0,0,1,0,0
Ravin Caldwell,0,1,0,0,0,0,0,0,0
Donnie Elder,0,1,0,0,0,0,0,0,1
Nesby Glasgow,0,1,0,0,0,0,0,0,1
Patrick Hunter,0,1,0,0,0,0,0,0,1
Glen Kozlowski,0,1,0,0,0,0,0,0,1
Derrick McAdoo,0,1,0,0,0,0,0,0,0
Mike Prior,0,1,0,0,0,0,0,5,0
Everson Walls,0,1,0,0,0,0,0,0,1
