Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Michael Thomas,149,1725,9,17,3,49,91,61.1,1,585,185
Christian McCaffrey,116,1005,4,7,0,28,58,50,0,1010,142
Keenan Allen,104,1199,6,15,1,45,63,60.6,0,368,149
DeAndre Hopkins,104,1165,7,16,1,43,68,65.4,0,393,150
Julian Edelman,100,1117,6,13,1,44,54,54,3,337,153
Julio Jones,99,1394,6,21,3,54,77,77.8,1,360,157
Allen Robinson,98,1147,7,15,1,49,63,64.3,0,279,154
Travis Kelce,97,1229,5,13,3,47,65,67,1,430,136
Cooper Kupp,94,1161,10,21,4,66,51,54.3,3,547,134
Austin Ekeler,92,993,8,9,3,84,42,45.6,2,944,108
Tyler Boyd,90,1046,5,12,3,47,51,56.7,2,358,148
Darren Waller,90,1145,3,14,2,75,53,58.9,1,601,117
Robert Woods,90,1134,2,14,1,48,54,60,0,585,139
Zach Ertz,88,916,6,12,0,30,50,56.8,1,276,135
DJ Moore,87,1175,4,13,4,52,63,72.4,2,403,135
Chris Godwin,86,1333,9,25,3,71,63,73.3,0,591,121
George Kittle,85,1053,5,16,2,61,53,62.4,1,622,107
Davante Adams,83,997,5,12,2,58,54,65.1,2,393,127
Jarvis Landry,83,1174,6,20,2,65,55,66.3,0,440,138
Tyler Lockett,82,1057,8,15,3,44,53,64.6,1,315,110
Alvin Kamara,81,533,1,2,1,41,28,34.6,1,568,97
Tarik Cohen,79,456,3,2,0,31,18,22.8,1,437,104
Amari Cooper,79,1189,8,17,6,53,54,68.4,0,245,119
Jamison Crowder,78,833,6,11,1,41,41,52.6,0,357,122
Leonard Fournette,76,522,0,3,0,27,23,30.3,1,576,100
Larry Fitzgerald,75,804,4,10,4,54,40,53.3,1,358,109
Austin Hooper,75,787,6,8,0,35,41,54.7,0,329,97
Odell Beckham Jr.,74,1035,4,16,3,89,44,59.5,0,331,133
DJ Chark,73,1008,8,17,1,69,42,57.5,0,317,118
John Brown,72,1060,6,17,3,53,53,73.6,0,217,115
DeVante Parker,72,1202,9,21,7,51,58,80.6,0,291,128
Courtland Sutton,72,1112,6,18,6,70,50,69.4,2,363,124
James White,72,645,5,9,1,59,31,43.1,0,541,95
Tyler Higbee,69,734,3,11,0,33,36,52.2,0,404,89
Christian Kirk,68,709,3,6,1,69,31,45.6,0,291,107
Cole Beasley,67,778,6,10,1,51,37,55.2,0,344,106
Mike Evans,67,1157,8,17,7,67,54,80.6,0,276,118
Le'Veon Bell,66,461,1,2,0,23,20,30.3,1,454,78
Michael Gallup,66,1107,6,18,5,62,50,75.8,0,343,113
Emmanuel Sanders,66,869,5,11,3,75,41,62.1,0,246,97
Dede Westbrook,66,660,3,10,0,39,31,47,0,318,101
Kenny Golladay,65,1190,11,22,6,75,52,80,1,301,116
Mark Andrews,64,852,10,16,1,51,44,68.8,2,302,98
Stefon Diggs,63,1130,6,20,8,66,41,65.1,4,308,94
Calvin Ridley,63,866,7,12,0,36,47,74.6,0,139,93
Jason Witten,63,529,4,2,0,33,27,42.9,1,171,83
Danny Amendola,62,678,1,6,2,47,36,58.1,0,218,97
Marvin Jones,62,779,9,12,1,47,41,66.1,0,121,91
Devonta Freeman,59,410,4,2,0,28,17,28.8,1,353,70
Diontae Johnson,59,680,5,7,2,45,31,52.5,3,308,92
Mohamed Sanu,59,520,2,3,0,28,30,50.8,0,193,89
Dallas Goedert,58,607,5,8,0,28,33,56.9,2,363,87
Tyreek Hill,58,860,7,11,6,57,39,67.2,0,276,89
Terry McLaurin,58,919,7,15,3,75,43,74.1,0,220,93
DK Metcalf,58,900,7,13,4,54,39,67.2,3,276,100
Deebo Samuel,57,802,3,17,1,42,32,56.1,2,481,81
Sterling Shepard,57,576,3,8,0,36,29,50.9,0,180,83
Randall Cobb,55,828,3,15,2,59,41,74.6,2,343,83
Hunter Henry,55,652,5,8,0,30,36,65.4,1,174,76
Ezekiel Elliott,54,420,2,3,0,27,21,38.9,0,402,71
Curtis Samuel,54,627,6,8,1,44,36,66.7,0,153,105
Dalvin Cook,53,519,0,7,0,31,26,49.1,1,597,63
Robbie Chosen,52,779,5,13,2,92,35,67.3,1,171,96
Saquon Barkley,52,438,2,6,2,65,14,26.9,1,441,73
A.J. Brown,52,1051,8,15,8,91,39,75,1,462,84
Anthony Miller,52,656,2,11,0,35,34,65.4,0,227,85
Greg Olsen,52,597,2,6,1,41,34,65.4,0,217,82
Sammy Watkins,52,673,3,9,2,68,30,57.7,2,302,90
Mike Gesicki,51,570,5,7,0,34,25,49,1,195,89
Kenyan Drake,50,345,0,2,0,26,15,30,0,433,68
Miles Sanders,50,509,3,8,2,45,19,38,0,419,63
Will Fuller,49,670,3,10,4,54,26,53.1,1,227,71
Russell Gage,49,446,1,0,0,19,25,51,0,167,74
Aaron Jones,49,474,3,6,2,67,18,36.7,1,453,68
Hunter Renfrow,49,605,4,7,2,65,31,63.3,0,327,71
Golden Tate,49,676,6,10,3,64,30,61.2,1,289,85
Mike Williams,49,1001,2,17,8,56,41,83.7,0,219,90
Darius Slayton,48,740,8,12,3,55,32,66.7,0,198,84
Chris Conley,47,775,5,13,3,70,36,76.6,0,253,90
Jaylen Samuels,47,305,1,1,0,27,19,40.4,1,372,57
Marquise Brown,46,584,7,8,4,83,24,52.2,0,237,71
T.Y. Hilton,45,501,5,6,0,35,24,53.3,0,213,68
Evan Engram,44,467,3,4,1,75,23,52.3,0,254,68
Nyheim Hines,44,320,0,2,0,21,15,34.1,1,314,58
Duke Johnson,44,410,3,1,0,21,18,40.9,0,365,62
James Washington,44,735,3,13,4,79,31,70.4,1,203,80
Jared Cook,43,705,9,15,2,61,32,74.4,0,259,65
Corey Davis,43,601,2,10,0,38,33,76.7,1,211,69
Jack Doyle,43,448,4,4,0,23,29,67.4,1,224,72
Tyler Eifert,43,436,3,4,0,27,24,55.8,0,115,63
Alex Erickson,43,529,0,5,2,52,26,60.5,1,230,78
Royce Freeman,43,256,1,0,0,19,10,23.3,0,268,50
Alshon Jeffery,43,490,4,6,0,38,36,83.7,0,133,73
Albert Wilson,43,351,1,4,0,35,22,51.2,0,181,62
Brandin Cooks,42,583,2,9,1,57,32,76.2,0,169,72
Melvin Gordon,42,296,1,2,0,25,11,26.2,1,331,55
JuJu Smith-Schuster,42,552,3,7,2,76,23,54.8,1,243,70
Chris Thompson,42,378,0,3,0,39,16,38.1,1,347,58
Tyrell Williams,42,651,6,12,4,46,33,78.6,0,204,64
Jacob Hollister,41,349,3,3,0,22,16,39,0,174,59
Zach Pascal,41,607,5,11,0,37,29,70.7,0,234,72
Noah Fant,40,562,3,10,3,75,23,57.5,1,388,66
Kenny Stills,40,561,4,9,2,45,27,67.5,0,141,55
Auden Tate,40,575,1,8,0,33,29,72.5,1,202,80
Nelson Agholor,39,363,3,5,1,43,17,43.6,2,146,69
Kyle Rudolph,39,367,6,3,0,32,24,61.5,0,194,48
Jamaal Williams,39,253,5,0,0,17,16,41,0,282,45
Jimmy Graham,38,447,3,7,1,48,23,60.5,1,256,60
Vance McDonald,38,273,3,2,0,22,12,31.6,1,176,55
Chris Carson,37,266,2,2,0,21,10,27,1,326,47
Gerald Everett,37,408,2,6,0,33,22,59.5,0,180,60
Adam Humphries,37,374,2,4,0,30,20,54,0,122,47
Kareem Hunt,37,285,1,2,0,29,17,46,0,281,44
Jordan Akins,36,418,2,4,1,53,21,58.3,0,247,55
Cameron Brate,36,311,4,1,0,37,21,58.3,0,99,55
Nick Chubb,36,278,0,4,0,32,13,36.1,1,320,49
David Johnson,36,370,4,7,0,31,17,47.2,1,232,47
Breshad Perriman,36,645,6,15,1,44,29,80.6,0,134,70
Jalen Richard,36,323,0,5,0,33,15,41.7,1,249,43
Irv Smith,36,311,2,5,0,29,17,47.2,1,136,47
Demaryius Thomas,36,433,1,4,1,47,22,61.1,0,176,58
DeAndre Washington,36,292,0,4,0,28,10,27.8,0,255,41
Allen Lazard,35,477,3,6,1,43,24,68.6,0,145,52
Phillip Lindsay,35,196,0,1,0,36,9,25.7,0,256,48
Joe Mixon,35,287,3,4,0,33,14,40,0,335,45
Dare Ogunbowale,35,286,0,1,0,21,14,40,1,212,46
Jonnu Smith,35,439,3,8,2,57,16,45.7,0,285,44
Geronimo Allison,34,287,2,3,0,31,16,47.1,2,118,55
James Conner,34,251,3,4,0,26,14,41.2,0,297,38
Darren Fells,34,341,7,2,0,24,22,64.7,0,169,48
Ryan Griffin,34,320,5,4,1,45,19,55.9,0,182,41
